A;247;20040202 12:00;PTHIRLWELL;
B;247;2653554;1;20040202 12:00;;;;BIBIL ST;BAAN BAA;2390;2833;M;20031104;20031209;3500;Z;V;VACANT LAND;;ZA;;0;AA347114;
C;247;2653554;1;20040202 12:00;3//232234;
D;247;2653554;1;20040202 12:00;P;;;;;;
D;247;2653554;1;20040202 12:00;V;;;;;;
B;247;2653940;2;20040202 12:00;;;2;CLARE ST;BOGGABRI;2382;2023;M;20031106;20031219;75000;A;R;RESIDENCE;;BR;;0;AA337322;
C;247;2653940;2;20040202 12:00;A//324493;
D;247;2653940;2;20040202 12:00;P;;;;;;
D;247;2653940;2;20040202 12:00;V;;;;;;
B;247;2654076;3;20040202 12:00;;;83;LYNN ST;BOGGABRI;2382;2023;M;20031201;20031215;25000;A;R;RESIDENCE;;BR;;0;AA332671;
C;247;2654076;3;20040202 12:00;15/9/758128;
D;247;2654076;3;20040202 12:00;P;;;;;;
D;247;2654076;3;20040202 12:00;V;;;;;;
B;247;2654476;4;20040202 12:00;;;2;NORTH ST;BELLATA;2397;725.9;M;20031119;20031217;1000;Z;V;VACANT LAND;;ZB;;0;AA339307;
C;247;2654476;4;20040202 12:00;2//330506;
D;247;2654476;4;20040202 12:00;P;;;;;;
D;247;2654476;4;20040202 12:00;V;;;;;;
D;247;2654476;4;20040202 12:00;V;;;;;;
B;247;2654534;5;20040202 12:00;;;;YARREN ST;BELLATA;2397;3035;M;20031103;20031112;66500;Z;R;RESIDENCE;;ZB;;0;AA324176;
C;247;2654534;5;20040202 12:00;8/5/758081 1//937469;
D;247;2654534;5;20040202 12:00;P;;;;;;
D;247;2654534;5;20040202 12:00;P;;;;;;
D;247;2654534;5;20040202 12:00;V;;;;;;
B;247;2655080;6;20040202 12:00;;;;PH EULAH;NARRABRI;2390;32.37;H;20010208;20010322;320000;R;3;RURAL;;RF;;0;7500636;
C;247;2655080;6;20040202 12:00;1//619979;
B;247;2656101;7;20040202 12:00;HILLYVALE;;;KAPUTAR RD;NARRABRI;2390;96.35;H;20031202;20040113;350000;R;3;FARM;;HF;;0;AA339005;
C;247;2656101;7;20040202 12:00;107, 108, 111//754949 9, 12//1007232;
D;247;2656101;7;20040202 12:00;P;;;;;;
D;247;2656101;7;20040202 12:00;P;;;;;;
D;247;2656101;7;20040202 12:00;V;;;;;;
B;247;2656846;8;20040202 12:00;;;9;CORMIE AVE;WEE WAA;2388;855.1;M;20031107;20031128;120000;A;R;RESIDENCE;;AW;;0;AA350768;
C;247;2656846;8;20040202 12:00;15//261175;
D;247;2656846;8;20040202 12:00;P;;;;;;
D;247;2656846;8;20040202 12:00;V;;;;;;
B;247;2657132;9;20040202 12:00;;;50;MITCHELL ST;WEE WAA;2388;1012;M;20031113;20031212;90000;A;R;RESIDENCE;;AW;;0;AA311249;
C;247;2657132;9;20040202 12:00;2/3/6458;
D;247;2657132;9;20040202 12:00;P;;;;;;
D;247;2657132;9;20040202 12:00;P;;;;;;
D;247;2657132;9;20040202 12:00;V;;;;;;
B;247;2657521;10;20040202 12:00;;;58;BALONNE ST;NARRABRI;2390;1056;M;20031107;20031205;286000;A;R;RESIDENCE;;NC;;0;AA337648;
C;247;2657521;10;20040202 12:00;B//382209;
D;247;2657521;10;20040202 12:00;P;;;;;;
D;247;2657521;10;20040202 12:00;P;;;;;;
D;247;2657521;10;20040202 12:00;V;;;;;;
B;247;2657713;11;20040202 12:00;;;131;BARWAN ST;NARRABRI;2390;1517.6;M;20031121;20031219;190000;A;R;RESIDENCE;;ND;;0;AA320370;
C;247;2657713;11;20040202 12:00;1//162647;
D;247;2657713;11;20040202 12:00;P;;;;;;
D;247;2657713;11;20040202 12:00;V;;;;;;
D;247;2657713;11;20040202 12:00;V;;;;;;
B;247;2658071;12;20040202 12:00;;;40;DANGAR ST;NARRABRI;2390;674.3;M;20031121;20031219;130000;B;R;RESIDENCE;;BE;;0;AA340827;
C;247;2658071;12;20040202 12:00;1//136271;
D;247;2658071;12;20040202 12:00;P;;;;;;
D;247;2658071;12;20040202 12:00;V;;;;;;
B;247;2658494;13;20040202 12:00;;;143;GIBBONS ST;NARRABRI;2390;1012;M;20031126;20031219;285000;A;R;RESIDENCE;;NJ;;0;AA347257;
C;247;2658494;13;20040202 12:00;12//231889;
D;247;2658494;13;20040202 12:00;P;;;;;;
D;247;2658494;13;20040202 12:00;V;;;;;;
B;247;2658622;14;20040202 12:00;;;23;GOOBAR ST;NARRABRI;2390;815.7;M;20030828;20030919;210000;A;R;RESIDENCE;;EX;;0;AA359024;
C;247;2658622;14;20040202 12:00;17//533326;
D;247;2658622;14;20040202 12:00;P;;;;;;
D;247;2658622;14;20040202 12:00;P;;;;;;
D;247;2658622;14;20040202 12:00;V;;;;;;
B;247;2659292;15;20040202 12:00;;;1;MARGARET ST;NARRABRI;2390;4553;M;20031127;20031201;240000;A;R;RESIDENCE;;NE;;0;AA354588;
C;247;2659292;15;20040202 12:00;1//219324;
D;247;2659292;15;20040202 12:00;P;;;;;;
D;247;2659292;15;20040202 12:00;P;;;;;;
D;247;2659292;15;20040202 12:00;V;;;;;;
B;247;2660075;16;20040202 12:00;;;45;WALOWA ST;NARRABRI;2390;1012;M;20030509;20030613;150000;A;R;RESIDENCE;;NP;;0;AA322683;
C;247;2660075;16;20040202 12:00;O//36406;
D;247;2660075;16;20040202 12:00;P;;;;;;
D;247;2660075;16;20040202 12:00;P;;;;;;
D;247;2660075;16;20040202 12:00;V;;;;;;
B;247;2855812;17;20040202 12:00;;;;BENNETT CL;NARRABRI;2390;1.394;H;20031024;20031121;80000;R;V;VACANT LAND;;RB;;0;AA350745;
C;247;2855812;17;20040202 12:00;20//1032295;
D;247;2855812;17;20040202 12:00;P;;;;;;
D;247;2855812;17;20040202 12:00;P;;;;;;
D;247;2855812;17;20040202 12:00;V;;;;;;
D;247;2855812;17;20040202 12:00;V;;;;;;
B;247;2964627;18;20040202 12:00;YALLAMBEE;;;NEWELL HWY;NARRABRI;2390;611.88;H;20031028;20031209;318000;R;3;FARM;;SS;;0;AA316959;
C;247;2964627;18;20040202 12:00;12, 14//757083;
D;247;2964627;18;20040202 12:00;P;;;;;;
D;247;2964627;18;20040202 12:00;P;;;;;;
D;247;2964627;18;20040202 12:00;P;;;;;;
D;247;2964627;18;20040202 12:00;P;;;;;;
D;247;2964627;18;20040202 12:00;V;;;;;;
D;247;2964627;18;20040202 12:00;V;;;;;;
B;247;2980689;19;20040202 12:00;;;;RIVERSIDE DR RIVERBEND ESTATE;NARRABRI;2390;6767;M;20031208;20040115;79000;R;V;VACANT LAND;;RB;;0;AA351056;
C;247;2980689;19;20040202 12:00;51//1051133;
D;247;2980689;19;20040202 12:00;P;;;;;;
D;247;2980689;19;20040202 12:00;P;;;;;;
D;247;2980689;19;20040202 12:00;V;;;;;;
D;247;2980689;19;20040202 12:00;V;;;;;;
B;247;3050459;20;20040202 12:00;;;;'HOMEBUSH';PILLIGA;2388;1014.5;H;20031031;20031212;550000;R;R;RESIDENCE;;PS;;0;AA350942;
C;247;3050459;20;20040202 12:00;8, 10, 27//750302;
D;247;3050459;20;20040202 12:00;P;;;;;;
D;247;3050459;20;20040202 12:00;V;;;;;;
B;247;3056756;21;20040202 12:00;;;;"THE DOWNS";'NARRABRI';2390;375.37;H;20030912;20031010;790000;R;3;FARM;;BF;;0;AA233714;
C;247;3056756;21;20040202 12:00;37//727850 19//753920;
D;247;3056756;21;20040202 12:00;P;;;;;;
D;247;3056756;21;20040202 12:00;V;;;;;;
D;247;3056756;21;20040202 12:00;V;;;;;;
B;247;3056758;22;20040202 12:00;;;;BRAIGDON HOMESTEAD;NARRABRI;2390;213.8;H;20030715;20030919;600000;R;3;FARM RURAL - LOT 351;;MF;;0;AA38933;
C;247;3056758;22;20040202 12:00;351//1056617;
D;247;3056758;22;20040202 12:00;P;;;;;;
D;247;3056758;22;20040202 12:00;P;;;;;;
D;247;3056758;22;20040202 12:00;V;;;;;;
D;247;3056758;22;20040202 12:00;V;;;;;;
Z;108;22;22;62;
