A;068;20050104 11:39;MASMITH;
B;068;544178;1;20050104 11:39;;;16 B;BURNES ST;MATHOURA;2710;1897;M;20041103;20041108;33000;Z;R;RESIDENCE;;ZF;;0;AB171027;
C;068;544178;1;20050104 11:39;13/64/758656;
D;068;544178;1;20050104 11:39;P;;;;;;
D;068;544178;1;20050104 11:39;V;;;;;;
B;068;545003;2;20050104 11:39;;2;9;ECHUCA ST;MOAMA;2731;;;20041020;20041122;195000;;R;RESIDENCE;2;;;0;AB151489;
C;068;545003;2;20050104 11:39;2/SP58008;
D;068;545003;2;20050104 11:39;P;;;;;;
D;068;545003;2;20050104 11:39;V;;;;;;
D;068;545003;2;20050104 11:39;V;;;;;;
B;068;545187;3;20050104 11:39;;;13;HARRIS CT;MOAMA;2731;720;M;20041027;20041207;275000;Z;R;RESIDENCE;;ZC;;0;AB159635;
C;068;545187;3;20050104 11:39;20/1009556;
D;068;545187;3;20050104 11:39;P;;;;;;
D;068;545187;3;20050104 11:39;P;;;;;;
D;068;545187;3;20050104 11:39;V;;;;;;
D;068;545187;3;20050104 11:39;V;;;;;;
B;068;545579;4;20050104 11:39;;1;16;MCLAREN DR;MOAMA;2731;;;20041025;20041123;165000;;R;RESIDENCE;2;;;0;AB173119;
C;068;545579;4;20050104 11:39;2/SP50230;
D;068;545579;4;20050104 11:39;P;;;;;;
D;068;545579;4;20050104 11:39;P;;;;;;
D;068;545579;4;20050104 11:39;V;;;;;;
D;068;545579;4;20050104 11:39;V;;;;;;
B;068;545875;5;20050104 11:39;;;22;REGENT ST;MOAMA;2731;761.3;M;20041019;20041126;195000;Z;R;RESIDENCE;;ZC;;0;AB168989;
C;068;545875;5;20050104 11:39;9/236459;
D;068;545875;5;20050104 11:39;P;;;;;;
D;068;545875;5;20050104 11:39;P;;;;;;
D;068;545875;5;20050104 11:39;V;;;;;;
D;068;545875;5;20050104 11:39;V;;;;;;
B;068;2954888;6;20050104 11:39;;;15;HOLLARA DR;MOAMA;2731;4006;M;20041019;20041213;495000;R;R;RESIDENCE;;RR;;0;AB169959;
C;068;2954888;6;20050104 11:39;27/270259;
D;068;2954888;6;20050104 11:39;P;;;;;;
D;068;2954888;6;20050104 11:39;V;;;;;;
D;068;2954888;6;20050104 11:39;V;;;;;;
B;068;546709;7;20050104 11:39;;;;PERRICOOTA RD;MOAMA;2731;;;20040115;20041130;168000;;3;UNIT;52;;;0;AB160170;
C;068;546709;7;20050104 11:39;52/SP71795;
D;068;546709;7;20050104 11:39;P;;;;;;
D;068;546709;7;20050104 11:39;V;;;;;;
D;068;546709;7;20050104 11:39;V;;;;;;
B;068;3127606;8;20050104 11:39;;;;CABERNET DR;MOAMA;2731;;;20040416;20041028;100000;;V;VACANT LAND;;;;0;AB60177;
C;068;3127606;8;20050104 11:39;13/1062679;
D;068;3127606;8;20050104 11:39;P;;;;;;
D;068;3127606;8;20050104 11:39;P;;;;;;
D;068;3127606;8;20050104 11:39;V;;;;;;
B;068;3142251;9;20050104 11:39;;;;CENTRE RD;MOAMA;2731;125.5;H;20041028;20041118;201500;;3;FARM;;;;0;AB128133;
C;068;3142251;9;20050104 11:39;6/751145;
D;068;3142251;9;20050104 11:39;P;;;;;;
D;068;3142251;9;20050104 11:39;V;;;;;;
Z;48;9;9;28;
