A;020;20040202 11:40;PTHIRLWELL;
B;020;408182;1;20040202 11:40;;;19;BURTON ST;BOMBALA;2632;910.5;M;20031105;20031212;65000;A;R;RESIDENCE;;AA;;0;AA342820;
C;020;408182;1;20040202 11:40;1//986757;
D;020;408182;1;20040202 11:40;P;;;;;;
D;020;408182;1;20040202 11:40;V;;;;;;
D;020;408182;1;20040202 11:40;V;;;;;;
B;020;408319;2;20040202 11:40;;;8;FORBES ST;BOMBALA;2632;411;M;20031122;20040109;47000;A;R;RESIDENCE;;AA;;0;AA334916;
C;020;408319;2;20040202 11:40;1//154621;
D;020;408319;2;20040202 11:40;P;;;;;;
D;020;408319;2;20040202 11:40;P;;;;;;
D;020;408319;2;20040202 11:40;V;;;;;;
B;020;408320;3;20040202 11:40;;;6;FORBES ST;BOMBALA;2632;411;M;20031117;20040112;42000;A;R;RESIDENCE;;AA;;0;AA350303;
C;020;408320;3;20040202 11:40;2//154621;
D;020;408320;3;20040202 11:40;P;;;;;;
D;020;408320;3;20040202 11:40;P;;;;;;
D;020;408320;3;20040202 11:40;V;;;;;;
D;020;408320;3;20040202 11:40;V;;;;;;
D;020;408320;3;20040202 11:40;V;;;;;;
D;020;408320;3;20040202 11:40;V;;;;;;
B;020;408409;4;20040202 11:40;;;24;MANNING ST;BOMBALA;2632;800.7;M;20040112;20040119;110000;A;R;RESIDENCE;;AA;;0;AA359653;
C;020;408409;4;20040202 11:40;101//587835;
D;020;408409;4;20040202 11:40;P;;;;;;
D;020;408409;4;20040202 11:40;P;;;;;;
D;020;408409;4;20040202 11:40;V;;;;;;
D;020;408409;4;20040202 11:40;V;;;;;;
B;020;408674;5;20040202 11:40;;;8;STEPHEN ST;BOMBALA;2632;1486;M;20031113;20031219;105000;A;R;RESIDENCE;;AA;;0;AA351704;
C;020;408674;5;20040202 11:40;3//385507;
D;020;408674;5;20040202 11:40;P;;;;;;
D;020;408674;5;20040202 11:40;V;;;;;;
B;020;409448;6;20040202 11:40;;;;PH GULGIN;BOMBALA;2632;244;H;20031008;20031219;422100;R;V;VACANT LAND;;RJ;;0;AA335823;
C;020;409448;6;20040202 11:40;140//756835;
D;020;409448;6;20040202 11:40;P;;;;;;
D;020;409448;6;20040202 11:40;P;;;;;;
D;020;409448;6;20040202 11:40;V;;;;;;
B;020;409564;7;20040202 11:40;;;20;BOMBALA ST;DELEGATE;2633;2023;M;20031113;20031217;67000;A;R;RESIDENCE;;AD;;0;AA322964;
C;020;409564;7;20040202 11:40;8/9/758346;
D;020;409564;7;20040202 11:40;P;;;;;;
D;020;409564;7;20040202 11:40;V;;;;;;
B;020;3056988;8;20040202 11:40;;;;ORR ST;DELEGATE;2633;4584.5;M;20031215;20031219;17500;;V;VACANT LAND;;;;0;AA289200;
C;020;3056988;8;20040202 11:40;1, 2, 3, 4, 5//206078;
D;020;3056988;8;20040202 11:40;P;;;;;;
D;020;3056988;8;20040202 11:40;P;;;;;;
D;020;3056988;8;20040202 11:40;V;;;;;;
D;020;3056988;8;20040202 11:40;V;;;;;;
Z;45;8;8;27;
