A;022;20040202 11:40;PTHIRLWELL;
B;022;412350;1;20040202 11:40;;;;CAMPBELL ST;KOORAWATHA;2807;2023;M;20030819;20031219;46000;Z;R;RESIDENCE;;ZA;;0;AA301720;
C;022;412350;1;20040202 11:40;10/11/758580;
D;022;412350;1;20040202 11:40;P;;;;;;
D;022;412350;1;20040202 11:40;V;;;;;;
B;022;412402;2;20040202 11:40;;;18;DOONGARA ST;KOORAWATHA;2807;1359;M;20031128;20040109;2000;Z;V;VACANT LAND;;ZA;;0;AA320138;
C;022;412402;2;20040202 11:40;11/2/8334;
D;022;412402;2;20040202 11:40;P;;;;;;
D;022;412402;2;20040202 11:40;V;;;;;;
B;022;412459;3;20040202 11:40;;;14;UPPINGHAM ST;KOORAWATHA;2807;1464.8;M;20031218;20040115;22000;Z;V;VACANT LAND;;ZA;;0;AA339958;
C;022;412459;3;20040202 11:40;1, 2//1059587;
D;022;412459;3;20040202 11:40;P;;;;;;
D;022;412459;3;20040202 11:40;V;;;;;;
B;022;412737;4;20040202 11:40;;;;WOOLPACK RD;MURRINGO;2586;43.3;H;20021224;20031220;19800;R;3;FARM;;LF;;0;AA339262;
C;022;412737;4;20040202 11:40;233, 240//754599;
D;022;412737;4;20040202 11:40;P;;;;;;
D;022;412737;4;20040202 11:40;V;;;;;;
B;022;413332;5;20040202 11:40;CORONA NORTH;;;GROGAN RD VIA YOUNG;MORANGARELL;2666;226;H;20031107;20031205;324000;R;3;FARM;;MK;;0;AA262164;
C;022;413332;5;20040202 11:40;109//750635;
D;022;413332;5;20040202 11:40;P;;;;;;
D;022;413332;5;20040202 11:40;P;;;;;;
D;022;413332;5;20040202 11:40;V;;;;;;
D;022;413332;5;20040202 11:40;V;;;;;;
B;022;413482;6;20040202 11:40;;;521;SPRING CREEK RD;YOUNG;2594;4.185;H;20031121;20031219;90000;R;V;VACANT LAND;;DY;;0;AA325894;
C;022;413482;6;20040202 11:40;13//1011723;
D;022;413482;6;20040202 11:40;P;;;;;;
D;022;413482;6;20040202 11:40;P;;;;;;
D;022;413482;6;20040202 11:40;V;;;;;;
D;022;413482;6;20040202 11:40;V;;;;;;
B;022;413863;7;20040202 11:40;;;65;CHUMS LANE;YOUNG;2594;7500;M;20030826;20031014;68000;R;R;RESIDENCE;;LY;;0;AA293009;
C;022;413863;7;20040202 11:40;1//805544;
D;022;413863;7;20040202 11:40;P;;;;;;
D;022;413863;7;20040202 11:40;P;;;;;;
D;022;413863;7;20040202 11:40;V;;;;;;
B;022;414193;8;20040202 11:40;;;;COMMONS RD;YOUNG;2594;2.444;H;20031104;20031202;110000;R;R;RESIDENCE;;LY;;0;AA304904;
C;022;414193;8;20040202 11:40;1//842192;
D;022;414193;8;20040202 11:40;P;;;;;;
D;022;414193;8;20040202 11:40;P;;;;;;
D;022;414193;8;20040202 11:40;V;;;;;;
B;022;414248;9;20040202 11:40;;;39;BURROWS RD;YOUNG;2594;2.501;H;20031201;20031215;51000;R;V;VACANT LAND;;LY;;0;AA325903;
C;022;414248;9;20040202 11:40;45//786326;
D;022;414248;9;20040202 11:40;P;;;;;;
D;022;414248;9;20040202 11:40;P;;;;;;
D;022;414248;9;20040202 11:40;V;;;;;;
D;022;414248;9;20040202 11:40;V;;;;;;
B;022;414288;10;20040202 11:40;;;;BYRNE AVE;YOUNG;2594;2.224;H;20011221;20020125;235000;R;R;RESIDENCE;;LY;;0;AA347427;
C;022;414288;10;20040202 11:40;20//792051;
D;022;414288;10;20040202 11:40;P;;;;;;
D;022;414288;10;20040202 11:40;P;;;;;;
D;022;414288;10;20040202 11:40;V;;;;;;
B;022;414389;11;20040202 11:40;;;11;ANGEL CT;YOUNG;2594;985.3;M;20030916;20031219;33750;A;V;VACANT LAND;;AA;;0;AA322308;
C;022;414389;11;20040202 11:40;6//843487;
D;022;414389;11;20040202 11:40;P;;;;;;
D;022;414389;11;20040202 11:40;P;;;;;;
D;022;414389;11;20040202 11:40;V;;;;;;
D;022;414389;11;20040202 11:40;V;;;;;;
B;022;414390;12;20040202 11:40;;;13;ANGEL CT;YOUNG;2594;996;M;20031118;20031219;32500;A;V;VACANT LAND;;AA;;0;AA322309;
C;022;414390;12;20040202 11:40;7//843487;
D;022;414390;12;20040202 11:40;P;;;;;;
D;022;414390;12;20040202 11:40;P;;;;;;
D;022;414390;12;20040202 11:40;V;;;;;;
B;022;414391;13;20040202 11:40;;;14;ANGEL CT;YOUNG;2594;927.2;M;20031118;20031219;32500;A;V;VACANT LAND;;AA;;0;AA322310;
C;022;414391;13;20040202 11:40;8//843487;
D;022;414391;13;20040202 11:40;P;;;;;;
D;022;414391;13;20040202 11:40;P;;;;;;
D;022;414391;13;20040202 11:40;V;;;;;;
B;022;414442;14;20040202 11:40;;;32;BACK CREEK RD;YOUNG;2594;834.7;M;20031110;20031222;215000;A;R;RESIDENCE;;AF;;0;AA322579;
C;022;414442;14;20040202 11:40;4//241646;
D;022;414442;14;20040202 11:40;P;;;;;;
D;022;414442;14;20040202 11:40;V;;;;;;
B;022;414448;15;20040202 11:40;;;44;BACK CREEK RD;YOUNG;2594;847.3;M;20031127;20031223;185000;A;R;RESIDENCE;;AF;;0;AA339383;
C;022;414448;15;20040202 11:40;10//241646;
D;022;414448;15;20040202 11:40;P;;;;;;
D;022;414448;15;20040202 11:40;P;;;;;;
D;022;414448;15;20040202 11:40;V;;;;;;
B;022;414791;16;20040202 11:40;;;2;BOOROWA ST;YOUNG;2594;827.7;M;20031220;20040120;180000;A;R;RESIDENCE;;AH;;0;AA359865;
C;022;414791;16;20040202 11:40;C//317937;
D;022;414791;16;20040202 11:40;P;;;;;;
D;022;414791;16;20040202 11:40;P;;;;;;
D;022;414791;16;20040202 11:40;V;;;;;;
B;022;415101;17;20040202 11:40;;;8;CHARLES CRES;YOUNG;2594;653.6;M;20030815;20031016;160000;A;R;RESIDENCE;;AF;;0;AA337704;
C;022;415101;17;20040202 11:40;8//247977;
D;022;415101;17;20040202 11:40;P;;;;;;
D;022;415101;17;20040202 11:40;P;;;;;;
D;022;415101;17;20040202 11:40;V;;;;;;
B;022;415836;18;20040202 11:40;;;31;HILLS ST;YOUNG;2594;1246;M;20031125;20031216;166000;A;R;RESIDENCE;;AE;;0;AA323172;
C;022;415836;18;20040202 11:40;14//15196;
D;022;415836;18;20040202 11:40;P;;;;;;
D;022;415836;18;20040202 11:40;P;;;;;;
D;022;415836;18;20040202 11:40;V;;;;;;
D;022;415836;18;20040202 11:40;V;;;;;;
B;022;416339;19;20040202 11:40;;;21;MILONG ST;YOUNG;2594;777.8;M;20031119;20031217;195000;A;R;RESIDENCE;;AC;;0;AA339056;
C;022;416339;19;20040202 11:40;7//206025;
D;022;416339;19;20040202 11:40;P;;;;;;
D;022;416339;19;20040202 11:40;V;;;;;;
D;022;416339;19;20040202 11:40;V;;;;;;
B;022;416809;20;20040202 11:40;;;9;PINEVIEW CCT;YOUNG;2594;781.3;M;20031124;20031222;38000;A;V;VACANT LAND;;AE;;0;AA359735;
C;022;416809;20;20040202 11:40;50//825534;
D;022;416809;20;20040202 11:40;P;;;;;;
D;022;416809;20;20040202 11:40;V;;;;;;
D;022;416809;20;20040202 11:40;V;;;;;;
B;022;416884;21;20040202 11:40;;;14;RUSSELL ST;YOUNG;2594;803.8;M;20031125;20031223;123000;A;R;RESIDENCE;;AB;;0;AA350764;
C;022;416884;21;20040202 11:40;1//583006;
D;022;416884;21;20040202 11:40;P;;;;;;
D;022;416884;21;20040202 11:40;V;;;;;;
B;022;417132;22;20040202 11:40;;;33;THORNHILL ST;YOUNG;2594;885.2;M;20031206;20040112;141000;A;R;RESIDENCE;;AC;;0;AA329339;
C;022;417132;22;20040202 11:40;2//212846;
D;022;417132;22;20040202 11:40;P;;;;;;
D;022;417132;22;20040202 11:40;P;;;;;;
D;022;417132;22;20040202 11:40;P;;;;;;
D;022;417132;22;20040202 11:40;V;;;;;;
D;022;417132;22;20040202 11:40;V;;;;;;
B;022;417422;23;20040202 11:40;;;23;WILLIAM ST;YOUNG;2594;758.8;M;20031128;20031218;206000;A;R;RESIDENCE;;AB;;0;AA323067;
C;022;417422;23;20040202 11:40;3//510408;
D;022;417422;23;20040202 11:40;P;;;;;;
D;022;417422;23;20040202 11:40;P;;;;;;
D;022;417422;23;20040202 11:40;V;;;;;;
B;022;417443;24;20040202 11:40;;;22;WILLIAM ST;YOUNG;2594;486.9;M;20030904;20030919;95000;A;R;RESIDENCE;;AB;;0;AA315640;
C;022;417443;24;20040202 11:40;A//392627;
D;022;417443;24;20040202 11:40;P;;;;;;
D;022;417443;24;20040202 11:40;V;;;;;;
D;022;417443;24;20040202 11:40;V;;;;;;
B;022;417513;25;20040202 11:40;;;46;WINDERMERE ST;YOUNG;2594;3.607;H;20031130;20031218;410000;R;R;RESIDENCE;;RW;;0;AA339380;
C;022;417513;25;20040202 11:40;365, 366//754611;
D;022;417513;25;20040202 11:40;P;;;;;;
D;022;417513;25;20040202 11:40;P;;;;;;
D;022;417513;25;20040202 11:40;P;;;;;;
D;022;417513;25;20040202 11:40;V;;;;;;
B;022;417720;26;20040202 11:40;;;7;YASS ST;YOUNG;2594;1012;M;20031121;20031219;90000;A;R;RESIDENCE;;AC;;0;AA305428;
C;022;417720;26;20040202 11:40;2//85744;
D;022;417720;26;20040202 11:40;P;;;;;;
D;022;417720;26;20040202 11:40;P;;;;;;
D;022;417720;26;20040202 11:40;V;;;;;;
B;022;2982325;27;20040202 11:40;;;61;FONTENOY ST;YOUNG;2594;8536;M;20031125;20031223;33000;A;V;VACANT LAND;;AK;;0;AA320251;
C;022;2982325;27;20040202 11:40;3//1051448;
D;022;2982325;27;20040202 11:40;P;;;;;;
D;022;2982325;27;20040202 11:40;V;;;;;;
B;022;2996478;28;20040202 11:40;;;109;WILLAWONG ST;YOUNG;2594;4869;M;20031222;20031223;320000;R;R;RESIDENCE;;RT;;0;AA333140;
C;022;2996478;28;20040202 11:40;1342//754611;
D;022;2996478;28;20040202 11:40;P;;;;;;
D;022;2996478;28;20040202 11:40;P;;;;;;
D;022;2996478;28;20040202 11:40;V;;;;;;
D;022;2996478;28;20040202 11:40;V;;;;;;
B;022;3015037;29;20040202 11:40;;;;ROCKDALE RD;YOUNG;2594;1.668;H;20030926;20031110;99000;I;V;VACANT LAND;;CA;;0;AA347025;
C;022;3015037;29;20040202 11:40;1//1014353;
D;022;3015037;29;20040202 11:40;P;;;;;;
D;022;3015037;29;20040202 11:40;V;;;;;;
B;022;3035261;30;20040202 11:40;;;;OLD MONTEAGLE RD;YOUNG;2594;4.019;H;20031215;20031222;65000;R;V;VACANT LAND;;DY;;0;AA331651;
C;022;3035261;30;20040202 11:40;5//1060211;
D;022;3035261;30;20040202 11:40;P;;;;;;
D;022;3035261;30;20040202 11:40;P;;;;;;
D;022;3035261;30;20040202 11:40;V;;;;;;
B;022;3035263;31;20040202 11:40;;;;JASPRIZZA LANE;YOUNG;2594;4.082;H;20031218;20031223;65000;R;V;VACANT LAND;;DY;;0;AA312595;
C;022;3035263;31;20040202 11:40;7//1060211;
D;022;3035263;31;20040202 11:40;P;;;;;;
D;022;3035263;31;20040202 11:40;P;;;;;;
D;022;3035263;31;20040202 11:40;V;;;;;;
B;022;3035264;32;20040202 11:40;;;;JASPRIZZA LANE;YOUNG;2594;3.997;H;20031215;20031222;65000;R;V;VACANT LAND;;DY;;0;AA331650;
C;022;3035264;32;20040202 11:40;8//1060211;
D;022;3035264;32;20040202 11:40;P;;;;;;
D;022;3035264;32;20040202 11:40;P;;;;;;
D;022;3035264;32;20040202 11:40;V;;;;;;
Z;163;32;32;97;
