A;223;20040202 11:58;PTHIRLWELL;
B;223;2474411;1;20040202 11:58;;;82 A;ALCOCK AVE;CASULA;2170;319.6;M;20031122;20040113;369000;A;R;RESIDENCE;;AB;;0;AA345053;
C;223;2474411;1;20040202 11:58;7021//1007492;
D;223;2474411;1;20040202 11:58;P;;;;;;
D;223;2474411;1;20040202 11:58;V;;;;;;
B;223;2474510;2;20040202 11:58;;;4;ALEXANDRIA PL;BUSBY;2168;632.3;M;20031215;20031223;360000;A;R;RESIDENCE;;LH;;0;AA328934;
C;223;2474510;2;20040202 11:58;415//222642;
D;223;2474510;2;20040202 11:58;P;;;;;;
D;223;2474510;2;20040202 11:58;V;;;;;;
B;223;2474576;3;20040202 11:58;;;104;ALFRED RD;CHIPPING NORTON;2170;663.9;M;20031022;20031208;440000;A;R;RESIDENCE;;LT;;0;AA321776;
C;223;2474576;3;20040202 11:58;2//240267;
D;223;2474576;3;20040202 11:58;P;;;;;;
D;223;2474576;3;20040202 11:58;V;;;;;;
B;223;2474847;4;20040202 11:58;;;56 B;ANASTASIO RD;LIVERPOOL;2170;;;20031030;20031212;350000;;R;RESIDENCE;1;;;0;AA338330;
C;223;2474847;4;20040202 11:58;1//SP 58206;
D;223;2474847;4;20040202 11:58;P;;;;;;
D;223;2474847;4;20040202 11:58;V;;;;;;
D;223;2474847;4;20040202 11:58;V;;;;;;
B;223;2475024;5;20040202 11:58;;;11;ANGELO AVE;LIVERPOOL;2170;765.1;M;20030707;20040109;250000;A;R;RESIDENCE;;AD;;0;AA330231;
C;223;2475024;5;20040202 11:58;34//218668;
D;223;2475024;5;20040202 11:58;P;;;;;;
D;223;2475024;5;20040202 11:58;V;;;;;;
B;223;2475549;6;20040202 11:58;;;3;ARUMA CL;CHIPPING NORTON;2170;670.2;M;20031114;20040119;478000;A;R;RESIDENCE;;LT;;0;AA353537;
C;223;2475549;6;20040202 11:58;55//243093;
D;223;2475549;6;20040202 11:58;P;;;;;;
D;223;2475549;6;20040202 11:58;P;;;;;;
D;223;2475549;6;20040202 11:58;P;;;;;;
D;223;2475549;6;20040202 11:58;P;;;;;;
D;223;2475549;6;20040202 11:58;V;;;;;;
B;223;2475557;7;20040202 11:58;;;21;ARUNTA AVE;GREEN VALLEY;2168;568.7;M;20030505;20030618;386000;A;R;RESIDENCE;;LJ;;0;AA356666;
C;223;2475557;7;20040202 11:58;43//245109;
D;223;2475557;7;20040202 11:58;P;;;;;;
D;223;2475557;7;20040202 11:58;P;;;;;;
D;223;2475557;7;20040202 11:58;V;;;;;;
B;223;2475881;8;20040202 11:58;;;6;ASPEN CL;PRESTONS;2170;553.9;M;20031005;20031114;445000;A;R;RESIDENCE;;MZ;;0;AA340292;
C;223;2475881;8;20040202 11:58;3//876139;
D;223;2475881;8;20040202 11:58;P;;;;;;
D;223;2475881;8;20040202 11:58;P;;;;;;
D;223;2475881;8;20040202 11:58;V;;;;;;
D;223;2475881;8;20040202 11:58;V;;;;;;
B;223;2475988;9;20040202 11:58;;35;7;ATKINSON ST;LIVERPOOL;2170;;;20031101;20031208;228000;;R;RESIDENCE;8;;;0;AA324346;
C;223;2475988;9;20040202 11:58;8//SP 32346;
D;223;2475988;9;20040202 11:58;P;;;;;;
D;223;2475988;9;20040202 11:58;V;;;;;;
B;223;2476309;10;20040202 11:58;;;3;AVOCA CL;WEST HOXTON;2171;581.4;M;20031205;20031222;569000;A;R;RESIDENCE;;MN;;0;AA321825;
C;223;2476309;10;20040202 11:58;14//877984;
D;223;2476309;10;20040202 11:58;P;;;;;;
D;223;2476309;10;20040202 11:58;P;;;;;;
D;223;2476309;10;20040202 11:58;V;;;;;;
D;223;2476309;10;20040202 11:58;V;;;;;;
B;223;2476331;11;20040202 11:58;;;17 B;AUKANE ST;GREEN VALLEY;2168;277.7;M;20031011;20031219;330000;A;3;;;AC;;0;AA307715;
C;223;2476331;11;20040202 11:58;1//852672;
D;223;2476331;11;20040202 11:58;P;;;;;;
D;223;2476331;11;20040202 11:58;P;;;;;;
D;223;2476331;11;20040202 11:58;V;;;;;;
B;223;2477439;12;20040202 11:58;;;1;BASS CL;HINCHINBROOK;2168;704.8;M;20031125;20040113;485500;A;R;RESIDENCE;;AC;;0;AA341827;
C;223;2477439;12;20040202 11:58;1002//786010;
D;223;2477439;12;20040202 11:58;P;;;;;;
D;223;2477439;12;20040202 11:58;P;;;;;;
D;223;2477439;12;20040202 11:58;V;;;;;;
D;223;2477439;12;20040202 11:58;V;;;;;;
B;223;2477642;13;20040202 11:58;;19;53;BATHURST ST;LIVERPOOL;2170;;;20031125;20031219;250000;;R;RESIDENCE;19;;;0;AA352161;
C;223;2477642;13;20040202 11:58;19//SP 54755;
D;223;2477642;13;20040202 11:58;P;;;;;;
D;223;2477642;13;20040202 11:58;P;;;;;;
D;223;2477642;13;20040202 11:58;V;;;;;;
B;223;2478238;14;20040202 11:58;;;17;BENTINCK DR;GREEN VALLEY;2168;253.7;M;20030826;20031007;355000;A;R;RESIDENCE;;AS;;0;AA356541;
C;223;2478238;14;20040202 11:58;22//880195;
D;223;2478238;14;20040202 11:58;P;;;;;;
D;223;2478238;14;20040202 11:58;P;;;;;;
D;223;2478238;14;20040202 11:58;V;;;;;;
D;223;2478238;14;20040202 11:58;V;;;;;;
B;223;2479542;15;20040202 11:58;;;13;BO TREE PL;PRESTONS;2170;450;M;20031104;20031222;473000;A;R;RESIDENCE;;MZ;;0;AA324850;
C;223;2479542;15;20040202 11:58;115//1004434;
D;223;2479542;15;20040202 11:58;P;;;;;;
D;223;2479542;15;20040202 11:58;P;;;;;;
D;223;2479542;15;20040202 11:58;V;;;;;;
B;223;2480504;16;20040202 11:58;;;1;OVENS CL;HORNINGSEA PARK;2171;439.8;M;20031110;20031217;390000;A;R;RESIDENCE;;MZ;;0;AA336033;
C;223;2480504;16;20040202 11:58;64//872985;
D;223;2480504;16;20040202 11:58;P;;;;;;
D;223;2480504;16;20040202 11:58;P;;;;;;
D;223;2480504;16;20040202 11:58;V;;;;;;
B;223;2480924;17;20040202 11:58;;;47;BUGONG ST;PRESTONS;2170;287.7;M;20031114;20031212;340000;A;R;RESIDENCE;;MZ;;0;AA343208;
C;223;2480924;17;20040202 11:58;480//857621;
D;223;2480924;17;20040202 11:58;P;;;;;;
D;223;2480924;17;20040202 11:58;V;;;;;;
