A;118;20050104 11:44;MASMITH;
B;118;1250748;1;20050104 11:44;;;4;EUROKA PL;BLAYNEY;2799;899;M;20041006;20041110;189000;A;R;RESIDENCE;;AK;;0;AB156222;
C;118;1250748;1;20050104 11:44;63/249131;
D;118;1250748;1;20050104 11:44;P;;;;;;
D;118;1250748;1;20050104 11:44;V;;;;;;
B;118;1250789;2;20050104 11:44;;1;26;FRAPE ST;BLAYNEY;2799;;;20041104;20041202;142000;;R;RESIDENCE;1;;;0;AB172509;
C;118;1250789;2;20050104 11:44;1/SP48638;
D;118;1250789;2;20050104 11:44;P;;;;;;
D;118;1250789;2;20050104 11:44;P;;;;;;
D;118;1250789;2;20050104 11:44;V;;;;;;
D;118;1250789;2;20050104 11:44;V;;;;;;
B;118;1251582;3;20050104 11:44;;;2;STURT ST;BLAYNEY;2799;948.5;M;20041028;20041207;210000;A;R;RESIDENCE;;AK;;0;AB154453;
C;118;1251582;3;20050104 11:44;6/241681;
D;118;1251582;3;20050104 11:44;P;;;;;;
D;118;1251582;3;20050104 11:44;P;;;;;;
D;118;1251582;3;20050104 11:44;V;;;;;;
D;118;1251582;3;20050104 11:44;V;;;;;;
B;118;1251674;4;20050104 11:44;;;8;WATER ST;BLAYNEY;2799;;;20041101;20041201;290000;A;R;RESIDENCE;;AR;;0;AB154513;
C;118;1251674;4;20050104 11:44;B/372730;
D;118;1251674;4;20050104 11:44;P;;;;;;
D;118;1251674;4;20050104 11:44;V;;;;;;
D;118;1251674;4;20050104 11:44;V;;;;;;
B;118;1252503;5;20050104 11:44;;;5;NEWRY DOWNS RD;LYNDHURST;2797;18.4;H;20041028;20041110;410000;R;R;RESIDENCE;;HC;;0;AB156057;
C;118;1252503;5;20050104 11:44;1/243860 41/723209 42/750393;
D;118;1252503;5;20050104 11:44;P;;;;;;
D;118;1252503;5;20050104 11:44;P;;;;;;
D;118;1252503;5;20050104 11:44;V;;;;;;
B;118;1252963;6;20050104 11:44;;;8;SAWYER ST;BARRY;2799;2023;M;20041101;20041125;236000;Z;R;RESIDENCE;;VB;;0;AB155423;
C;118;1252963;6;20050104 11:44;6/12/758062;
D;118;1252963;6;20050104 11:44;P;;;;;;
D;118;1252963;6;20050104 11:44;P;;;;;;
D;118;1252963;6;20050104 11:44;V;;;;;;
D;118;1252963;6;20050104 11:44;V;;;;;;
B;118;3142344;7;20050104 11:44;WEEMALA;;150;HILLS LANE;BLAYNEY;2799;246.78;H;20041009;20041009;143000;;3;;;;;0;AB149738;
C;118;3142344;7;20050104 11:44;1/542592 25/1073139 (1/542592 being Leasehold Land adjoing Carcoar Dam;
C;118;3142344;7;20050104 11:44;);
D;118;3142344;7;20050104 11:44;P;;;;;;
D;118;3142344;7;20050104 11:44;V;;;;;;
D;118;3142344;7;20050104 11:44;V;;;;;;
B;118;3142402;8;20050104 11:44;;;100;SYKES LANE;BLAYNEY;2799;471.8;H;20040518;20040910;320209;;3;FARM/RURAL;;;;0;AB153275;
C;118;3142402;8;20050104 11:44;134/632940 1, 2/743478 PT 51, 129, 130, 211/750398 1, 2/1069108 3/1071;
C;118;3142402;8;20050104 11:44;371;
D;118;3142402;8;20050104 11:44;P;;;;;;
D;118;3142402;8;20050104 11:44;V;;;;;;
Z;45;8;10;25;
