A;140;20040202 11:50;PTHIRLWELL;
B;140;1458603;1;20040202 11:50;;1;104;ARCADIA ST;PENSHURST;2222;;;20031016;20031204;470000;;R;RESIDENCE;1;;;0;AA357040;
C;140;1458603;1;20040202 11:50;1//SP 39476;
D;140;1458603;1;20040202 11:50;P;;;;;;
D;140;1458603;1;20040202 11:50;P;;;;;;
D;140;1458603;1;20040202 11:50;V;;;;;;
B;140;1459234;2;20040202 11:50;;11;16;AUSTRAL ST;PENSHURST;2222;;;20031126;20040107;350000;;R;RESIDENCE;11;;;0;AA344079;
C;140;1459234;2;20040202 11:50;11//SP 8840;
D;140;1459234;2;20040202 11:50;P;;;;;;
D;140;1459234;2;20040202 11:50;P;;;;;;
D;140;1459234;2;20040202 11:50;V;;;;;;
B;140;1459659;3;20040202 11:50;;;20;BARINGA RD;MORTDALE;2223;;;20031115;20031219;561000;A;R;RESIDENCE;;XJ;;0;AA322937;
C;140;1459659;3;20040202 11:50;118//13827;
D;140;1459659;3;20040202 11:50;P;;;;;;
D;140;1459659;3;20040202 11:50;P;;;;;;
D;140;1459659;3;20040202 11:50;V;;;;;;
B;140;1459935;4;20040202 11:50;;;60 A;BASSETT ST;HURSTVILLE;2220;280.4;M;20031211;20040122;580000;A;R;RESIDENCE;;DA;;0;AA353302;
C;140;1459935;4;20040202 11:50;1//846686;
D;140;1459935;4;20040202 11:50;P;;;;;;
D;140;1459935;4;20040202 11:50;V;;;;;;
B;140;1460051;5;20040202 11:50;;3;37;BASSETT ST;HURSTVILLE;2220;;;20031110;20031222;440000;;R;RESIDENCE;3;;;0;AA327017;
C;140;1460051;5;20040202 11:50;3//SP 32553;
D;140;1460051;5;20040202 11:50;P;;;;;;
D;140;1460051;5;20040202 11:50;P;;;;;;
D;140;1460051;5;20040202 11:50;V;;;;;;
B;140;1460067;6;20040202 11:50;;;45;BASSETT ST;HURSTVILLE;2220;663.9;M;20031103;20040109;655000;A;V;VACANT LAND;;XD;;0;AA331751;
C;140;1460067;6;20040202 11:50;A//397904;
D;140;1460067;6;20040202 11:50;P;;;;;;
D;140;1460067;6;20040202 11:50;V;;;;;;
D;140;1460067;6;20040202 11:50;V;;;;;;
B;140;1460768;7;20040202 11:50;;;215;BELMORE RD;PEAKHURST;2210;;;20031202;20031230;2620000;B;3;KFCRESTAURANT;;BR;;0;AA349502;
C;140;1460768;7;20040202 11:50;14, 15, 16, 17, 18//23341;
D;140;1460768;7;20040202 11:50;P;;;;;;
D;140;1460768;7;20040202 11:50;V;;;;;;
B;140;1460846;8;20040202 11:50;;;18;BERKELEY ST;PEAKHURST;2210;575.4;M;20031105;20031105;660000;A;3;;;XK;;0;AA336496;
C;140;1460846;8;20040202 11:50;16//209573;
