A;081;20050104 11:39;MASMITH;
B;081;573714;1;20050104 11:40;;;107;ACRES RD;KELLYVILLE;2155;632.6;M;20041001;20041210;535000;A;R;RESIDENCE;;AT;;0;AB176176;
C;081;573714;1;20050104 11:40;12/870162;
D;081;573714;1;20050104 11:40;P;;;;;;
D;081;573714;1;20050104 11:40;V;;;;;;
D;081;573714;1;20050104 11:40;V;;;;;;
B;081;574997;2;20050104 11:40;;;43;ANNABELLE CRES;KELLYVILLE;2155;695.6;M;20040321;20040421;410000;A;R;RESIDENCE;;AR;;0;AB126159;
C;081;574997;2;20050104 11:40;10/206082;
D;081;574997;2;20050104 11:40;P;;;;;;
D;081;574997;2;20050104 11:40;V;;;;;;
B;081;575355;3;20050104 11:40;;;1;ANNE ST;OATLANDS;2117;784.1;M;20040928;20041123;600000;A;R;RESIDENCE;;AA;;0;AB175571;
C;081;575355;3;20050104 11:40;14/25660;
D;081;575355;3;20050104 11:40;P;;;;;;
D;081;575355;3;20050104 11:40;P;;;;;;
D;081;575355;3;20050104 11:40;V;;;;;;
B;081;577033;4;20050104 11:40;;;120;BARCLAY RD;NORTH ROCKS;2151;784.1;M;20040827;20041008;400000;A;R;RESIDENCE;;AA;;0;AB159743;
C;081;577033;4;20050104 11:40;104/248615;
D;081;577033;4;20050104 11:40;P;;;;;;
D;081;577033;4;20050104 11:40;P;;;;;;
D;081;577033;4;20050104 11:40;V;;;;;;
B;081;578683;5;20050104 11:40;;;31;BILYANA PL;ROUSE HILL;2155;450;M;20041028;20041202;498000;A;R;RESIDENCE;;AT;;0;AB165069;
C;081;578683;5;20050104 11:40;318/1006729;
D;081;578683;5;20050104 11:40;P;;;;;;
D;081;578683;5;20050104 11:40;P;;;;;;
D;081;578683;5;20050104 11:40;V;;;;;;
B;081;579259;6;20050104 11:40;;;23;BODEN PL;CASTLE HILL;2154;806.5;M;20041023;20041206;720000;A;R;RESIDENCE;;AT;;0;AB160562;
C;081;579259;6;20050104 11:40;217/811614;
D;081;579259;6;20050104 11:40;P;;;;;;
D;081;579259;6;20050104 11:40;P;;;;;;
D;081;579259;6;20050104 11:40;V;;;;;;
D;081;579259;6;20050104 11:40;V;;;;;;
B;081;579291;7;20050104 11:40;;;4;BOGAN AVE;BAULKHAM HILLS;2153;695.6;M;20041122;20041217;520000;A;R;RESIDENCE;;AJ;;0;AB171449;
C;081;579291;7;20050104 11:40;1118/239307;
D;081;579291;7;20050104 11:40;P;;;;;;
D;081;579291;7;20050104 11:40;P;;;;;;
D;081;579291;7;20050104 11:40;V;;;;;;
D;081;579291;7;20050104 11:40;V;;;;;;
B;081;580636;8;20050104 11:40;;;13;BROWNE PL;BAULKHAM HILLS;2153;742.7;M;20041102;20041214;650000;A;R;RESIDENCE;;AQ;;0;AB178775;
C;081;580636;8;20050104 11:40;69/800241;
D;081;580636;8;20050104 11:40;P;;;;;;
D;081;580636;8;20050104 11:40;P;;;;;;
D;081;580636;8;20050104 11:40;V;;;;;;
D;081;580636;8;20050104 11:40;V;;;;;;
B;081;580867;9;20050104 11:40;;;12;BRUSHWOOD DR;ROUSE HILL;2155;482.5;M;20041115;20041208;398000;A;R;RESIDENCE;;AT;;0;AB155513;
C;081;580867;9;20050104 11:40;208/873008;
D;081;580867;9;20050104 11:40;P;;;;;;
D;081;580867;9;20050104 11:40;V;;;;;;
B;081;581860;10;20050104 11:40;;;35;CAPRERA RD;NORTHMEAD;2152;695.6;M;20040914;20041128;535000;A;R;RESIDENCE;;AJ;;0;AB152499;
C;081;581860;10;20050104 11:40;39/234774;
D;081;581860;10;20050104 11:40;P;;;;;;
D;081;581860;10;20050104 11:40;P;;;;;;
D;081;581860;10;20050104 11:40;V;;;;;;
D;081;581860;10;20050104 11:40;V;;;;;;
B;081;583471;11;20050104 11:40;;;126;CECIL AVE;CASTLE HILL;2154;695.6;M;20040920;20041213;528000;A;R;RESIDENCE;;AG;;0;AB179676;
C;081;583471;11;20050104 11:40;37/233968;
D;081;583471;11;20050104 11:40;P;;;;;;
D;081;583471;11;20050104 11:40;P;;;;;;
D;081;583471;11;20050104 11:40;V;;;;;;
D;081;583471;11;20050104 11:40;V;;;;;;
B;081;584604;12;20050104 11:40;;;16;CLAXTON CCT;ROUSE HILL;2155;680.1;M;20041104;20041210;600000;A;R;RESIDENCE;;AT;;0;AB169804;
C;081;584604;12;20050104 11:40;520/881645;
D;081;584604;12;20050104 11:40;P;;;;;;
D;081;584604;12;20050104 11:40;P;;;;;;
D;081;584604;12;20050104 11:40;V;;;;;;
D;081;584604;12;20050104 11:40;V;;;;;;
B;081;585002;13;20050104 11:40;;;29;CONNELL CL;BAULKHAM HILLS;2153;;;20041015;20041210;540000;A;R;RESIDENCE;;AQ;;0;AB158302;
C;081;585002;13;20050104 11:40;311/264472;
D;081;585002;13;20050104 11:40;P;;;;;;
D;081;585002;13;20050104 11:40;P;;;;;;
D;081;585002;13;20050104 11:40;V;;;;;;
D;081;585002;13;20050104 11:40;V;;;;;;
B;081;586407;14;20050104 11:40;;;82;CRESTWOOD DR;BAULKHAM HILLS;2153;760;M;20041031;20041210;641990;A;R;RESIDENCE;;AQ;;0;AB176925;
C;081;586407;14;20050104 11:40;309/712074;
D;081;586407;14;20050104 11:40;P;;;;;;
D;081;586407;14;20050104 11:40;P;;;;;;
D;081;586407;14;20050104 11:40;V;;;;;;
B;081;586820;15;20050104 11:40;;;1;CROSS ST;BAULKHAM HILLS;2153;430;M;20041108;20041221;380000;A;R;RESIDENCE;;AJ;;0;AB174067;
C;081;586820;15;20050104 11:40;1/501843;
