A;108;20040517 12:19;PDANN;
B;108;1200787;1;20040517 12:19;;;21;ALAMEIN WALK;WEST BATHURST;2795;;;20040302;20040408;160000;A;R;RESIDENCE;;AB;;0;AA592473;
C;108;1200787;1;20040517 12:19;62//28260;
D;108;1200787;1;20040517 12:19;P;;;;;;
D;108;1200787;1;20040517 12:19;V;;;;;;
B;108;1201602;2;20040517 12:19;;;91;BONNOR ST;KELSO;2795;702;M;20030815;20031017;265000;A;R;RESIDENCE;;AV;;0;AA609567;
C;108;1201602;2;20040517 12:19;4//882165;
D;108;1201602;2;20040517 12:19;P;;;;;;
D;108;1201602;2;20040517 12:19;P;;;;;;
D;108;1201602;2;20040517 12:19;V;;;;;;
D;108;1201602;2;20040517 12:19;V;;;;;;
B;108;1201852;3;20040517 12:19;;;206;BRILLIANT ST;BATHURST;2795;601;M;20040320;20040320;190000;A;R;RESIDENCE;;AC;;0;AA621912;
C;108;1201852;3;20040517 12:19;2//37794;
D;108;1201852;3;20040517 12:19;P;;;;;;
D;108;1201852;3;20040517 12:19;P;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
D;108;1201852;3;20040517 12:19;V;;;;;;
B;108;1202069;4;20040517 12:19;;;20;CAMIDGE CL;KELSO;2795;624.9;M;20040317;20040428;235000;A;R;RESIDENCE;;AK;;0;AA611573;
C;108;1202069;4;20040517 12:19;325//259238;
D;108;1202069;4;20040517 12:19;P;;;;;;
D;108;1202069;4;20040517 12:19;P;;;;;;
D;108;1202069;4;20040517 12:19;V;;;;;;
D;108;1202069;4;20040517 12:19;V;;;;;;
B;108;1202563;5;20040517 12:19;;;47;COMMONWEALTH ST;WEST BATHURST;2795;682.9;M;20031114;20031217;200000;B;R;RESIDENCE;;BD;;0;AA389608;
C;108;1202563;5;20040517 12:19;2//23097;
D;108;1202563;5;20040517 12:19;P;;;;;;
D;108;1202563;5;20040517 12:19;P;;;;;;
D;108;1202563;5;20040517 12:19;V;;;;;;
B;108;1202749;6;20040517 12:19;;;13;CRAWFORD CRES;WINDRADYNE;2795;761.2;M;20040226;20040401;240000;A;R;RESIDENCE;;AW;;0;AA588600;
C;108;1202749;6;20040517 12:19;112//716075;
D;108;1202749;6;20040517 12:19;P;;;;;;
D;108;1202749;6;20040517 12:19;P;;;;;;
D;108;1202749;6;20040517 12:19;V;;;;;;
D;108;1202749;6;20040517 12:19;V;;;;;;
B;108;1202921;7;20040517 12:19;;;2;DALY ST;WEST BATHURST;2795;770.8;M;20010816;20010920;105000;A;R;RESIDENCE;;AE;;0;7976774;
C;108;1202921;7;20040517 12:19;25//38322;
D;108;1202921;7;20040517 12:19;P;;;;;;
D;108;1202921;7;20040517 12:19;P;;;;;;
D;108;1202921;7;20040517 12:19;P;;;;;;
D;108;1202921;7;20040517 12:19;V;;;;;;
B;108;1203099;8;20040517 12:19;;3;60;DURHAM ST;BATHURST;2795;;;20040217;20040326;136000;;R;RESIDENCE;5;;;0;AA596706;
C;108;1203099;8;20040517 12:19;5//SP 10582;
D;108;1203099;8;20040517 12:19;P;;;;;;
D;108;1203099;8;20040517 12:19;P;;;;;;
D;108;1203099;8;20040517 12:19;V;;;;;;
B;108;1203186;9;20040517 12:19;;;228;DURHAM ST;BATHURST;2795;536.2;M;20040213;20040213;140000;A;R;RESIDENCE;;AE;;0;4419883;
C;108;1203186;9;20040517 12:19;A//157275;
D;108;1203186;9;20040517 12:19;P;;;;;;
D;108;1203186;9;20040517 12:19;V;;;;;;
