A;035;20040202 11:41;PTHIRLWELL;
B;035;446552;1;20040202 11:41;;;199;CAOURA RD;TALLONG;2579;10;H;20031201;20040115;352000;R;R;RESIDENCE;;HD;;0;AA345418;
C;035;446552;1;20040202 11:41;22//735642;
D;035;446552;1;20040202 11:41;P;;;;;;
D;035;446552;1;20040202 11:41;P;;;;;;
D;035;446552;1;20040202 11:41;V;;;;;;
B;035;446960;2;20040202 11:41;;;2148;TOWRANG RD;GREENWICH PARK;2580;1997;H;20030918;20031107;7200000;R;3;FARM;;GC;;0;AA224442;
C;035;446960;2;20040202 11:41;1//128371 6//623008 1//651315 1, 3, 4, 5, 6, 8, 15, 21, 25, 31, 35, 41;
C;035;446960;2;20040202 11:41;, 44, 45, 47, 51, 83, 85, 86, 91, 92, 96, 97, 111, 115, 116, 118, 121,;
C;035;446960;2;20040202 11:41; 131, 147, 153, 159//750009 2//920362 1//1025524 2//1051956 . . Enclos;
C;035;446960;2;20040202 11:41;ure Permit 033172 Enclosure Permit 32669;
D;035;446960;2;20040202 11:41;P;;;;;;
D;035;446960;2;20040202 11:41;P;;;;;;
D;035;446960;2;20040202 11:41;P;;;;;;
D;035;446960;2;20040202 11:41;V;;;;;;
D;035;446960;2;20040202 11:41;V;;;;;;
D;035;446960;2;20040202 11:41;V;;;;;;
D;035;446960;2;20040202 11:41;V;;;;;;
B;035;447114;3;20040202 11:41;;;96;MINSHULL RD;WINDELLAMA;2580;40;H;20031118;20031216;275000;R;V;VACANT LAND;;RJ;;0;AA345861;
C;035;447114;3;20040202 11:41;5//864104;
D;035;447114;3;20040202 11:41;P;;;;;;
D;035;447114;3;20040202 11:41;P;;;;;;
D;035;447114;3;20040202 11:41;V;;;;;;
B;035;447636;4;20040202 11:41;;;505;MOUNTAIN ASH RD;GUNDARY;2580;29.25;H;20031218;20040114;900000;R;R;RESIDENCE;;RE;;0;AA329253;
C;035;447636;4;20040202 11:41;22//556888;
D;035;447636;4;20040202 11:41;P;;;;;;
D;035;447636;4;20040202 11:41;P;;;;;;
D;035;447636;4;20040202 11:41;V;;;;;;
D;035;447636;4;20040202 11:41;V;;;;;;
B;035;448581;5;20040202 11:41;;;;COLLINS ST;MARULAN;2579;961.5;M;20031027;20031208;206000;Z;R;RESIDENCE;;ZB;;0;AA308516;
C;035;448581;5;20040202 11:41;33//800135;
D;035;448581;5;20040202 11:41;P;;;;;;
D;035;448581;5;20040202 11:41;P;;;;;;
D;035;448581;5;20040202 11:41;V;;;;;;
D;035;448581;5;20040202 11:41;V;;;;;;
B;035;448740;6;20040202 11:41;;;5;MACLURA DR;MARULAN;2579;1033;M;20031121;20031222;297500;Z;R;RESIDENCE;;ZB;;0;AA314232;
C;035;448740;6;20040202 11:41;18//873870;
D;035;448740;6;20040202 11:41;P;;;;;;
D;035;448740;6;20040202 11:41;P;;;;;;
D;035;448740;6;20040202 11:41;V;;;;;;
D;035;448740;6;20040202 11:41;V;;;;;;
B;035;448860;7;20040202 11:41;;;797;GLENOVAL RD;LAKE BATHURST;2580;10.12;H;20031112;20031219;130000;R;V;VACANT LAND;;HJ;;0;AA319508;
C;035;448860;7;20040202 11:41;6//244340;
D;035;448860;7;20040202 11:41;P;;;;;;
D;035;448860;7;20040202 11:41;V;;;;;;
B;035;449015;8;20040202 11:41;;;;ROSEBERY ST;TARAGO;2580;2450;M;20031202;20031216;40000;Z;V;VACANT LAND;;ZF;;0;AA336314;
C;035;449015;8;20040202 11:41;116//793043;
D;035;449015;8;20040202 11:41;P;;;;;;
D;035;449015;8;20040202 11:41;V;;;;;;
B;035;449186;9;20040202 11:41;;;1470;SANDY POINT RD;MAYFIELD;2622;32.45;H;20031218;20040115;120000;R;V;VACANT LAND;;RJ;;0;AA359737;
C;035;449186;9;20040202 11:41;16, 21//750036;
D;035;449186;9;20040202 11:41;P;;;;;;
D;035;449186;9;20040202 11:41;P;;;;;;
D;035;449186;9;20040202 11:41;V;;;;;;
D;035;449186;9;20040202 11:41;V;;;;;;
B;035;449336;10;20040202 11:41;;;99;CARRICK RD;TOWRANG;2580;15.5;H;20031117;20040109;264000;R;V;VACANT LAND;;HC;;0;AA348286;
C;035;449336;10;20040202 11:41;14//858473;
D;035;449336;10;20040202 11:41;P;;;;;;
D;035;449336;10;20040202 11:41;V;;;;;;
D;035;449336;10;20040202 11:41;V;;;;;;
B;035;449418;11;20040202 11:41;KARALEE;;17309;HUME HWY;TOWRANG;2580;366;H;20031021;20031128;300000;R;R;RESIDENCE;;TC;;0;AA285456;
C;035;449418;11;20040202 11:41;24, PT 88, 90//750038 PT 124, 125, 126, 127, 298//750050;
D;035;449418;11;20040202 11:41;P;;;;;;
D;035;449418;11;20040202 11:41;P;;;;;;
D;035;449418;11;20040202 11:41;V;;;;;;
