A;539;20050104 11:54;MASMITH;
B;539;453869;1;20050104 11:54;;19;10;ARTHUR ST;QUEANBEYAN;2620;;;20041111;20041209;85000;;R;RESIDENCE;19;;;0;AB168631;
C;539;453869;1;20050104 11:54;19/SP17679;
D;539;453869;1;20050104 11:54;P;;;;;;
D;539;453869;1;20050104 11:54;V;;;;;;
B;539;455072;2;20050104 11:54;;1;43;BOOTH ST;QUEANBEYAN;2620;;;20041115;20041124;160000;;R;RESIDENCE;1;;XA;0;AB154717;
C;539;455072;2;20050104 11:54;1/SP13699;
D;539;455072;2;20050104 11:54;P;;;;;;
D;539;455072;2;20050104 11:54;V;;;;;;
B;539;455444;3;20050104 11:54;;;111;BRUDENELL DR;JERRABOMBERRA;2619;879.2;M;20041007;20041119;495000;A;R;RESIDENCE;;DJ;;0;AB162544;
C;539;455444;3;20050104 11:54;186/787239;
D;539;455444;3;20050104 11:54;P;;;;;;
D;539;455444;3;20050104 11:54;P;;;;;;
D;539;455444;3;20050104 11:54;V;;;;;;
B;539;455599;4;20050104 11:54;;9;11;BUTTLE ST;QUEANBEYAN;2620;;;20041109;20041130;108500;;R;RESIDENCE;9;;XA;0;AB151158;
C;539;455599;4;20050104 11:54;9/SP11085;
D;539;455599;4;20050104 11:54;P;;;;;;
D;539;455599;4;20050104 11:54;P;;;;;;
D;539;455599;4;20050104 11:54;V;;;;;;
B;539;457481;5;20050104 11:54;;;4;CUNNINGHAM ST;QUEANBEYAN;2620;843.6;M;20041117;20041203;400000;A;R;RESIDENCE;;HT;;0;AB150213;
C;539;457481;5;20050104 11:54;78/578444;
D;539;457481;5;20050104 11:54;P;;;;;;
D;539;457481;5;20050104 11:54;P;;;;;;
D;539;457481;5;20050104 11:54;V;;;;;;
B;539;457643;6;20050104 11:54;;13;5;DAVISON ST;QUEANBEYAN;2620;;;20041102;20041130;142000;;R;RESIDENCE;13;;;0;AB164565;
C;539;457643;6;20050104 11:54;13/SP12334;
D;539;457643;6;20050104 11:54;P;;;;;;
D;539;457643;6;20050104 11:54;V;;;;;;
B;539;457844;7;20050104 11:54;;5;37;DERRIMA RD;QUEANBEYAN;2620;;;20041014;20041022;235000;;R;RESIDENCE;5;;;0;AB164892;
C;539;457844;7;20050104 11:54;5/SP39148;
D;539;457844;7;20050104 11:54;P;;;;;;
D;539;457844;7;20050104 11:54;V;;;;;;
B;539;457844;8;20050104 11:54;;9;37;DERRIMA RD;QUEANBEYAN;2620;;;20041105;20041126;253500;;R;RESIDENCE;9;;;0;AB157089;
C;539;457844;8;20050104 11:54;9/SP39148;
D;539;457844;8;20050104 11:54;P;;;;;;
D;539;457844;8;20050104 11:54;V;;;;;;
D;539;457844;8;20050104 11:54;V;;;;;;
B;539;458371;9;20050104 11:54;;;40;EARLY ST;QUEANBEYAN;2620;613.3;M;20040727;20041130;310000;A;R;RESIDENCE;;AN;;0;AB162522;
C;539;458371;9;20050104 11:54;21/230072;
D;539;458371;9;20050104 11:54;P;;;;;;
D;539;458371;9;20050104 11:54;P;;;;;;
D;539;458371;9;20050104 11:54;V;;;;;;
D;539;458371;9;20050104 11:54;V;;;;;;
B;539;458722;10;20050104 11:54;;;38;ENDURANCE AVE;QUEANBEYAN;2620;2959;M;20040303;20041014;660000;I;3;WAREHOUSE;;MD;;0;AB162862;
C;539;458722;10;20050104 11:54;89/8732;
D;539;458722;10;20050104 11:54;P;;;;;;
D;539;458722;10;20050104 11:54;P;;;;;;
D;539;458722;10;20050104 11:54;V;;;;;;
B;539;458871;11;20050104 11:54;;;5;EUGENIA ST;QUEANBEYAN;2620;626;M;20041110;20041208;266500;A;R;RESIDENCE;;AF;;0;AB157280;
C;539;458871;11;20050104 11:54;447/242811;
D;539;458871;11;20050104 11:54;P;;;;;;
D;539;458871;11;20050104 11:54;P;;;;;;
D;539;458871;11;20050104 11:54;V;;;;;;
B;539;459157;12;20050104 11:54;;;9;FOREST DR;JERRABOMBERRA;2619;863.7;M;20041110;20041119;470000;A;R;RESIDENCE;;DJ;;0;AB124332;
C;539;459157;12;20050104 11:54;583/828850;
D;539;459157;12;20050104 11:54;P;;;;;;
D;539;459157;12;20050104 11:54;V;;;;;;
B;539;459412;13;20050104 11:54;;;11;GERALD ST;QUEANBEYAN;2620;546;M;20041117;20041206;327500;A;R;RESIDENCE;;AF;AC;0;AB153257;
C;539;459412;13;20050104 11:54;3/270007;
D;539;459412;13;20050104 11:54;P;;;;;;
D;539;459412;13;20050104 11:54;P;;;;;;
D;539;459412;13;20050104 11:54;V;;;;;;
D;539;459412;13;20050104 11:54;V;;;;;;
B;539;460261;14;20050104 11:54;;15;104;HENDERSON RD;QUEANBEYAN;2620;;;20041112;20041206;154000;;R;RESIDENCE;15;;;0;AB161746;
C;539;460261;14;20050104 11:54;15/SP9017;
D;539;460261;14;20050104 11:54;P;;;;;;
D;539;460261;14;20050104 11:54;V;;;;;;
D;539;460261;14;20050104 11:54;V;;;;;;
B;539;460280;15;20050104 11:54;;13;102;HENDERSON RD;QUEANBEYAN;2620;;;20041118;20041203;162000;;R;RESIDENCE;13;;XA;0;AB151886;
C;539;460280;15;20050104 11:54;13/SP9200;
D;539;460280;15;20050104 11:54;P;;;;;;
D;539;460280;15;20050104 11:54;V;;;;;;
B;539;460545;16;20050104 11:54;;1;53;HINCKSMAN ST;QUEANBEYAN;2620;;;20040928;20041202;135000;;R;RESIDENCE;1;;XA;0;AB155031;
C;539;460545;16;20050104 11:54;1/SP32587;
D;539;460545;16;20050104 11:54;P;;;;;;
D;539;460545;16;20050104 11:54;V;;;;;;
B;539;460545;17;20050104 11:54;;2;53;HINCKSMAN ST;QUEANBEYAN;2620;;;20040928;20041202;135000;;R;RESIDENCE;2;;XA;0;AB155032;
C;539;460545;17;20050104 11:54;2/SP32587;
D;539;460545;17;20050104 11:54;P;;;;;;
D;539;460545;17;20050104 11:54;V;;;;;;
B;539;461003;18;20050104 11:54;;;21;JOHN BULL ST;QUEANBEYAN;2620;651.1;M;20041125;20041210;267000;A;R;RESIDENCE;;AF;;0;AB175891;
C;539;461003;18;20050104 11:54;416/263248;
D;539;461003;18;20050104 11:54;P;;;;;;
D;539;461003;18;20050104 11:54;P;;;;;;
