A;007;20040601 11:44;PDANN;
B;007;194907;1;20040601 11:44;;;;PH ALTHORPE DPS;MUSWELLBROOK;2333;363.1;H;20030329;20030526;1070000;R;3;FARM;;RB;RG;0;AA28366;
C;007;194907;1;20040601 11:44;B//33024 1, 2//243748 120//876115;
D;007;194907;1;20040601 11:44;P;;;;;;
D;007;194907;1;20040601 11:44;V;;;;;;
B;007;195135;2;20040601 11:44;;;1144;CASTLEROCK RD;MUSWELLBROOK;2333;40;H;20040318;20040428;275000;P;R;RESIDENCE;;PL;;0;AA633644;
C;007;195135;2;20040601 11:44;2//807495;
D;007;195135;2;20040601 11:44;P;;;;;;
D;007;195135;2;20040601 11:44;P;;;;;;
D;007;195135;2;20040601 11:44;V;;;;;;
B;007;195652;3;20040601 11:44;;;7;GREY GUM RD;DENMAN;2328;1.049;H;20011115;20011220;60000;R;V;VACANT LAND;;RP;RV;0;8261269;
C;007;195652;3;20040601 11:44;6//876528;
D;007;195652;3;20040601 11:44;P;;;;;;
D;007;195652;3;20040601 11:44;P;;;;;;
D;007;195652;3;20040601 11:44;V;;;;;;
D;007;195652;3;20040601 11:44;V;;;;;;
B;007;195847;4;20040601 11:44;;;;OGILVIE ST;DENMAN;2328;29.36;H;19991115;19991115;500;P;V;VACANT LAND;;PK;RV;0;6379034;
C;007;195847;4;20040601 11:44;;
D;007;195847;4;20040601 11:44;P;;;;;;
D;007;195847;4;20040601 11:44;V;;;;;;
B;007;196040;5;20040601 11:44;;;5;ROSEMOUNT RD;DENMAN;2328;800;M;20011128;20011220;145000;A;R;RESIDENCE;;DF;AC;0;8258884;
C;007;196040;5;20040601 11:44;7//45633;
D;007;196040;5;20040601 11:44;P;;;;;;
D;007;196040;5;20040601 11:44;P;;;;;;
D;007;196040;5;20040601 11:44;V;;;;;;
D;007;196040;5;20040601 11:44;V;;;;;;
B;007;196042;6;20040601 11:44;;;9;ROSEMOUNT RD;DENMAN;2328;800;M;20040223;20040514;228000;A;R;RESIDENCE;;DF;;0;AA653854;
C;007;196042;6;20040601 11:44;9//45633;
D;007;196042;6;20040601 11:44;P;;;;;;
D;007;196042;6;20040601 11:44;P;;;;;;
D;007;196042;6;20040601 11:44;V;;;;;;
D;007;196042;6;20040601 11:44;V;;;;;;
B;007;196079;7;20040601 11:44;;;20;TURTLE ST;DENMAN;2328;1721;M;20011023;20011206;112500;A;R;RESIDENCE;;DG;AC;0;8238247;
C;007;196079;7;20040601 11:44;132//560737;
D;007;196079;7;20040601 11:44;P;;;;;;
D;007;196079;7;20040601 11:44;V;;;;;;
D;007;196079;7;20040601 11:44;V;;;;;;
B;007;196115;8;20040601 11:44;;;63;VIRGINIA ST;DENMAN;2328;1559;M;20011022;20011105;120000;A;R;RESIDENCE;;DG;AC;0;8247607;
C;007;196115;8;20040601 11:44;231//601188;
D;007;196115;8;20040601 11:44;P;;;;;;
D;007;196115;8;20040601 11:44;P;;;;;;
D;007;196115;8;20040601 11:44;V;;;;;;
D;007;196115;8;20040601 11:44;V;;;;;;
B;007;196127;9;20040601 11:44;;;87;VIRGINIA ST;DENMAN;2328;607;M;20031222;20040226;33000;A;V;VACANT LAND;;DG;AV;0;4418498;
C;007;196127;9;20040601 11:44;6/13/758351;
D;007;196127;9;20040601 11:44;P;;;;;;
D;007;196127;9;20040601 11:44;V;;;;;;
B;007;196141;10;20040601 11:44;;;44;VIRGINIA ST;DENMAN;2328;707.2;M;20040408;20040507;150000;A;R;RESIDENCE;;DF;;0;AA641095;
C;007;196141;10;20040601 11:44;3//45633;
D;007;196141;10;20040601 11:44;P;;;;;;
D;007;196141;10;20040601 11:44;V;;;;;;
D;007;196141;10;20040601 11:44;V;;;;;;
B;007;196185;11;20040601 11:44;;;380;WYBONG RD "ROSELYN";MUSWELLBROOK;2333;30.71;H;20011011;20011206;745000;P;R;RESIDENCE;;RD;RG;0;8227922;
C;007;196185;11;20040601 11:44;2//655750 1, 2//780673;
D;007;196185;11;20040601 11:44;P;;;;;;
D;007;196185;11;20040601 11:44;V;;;;;;
B;007;196211;12;20040601 11:44;;;163&165;KAYUGA ROAD;MUSWELLBROOK;2333;3.725;H;20010803;20011004;440000;P;R;RESIDENCE;;PN;;0;4326223;
C;007;196211;12;20040601 11:44;1//157288 1//159502 121//530440 42//535882;
D;007;196211;12;20040601 11:44;P;;;;;;
D;007;196211;12;20040601 11:44;V;;;;;;
B;007;196257;13;20040601 11:44;;;;COAL & ALLIED OPERATONS PTY LT;MUSWELLBROOK;2333;126.4;H;20020829;20021008;936000;R;3;FARM RURAL;;RJ;RG;0;9133584;
C;007;196257;13;20040601 11:44;258, 260, 271, 272//750926 Crown Lease 13/6 Enclosure Permit 45282 Enc;
C;007;196257;13;20040601 11:44;losure Permit 45233;
D;007;196257;13;20040601 11:44;P;;;;;;
D;007;196257;13;20040601 11:44;V;;;;;;
D;007;196257;13;20040601 11:44;V;;;;;;
B;007;196380;14;20040601 11:44;;;;"PINEENA" WESTWOOD RD;GUNGAL VIA MERRIWA;2333;4.92;H;20011029;20011204;240000;R;R;RESIDENCE;;RP;AC;0;8250809;
C;007;196380;14;20040601 11:44;PT 25//253978;
D;007;196380;14;20040601 11:44;P;;;;;;
D;007;196380;14;20040601 11:44;V;;;;;;
B;007;196752;15;20040601 11:44;;;;PH VAUX;MUSWELLBROOK;2333;217.2;H;20010321;20010518;1373575;R;3;COAL MINE;;RB;MC;0;7964197;
C;007;196752;15;20040601 11:44;30//787702;
D;007;196752;15;20040601 11:44;P;;;;;;
D;007;196752;15;20040601 11:44;P;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
D;007;196752;15;20040601 11:44;V;;;;;;
