A;232;20040202 11:59;PTHIRLWELL;
B;232;2610419;1;20040202 11:59;;;;PART 'COLANE';NYNGAN;2825;1163.41;H;20030619;20031112;864340;R;R;RESIDENCE;;MG;;0;AA305978;
C;232;2610419;1;20040202 11:59;19, 22, 27, 28//753436;
D;232;2610419;1;20040202 11:59;P;;;;;;
D;232;2610419;1;20040202 11:59;V;;;;;;
B;232;2610467;2;20040202 11:59;;;;PT CANONBAR;NYNGAN;2825;388.5;H;20030919;20031103;130000;R;V;VACANT LAND;;AH;;0;AA319207;
C;232;2610467;2;20040202 11:59;1, 2, 3//755285;
D;232;2610467;2;20040202 11:59;P;;;;;;
D;232;2610467;2;20040202 11:59;V;;;;;;
B;232;2610485;3;20040202 11:59;;;;PART 'COLANE';NYNGAN;2825;1638;H;20030619;20031112;864340;R;R;RESIDENCE;;MG;;0;AA305978;
C;232;2610485;3;20040202 11:59;PT 27//705275 22//753445;
D;232;2610485;3;20040202 11:59;P;;;;;;
D;232;2610485;3;20040202 11:59;V;;;;;;
B;232;2610617;4;20040202 11:59;ROCKY VIEW;;;HERMIDALE NYMAGEE RD;HERMIDALE;2831;83.85;H;20031216;20031219;6210;R;V;VACANT LAND;;GA;;0;AA326109;
C;232;2610617;4;20040202 11:59;;
D;232;2610617;4;20040202 11:59;P;;;;;;
D;232;2610617;4;20040202 11:59;V;;;;;;
B;232;2610832;5;20040202 11:59;;;101;CANNONBAR ST;NYNGAN;2825;973.8;M;20031119;20040107;51000;A;R;RESIDENCE;;XK;;0;AA303354;
C;232;2610832;5;20040202 11:59;18/61/758802;
D;232;2610832;5;20040202 11:59;P;;;;;;
D;232;2610832;5;20040202 11:59;V;;;;;;
D;232;2610832;5;20040202 11:59;V;;;;;;
B;232;2611086;6;20040202 11:59;;;9;DALTON ST;NYNGAN;2825;;;20031127;20040108;62000;A;R;RESIDENCE;;XK;;0;AA341693;
C;232;2611086;6;20040202 11:59;4/8/3154;
D;232;2611086;6;20040202 11:59;P;;;;;;
D;232;2611086;6;20040202 11:59;P;;;;;;
D;232;2611086;6;20040202 11:59;V;;;;;;
D;232;2611086;6;20040202 11:59;V;;;;;;
B;232;2611099;7;20040202 11:59;;;24;DANDALOO ST;NYNGAN;2825;1012;M;20031020;20031210;180000;A;R;RESIDENCE;;XK;;0;AA327703;
C;232;2611099;7;20040202 11:59;1//515371;
D;232;2611099;7;20040202 11:59;P;;;;;;
D;232;2611099;7;20040202 11:59;P;;;;;;
D;232;2611099;7;20040202 11:59;V;;;;;;
B;232;2611274;8;20040202 11:59;;;29;MUDAL ST;NYNGAN;2825;1146;M;20031203;20040114;52000;A;R;RESIDENCE;;XN;;0;AA359555;
C;232;2611274;8;20040202 11:59;52//566709;
D;232;2611274;8;20040202 11:59;P;;;;;;
D;232;2611274;8;20040202 11:59;V;;;;;;
D;232;2611274;8;20040202 11:59;V;;;;;;
B;232;2611374;9;20040202 11:59;;;;OATLEY ST;NYNGAN;2825;9381;M;20030807;20040112;175000;R;R;RESIDENCE;;UB;;0;AA341621;
C;232;2611374;9;20040202 11:59;1//610657;
D;232;2611374;9;20040202 11:59;P;;;;;;
D;232;2611374;9;20040202 11:59;P;;;;;;
D;232;2611374;9;20040202 11:59;V;;;;;;
D;232;2611374;9;20040202 11:59;V;;;;;;
B;232;2611421;10;20040202 11:59;;;9;OXLEY ST;NYNGAN;2825;9954;M;20031007;20031201;125000;A;R;RESIDENCE;;XQ;;0;AA342450;
C;232;2611421;10;20040202 11:59;123//605678;
D;232;2611421;10;20040202 11:59;P;;;;;;
D;232;2611421;10;20040202 11:59;P;;;;;;
D;232;2611421;10;20040202 11:59;V;;;;;;
D;232;2611421;10;20040202 11:59;V;;;;;;
B;232;2611709;11;20040202 11:59;;;3;WAMBIANA ST;NYNGAN;2825;1012;M;20031114;20031219;70000;A;R;RESIDENCE;;XJ;;0;AA338903;
C;232;2611709;11;20040202 11:59;62//520561;
D;232;2611709;11;20040202 11:59;P;;;;;;
D;232;2611709;11;20040202 11:59;V;;;;;;
Z;55;11;11;31;
