A;164;20050104 11:48;MASMITH;
B;164;1792357;1;20050104 11:48;;;10;PADEMELON PL;ALLGOMERA;2441;1.87;H;20041123;20041210;268000;R;R;RESIDENCE;;SB;;0;AB157362;
C;164;1792357;1;20050104 11:48;31/787346;
D;164;1792357;1;20050104 11:48;P;;;;;;
D;164;1792357;1;20050104 11:48;P;;;;;;
D;164;1792357;1;20050104 11:48;V;;;;;;
D;164;1792357;1;20050104 11:48;V;;;;;;
B;164;1793019;2;20050104 11:48;;;112;HIGH ST;BOWRAVILLE;2449;885.2;M;20041129;20041217;249000;Z;R;RESIDENCE;;AG;;0;AB170959;
C;164;1793019;2;20050104 11:48;4/14/758150;
D;164;1793019;2;20050104 11:48;P;;;;;;
D;164;1793019;2;20050104 11:48;P;;;;;;
D;164;1793019;2;20050104 11:48;V;;;;;;
B;164;1793093;3;20050104 11:48;;;7;RIVER ST;BOWRAVILLE;2449;765.5;M;20041021;20041203;220000;Z;R;RESIDENCE;;AG;;0;AB150823;
C;164;1793093;3;20050104 11:48;62/586667;
D;164;1793093;3;20050104 11:48;P;;;;;;
D;164;1793093;3;20050104 11:48;P;;;;;;
D;164;1793093;3;20050104 11:48;V;;;;;;
B;164;1793758;4;20050104 11:48;;;5;BRUNSDON LANE;MACKSVILLE;2447;550.3;M;20041109;20041206;240000;A;R;RESIDENCE;;AE;;0;AB165546;
C;164;1793758;4;20050104 11:48;10/848904;
D;164;1793758;4;20050104 11:48;P;;;;;;
D;164;1793758;4;20050104 11:48;P;;;;;;
D;164;1793758;4;20050104 11:48;V;;;;;;
B;164;1794264;5;20050104 11:48;;;18;RIVER ST;MACKSVILLE;2447;737.7;M;20041119;20041201;480000;B;3;COMMERCIAL;;CA;;0;AB152441;
C;164;1794264;5;20050104 11:48;12/701524;
D;164;1794264;5;20050104 11:48;P;;;;;;
D;164;1794264;5;20050104 11:48;P;;;;;;
D;164;1794264;5;20050104 11:48;V;;;;;;
D;164;1794264;5;20050104 11:48;V;;;;;;
B;164;1794709;6;20050104 11:48;;;14;WILLIS ST;MACKSVILLE;2447;527.3;M;20041012;20041126;215000;B;R;RESIDENCE;;CA;;0;AB155404;
C;164;1794709;6;20050104 11:48;82/609311;
D;164;1794709;6;20050104 11:48;P;;;;;;
D;164;1794709;6;20050104 11:48;P;;;;;;
D;164;1794709;6;20050104 11:48;V;;;;;;
D;164;1794709;6;20050104 11:48;V;;;;;;
B;164;1795700;7;20050104 11:48;;;6;GRAHAM CL;MACKSVILLE;2447;582.2;M;20041115;20041208;305000;A;R;RESIDENCE;;AF;;0;AB161680;
C;164;1795700;7;20050104 11:48;69/261229;
D;164;1795700;7;20050104 11:48;P;;;;;;
D;164;1795700;7;20050104 11:48;V;;;;;;
B;164;1796503;8;20050104 11:48;;;31;EGGLETON ST;HYLAND PARK;2448;725.4;M;20040827;20041115;375000;A;R;RESIDENCE;;AN;;0;AB152671;
C;164;1796503;8;20050104 11:48;3/817441;
D;164;1796503;8;20050104 11:48;P;;;;;;
D;164;1796503;8;20050104 11:48;P;;;;;;
D;164;1796503;8;20050104 11:48;V;;;;;;
D;164;1796503;8;20050104 11:48;V;;;;;;
B;164;1796876;9;20050104 11:48;;;6;LEE ST;NAMBUCCA HEADS;2448;645;M;20041110;20041210;300000;A;R;RESIDENCE;;MA;;0;AB163037;
C;164;1796876;9;20050104 11:48;B/441932;
D;164;1796876;9;20050104 11:48;P;;;;;;
D;164;1796876;9;20050104 11:48;V;;;;;;
B;164;1797001;10;20050104 11:48;;;30;LOFTUS ST;NAMBUCCA HEADS;2448;878.9;M;20041112;20041112;120000;A;R;RESIDENCE;;AA;;0;AB99719;
C;164;1797001;10;20050104 11:48;5/20529;
D;164;1797001;10;20050104 11:48;P;;;;;;
D;164;1797001;10;20050104 11:48;P;;;;;;
D;164;1797001;10;20050104 11:48;V;;;;;;
D;164;1797001;10;20050104 11:48;V;;;;;;
D;164;1797001;10;20050104 11:48;V;;;;;;
B;164;1797661;11;20050104 11:48;;;135;MANN ST;NAMBUCCA HEADS;2448;1012;M;20041116;20041207;254000;A;R;RESIDENCE;;AA;;0;AB172782;
C;164;1797661;11;20050104 11:48;7/20689;
D;164;1797661;11;20050104 11:48;P;;;;;;
D;164;1797661;11;20050104 11:48;P;;;;;;
D;164;1797661;11;20050104 11:48;V;;;;;;
