A;162;20050104 11:48;MASMITH;
B;162;1771443;1;20050104 11:48;;;29;COROMONT DR;RED HEAD;2430;557.9;M;20041111;20041209;390000;A;R;RESIDENCE;;TB;;0;AB165501;
C;162;1771443;1;20050104 11:48;48/260163;
D;162;1771443;1;20050104 11:48;P;;;;;;
D;162;1771443;1;20050104 11:48;V;;;;;;
B;162;1772047;2;20050104 11:48;;;4;JUBILEE PDE;DIAMOND BEACH;2430;645;M;20040526;20041210;500000;A;R;RESIDENCE;;TT;;0;AB163684;
C;162;1772047;2;20050104 11:48;51/219979;
D;162;1772047;2;20050104 11:48;P;;;;;;
D;162;1772047;2;20050104 11:48;V;;;;;;
B;162;1773100;3;20050104 11:48;;;79;MANNING POINT RD;OLD BAR;2430;1.145;H;19960710;19960710;50000;R;R;RESIDENCE;;ED;;0;AB170161;
C;162;1773100;3;20050104 11:48;25/804310;
D;162;1773100;3;20050104 11:48;P;;;;;;
D;162;1773100;3;20050104 11:48;P;;;;;;
D;162;1773100;3;20050104 11:48;V;;;;;;
D;162;1773100;3;20050104 11:48;V;;;;;;
D;162;1773100;3;20050104 11:48;V;;;;;;
B;162;1776158;4;20050104 11:48;;;76;LANSDOWNE RD;CUNDLETOWN;2430;1.808;H;20040930;20041123;550000;R;3;COMMERCIAL BL;;KS;;0;AB160751;
C;162;1776158;4;20050104 11:48;21/830781;
D;162;1776158;4;20050104 11:48;P;;;;;;
D;162;1776158;4;20050104 11:48;V;;;;;;
B;162;1776181;5;20050104 11:48;;;12;SEATON PARK CL;CUNDLETOWN;2430;13.91;H;20040828;20040924;275000;R;V;VACANT LAND;;RT;;0;AB157239;
C;162;1776181;5;20050104 11:48;51/875391;
D;162;1776181;5;20050104 11:48;P;;;;;;
D;162;1776181;5;20050104 11:48;P;;;;;;
D;162;1776181;5;20050104 11:48;V;;;;;;
B;162;1776509;6;20050104 11:48;;;72;MAIN ST;CUNDLETOWN;2430;1010;M;20041020;20041201;265000;A;R;RESIDENCE;;FV;;0;AB167746;
C;162;1776509;6;20050104 11:48;5/588490;
D;162;1776509;6;20050104 11:48;P;;;;;;
D;162;1776509;6;20050104 11:48;P;;;;;;
D;162;1776509;6;20050104 11:48;V;;;;;;
D;162;1776509;6;20050104 11:48;V;;;;;;
B;162;1777689;7;20050104 11:48;;;6;DOMINIC PL;HARRINGTON;2427;740.2;M;20041123;20041210;370000;A;R;RESIDENCE;;DE;;0;AB161449;
C;162;1777689;7;20050104 11:48;24/715496;
D;162;1777689;7;20050104 11:48;P;;;;;;
D;162;1777689;7;20050104 11:48;V;;;;;;
B;162;1779218;8;20050104 11:48;;;1;PACIFIC HWY;COOPERNOOK;2426;1.275;H;20040722;20040902;1250000;R;3;HOTEL;;GP;;0;AB94992;
C;162;1779218;8;20050104 11:48;1/121303 1/660281;
D;162;1779218;8;20050104 11:48;P;;;;;;
D;162;1779218;8;20050104 11:48;P;;;;;;
D;162;1779218;8;20050104 11:48;P;;;;;;
D;162;1779218;8;20050104 11:48;V;;;;;;
B;162;1779330;9;20050104 11:48;;;9;HAMPTON CT;LANSDOWNE;2430;796.4;M;20041108;20041206;225000;Z;R;RESIDENCE;;HY;AC;0;AB151179;
C;162;1779330;9;20050104 11:48;18/807498;
D;162;1779330;9;20050104 11:48;P;;;;;;
D;162;1779330;9;20050104 11:48;V;;;;;;
