A;144;20050104 11:46;MASMITH;
B;144;1559419;1;20050104 11:47;;15;2;ADELONG ST;SUTHERLAND;2232;;;20041005;20041130;300000;;R;RESIDENCE;15;;;0;AB154010;
C;144;1559419;1;20050104 11:47;15/SP57381;
D;144;1559419;1;20050104 11:47;P;;;;;;
D;144;1559419;1;20050104 11:47;P;;;;;;
D;144;1559419;1;20050104 11:47;V;;;;;;
D;144;1559419;1;20050104 11:47;V;;;;;;
B;144;1559763;2;20050104 11:47;;6;65;ALEXANDER AVE;TAREN POINT;2229;;;20041209;20041220;362000;;3;INDUSTRIALCOM;6;;;0;AB179445;
C;144;1559763;2;20050104 11:47;6/SP45548;
D;144;1559763;2;20050104 11:47;P;;;;;;
D;144;1559763;2;20050104 11:47;P;;;;;;
D;144;1559763;2;20050104 11:47;V;;;;;;
D;144;1559763;2;20050104 11:47;V;;;;;;
B;144;1560016;3;20050104 11:47;;;9;ALLEN PL;MENAI;2234;261.2;M;20040902;20041015;430000;A;R;RESIDENCE;;RB;;0;AB163528;
C;144;1560016;3;20050104 11:47;5/285318;
D;144;1560016;3;20050104 11:47;P;;;;;;
D;144;1560016;3;20050104 11:47;P;;;;;;
D;144;1560016;3;20050104 11:47;V;;;;;;
B;144;1560358;4;20050104 11:47;;9;16;ALLISON RD;CRONULLA;2230;;;20040930;20041206;400000;;R;RESIDENCE;9;;;0;AB153663;
C;144;1560358;4;20050104 11:47;9/SP13449;
D;144;1560358;4;20050104 11:47;P;;;;;;
D;144;1560358;4;20050104 11:47;P;;;;;;
D;144;1560358;4;20050104 11:47;V;;;;;;
B;144;1562002;5;20050104 11:47;;5;53;AUBURN ST N;SUTHERLAND;2232;;;20041021;20041208;270000;;R;RESIDENCE;5;;;0;AB179081;
C;144;1562002;5;20050104 11:47;5/SP30491;
D;144;1562002;5;20050104 11:47;P;;;;;;
D;144;1562002;5;20050104 11:47;V;;;;;;
B;144;1562239;6;20050104 11:47;;19;76;AUBURN ST N;SUTHERLAND;2232;;;20041023;20041208;328000;;R;RESIDENCE;19;;;0;AB154638;
C;144;1562239;6;20050104 11:47;19/SP50226;
D;144;1562239;6;20050104 11:47;P;;;;;;
D;144;1562239;6;20050104 11:47;V;;;;;;
B;144;1562617;7;20050104 11:47;;;3;BACH PL;ENGADINE;2233;626;M;20041029;20041207;495000;A;R;RESIDENCE;;EW;;0;AB160003;
C;144;1562617;7;20050104 11:47;23/237110;
D;144;1562617;7;20050104 11:47;P;;;;;;
D;144;1562617;7;20050104 11:47;P;;;;;;
D;144;1562617;7;20050104 11:47;V;;;;;;
D;144;1562617;7;20050104 11:47;V;;;;;;
B;144;1562795;8;20050104 11:47;;;21;BALIGA AVE;CARINGBAH;2229;548.2;M;20040929;20041208;1595000;A;R;RESIDENCE;;AC;;0;AB160939;
C;144;1562795;8;20050104 11:47;21/803573;
D;144;1562795;8;20050104 11:47;P;;;;;;
D;144;1562795;8;20050104 11:47;P;;;;;;
D;144;1562795;8;20050104 11:47;V;;;;;;
D;144;1562795;8;20050104 11:47;V;;;;;;
B;144;1563151;9;20050104 11:47;;1;22;BANDO RD;CRONULLA;2230;;;20040819;20041015;333500;;R;RESIDENCE;1;;;0;AB171010;
C;144;1563151;9;20050104 11:47;1/SP1481;
D;144;1563151;9;20050104 11:47;P;;;;;;
D;144;1563151;9;20050104 11:47;V;;;;;;
D;144;1563151;9;20050104 11:47;V;;;;;;
B;144;1563545;10;20050104 11:47;;9;41;BANKSIA RD;CARINGBAH;2229;;;20040209;20040322;239000;;R;RESIDENCE;9;;;0;AB164957;
C;144;1563545;10;20050104 11:47;9/SP5124;
D;144;1563545;10;20050104 11:47;P;;;;;;
D;144;1563545;10;20050104 11:47;V;;;;;;
B;144;1564479;11;20050104 11:47;;;6;BEACHCOMBER AVE;BUNDEENA;2230;613;M;20040930;20041116;510000;A;R;RESIDENCE;;CC;;0;AB171109;
C;144;1564479;11;20050104 11:47;113/226578;
D;144;1564479;11;20050104 11:47;P;;;;;;
D;144;1564479;11;20050104 11:47;P;;;;;;
D;144;1564479;11;20050104 11:47;V;;;;;;
B;144;1565284;12;20050104 11:47;;6;7;BELLINGARA RD;SYLVANIA;2224;;;20041118;20041216;205000;;R;RESIDENCE;6;;;0;AB175071;
C;144;1565284;12;20050104 11:47;6/SP31542;
D;144;1565284;12;20050104 11:47;P;;;;;;
D;144;1565284;12;20050104 11:47;V;;;;;;
B;144;1565494;13;20050104 11:47;;16;49;BELMONT ST N;SUTHERLAND;2232;;;20041028;20041209;365000;;R;RESIDENCE;16;;;0;AB173644;
C;144;1565494;13;20050104 11:47;16/SP63498;
D;144;1565494;13;20050104 11:47;P;;;;;;
D;144;1565494;13;20050104 11:47;V;;;;;;
B;144;1565528;14;20050104 11:47;;26;37;BELMONT ST N;SUTHERLAND;2232;;;20041101;20041201;400000;;R;RESIDENCE;26;;;0;AB152732;
C;144;1565528;14;20050104 11:47;26/SP62573;
D;144;1565528;14;20050104 11:47;P;;;;;;
D;144;1565528;14;20050104 11:47;V;;;;;;
B;144;1566423;15;20050104 11:47;;;42;BINDEA ST;JANNALI;2226;561.6;M;20040831;20041207;540125;A;V;VACANT LAND;;AQ;;0;AB154543;
C;144;1566423;15;20050104 11:47;1/842126;
D;144;1566423;15;20050104 11:47;P;;;;;;
D;144;1566423;15;20050104 11:47;P;;;;;;
D;144;1566423;15;20050104 11:47;V;;;;;;
D;144;1566423;15;20050104 11:47;V;;;;;;
B;144;1566738;16;20050104 11:47;;;2;BLACKET ST;HEATHCOTE;2233;607;M;20041028;20041209;495500;A;R;RESIDENCE;;HC;;0;AB160102;
C;144;1566738;16;20050104 11:47;3/406203;
