A;059;20040202 11:41;PTHIRLWELL;
B;059;527391;1;20040202 11:41;;;;TUMBARUMBA RD;CARABOST;2650;63.94;H;20031117;20031217;150000;R;3;FARM/RURAL;;HF;RG;0;AA288800;
C;059;527391;1;20040202 11:41;1//121648 Enclosure Permit 55365;
D;059;527391;1;20040202 11:41;P;;;;;;
D;059;527391;1;20040202 11:41;P;;;;;;
D;059;527391;1;20040202 11:41;V;;;;;;
B;059;527464;2;20040202 11:41;'KARINYA';;;RAVENSWOOD RD;HOLBROOK;2644;324.7;H;20030701;20030826;1220000;R;3;FARM;;RA;;0;AA357786;
C;059;527464;2;20040202 11:41;262//753330;
D;059;527464;2;20040202 11:41;P;;;;;;
D;059;527464;2;20040202 11:41;P;;;;;;
D;059;527464;2;20040202 11:41;V;;;;;;
B;059;527663;3;20040202 11:41;TAMBREIGH;;;YENSCH'S RD;LANKEYS CREEK;2644;142.55;H;20031112;20031219;250000;R;R;RESIDENCE;;RF;RG;0;AA288167;
C;059;527663;3;20040202 11:41;10, 11, 12//817312 . Enclosure Permit 196442;
D;059;527663;3;20040202 11:41;P;;;;;;
D;059;527663;3;20040202 11:41;P;;;;;;
D;059;527663;3;20040202 11:41;V;;;;;;
B;059;527749;4;20040202 11:41;;;;HUME HWY;HOLBROOK;2644;5.22;H;20031128;20031222;35000;R;V;VACANT LAND;;HM;AV;0;AA297710;
C;059;527749;4;20040202 11:41;269//753340;
D;059;527749;4;20040202 11:41;P;;;;;;
D;059;527749;4;20040202 11:41;V;;;;;;
B;059;527792;5;20040202 11:41;;;;HUME HWY;HOLBROOK;2644;588.1;M;20031115;20040105;71000;B;R;RESIDENCE;;BA;AC;0;AA326401;
C;059;527792;5;20040202 11:41;1//223124;
D;059;527792;5;20040202 11:41;P;;;;;;
D;059;527792;5;20040202 11:41;P;;;;;;
D;059;527792;5;20040202 11:41;V;;;;;;
D;059;527792;5;20040202 11:41;V;;;;;;
B;059;527996;6;20040202 11:41;;;11;BOWLER ST;HOLBROOK;2644;2175;M;20031119;20031223;150000;A;R;RESIDENCE;;AA;;0;AA328102;
C;059;527996;6;20040202 11:41;8, 9/J/4843;
D;059;527996;6;20040202 11:41;P;;;;;;
D;059;527996;6;20040202 11:41;P;;;;;;
D;059;527996;6;20040202 11:41;V;;;;;;
B;059;528003;7;20040202 11:41;;;31;BOWLER ST;HOLBROOK;2644;1037;M;20031210;20031219;75000;A;V;VACANT LAND;;AA;;0;AA308431;
C;059;528003;7;20040202 11:41;8/G/4843;
D;059;528003;7;20040202 11:41;P;;;;;;
D;059;528003;7;20040202 11:41;P;;;;;;
D;059;528003;7;20040202 11:41;V;;;;;;
B;059;528196;8;20040202 11:41;;;19;PEEL ST;HOLBROOK;2644;1012;M;20031023;20031217;750000;A;R;RESIDENCE;;AB;;0;AA335170;
C;059;528196;8;20040202 11:41;11/D/2748;
D;059;528196;8;20040202 11:41;P;;;;;;
D;059;528196;8;20040202 11:41;P;;;;;;
D;059;528196;8;20040202 11:41;V;;;;;;
B;059;528230;9;20040202 11:41;SPRING VALLEY;;80;PEEL ST;HOLBROOK;2644;1012;M;20030924;20031223;17500;A;R;RESIDENCE;;AB;;0;AA341218;
C;059;528230;9;20040202 11:41;3/36/758522;
D;059;528230;9;20040202 11:41;P;;;;;;
D;059;528230;9;20040202 11:41;V;;;;;;
B;059;528260;10;20040202 11:41;;;5;PURTELL ST;HOLBROOK;2644;6159;M;20031114;20031218;115000;A;R;RESIDENCE;;AA;;0;AA358691;
C;059;528260;10;20040202 11:41;1, 2, 13, 14, 15, 16/M/4843;
D;059;528260;10;20040202 11:41;P;;;;;;
D;059;528260;10;20040202 11:41;P;;;;;;
D;059;528260;10;20040202 11:41;V;;;;;;
B;059;528380;11;20040202 11:41;;;46;SWIFT ST;HOLBROOK;2644;1012;M;20031212;20040112;93000;A;R;RESIDENCE;;AB;;0;AA354084;
C;059;528380;11;20040202 11:41;10/D/2748;
D;059;528380;11;20040202 11:41;P;;;;;;
D;059;528380;11;20040202 11:41;P;;;;;;
D;059;528380;11;20040202 11:41;V;;;;;;
B;059;528522;12;20040202 11:41;;;13;YARRA ST;HOLBROOK;2644;1973;M;20031107;20031219;128000;A;R;RESIDENCE;;AA;;0;AA358528;
C;059;528522;12;20040202 11:41;2/18/758522;
D;059;528522;12;20040202 11:41;P;;;;;;
D;059;528522;12;20040202 11:41;P;;;;;;
D;059;528522;12;20040202 11:41;V;;;;;;
D;059;528522;12;20040202 11:41;V;;;;;;
B;059;528928;13;20040202 11:41;;;;VILL WOOMARGAMA;WOOMARGAMA;2644;227.6;M;20031117;20031219;36500;R;R;RESIDENCE;;HK;;0;AA331789;
C;059;528928;13;20040202 11:41;1//33674;
D;059;528928;13;20040202 11:41;P;;;;;;
D;059;528928;13;20040202 11:41;V;;;;;;
B;059;3040343;14;20040202 11:41;;;;PH CURRAJONG;HOLBROOK;2644;40.94;H;20031203;20031219;75000;R;3;FARMLET;;HE;;0;AA350894;
C;059;3040343;14;20040202 11:41;13//817312;
D;059;3040343;14;20040202 11:41;P;;;;;;
D;059;3040343;14;20040202 11:41;P;;;;;;
D;059;3040343;14;20040202 11:41;V;;;;;;
D;059;3040343;14;20040202 11:41;V;;;;;;
Z;72;14;14;42;
