A;024;20050104 11:39;MASMITH;
B;024;418666;1;20050104 11:39;;;10;CROWE PL;COOTAMUNDRA;2590;1117;M;20041126;20041209;270000;Z;R;RESIDENCE;;AD;AC;0;AB155470;
C;024;418666;1;20050104 11:39;22/737484;
D;024;418666;1;20050104 11:39;P;;;;;;
D;024;418666;1;20050104 11:39;P;;;;;;
D;024;418666;1;20050104 11:39;V;;;;;;
D;024;418666;1;20050104 11:39;V;;;;;;
B;024;419752;2;20050104 11:39;;;96;PARKER ST;COOTAMUNDRA;2590;1897;M;20041111;20041209;1755000;Z;V;VACANT LAND;;BF;;0;AB156043;
C;024;419752;2;20050104 11:39;2/102787;
D;024;419752;2;20050104 11:39;P;;;;;;
D;024;419752;2;20050104 11:39;V;;;;;;
D;024;419752;2;20050104 11:39;V;;;;;;
B;024;420194;3;20050104 11:39;;;38;SUTTON ST;COOTAMUNDRA;2590;626;M;20041109;20041123;35000;Z;R;RESIDENCE;;AB;AC;0;AB153378;
C;024;420194;3;20050104 11:39;1/912546;
D;024;420194;3;20050104 11:39;P;;;;;;
D;024;420194;3;20050104 11:39;P;;;;;;
D;024;420194;3;20050104 11:39;V;;;;;;
B;024;420306;4;20050104 11:39;;;107;SUTTON ST;COOTAMUNDRA;2590;827.7;M;20041020;20041129;140000;Z;R;RESIDENCE;;AB;AC;0;AB155643;
C;024;420306;4;20050104 11:39;2/711881;
D;024;420306;4;20050104 11:39;P;;;;;;
D;024;420306;4;20050104 11:39;V;;;;;;
D;024;420306;4;20050104 11:39;V;;;;;;
B;024;420739;5;20050104 11:39;;;158;WALLENDOON ST;COOTAMUNDRA;2590;973.8;M;20041108;20041201;110000;Z;R;RESIDENCE;;AC;;0;AB165923;
C;024;420739;5;20050104 11:39;W, X/420418;
D;024;420739;5;20050104 11:39;P;;;;;;
D;024;420739;5;20050104 11:39;V;;;;;;
B;024;421072;6;20050104 11:39;;;811;MILVALE RD;STOCKINBINGAL;2725;728.6;H;20040322;20040421;925800;R;3;FARMLANDS;;MC;;0;AB71232;
C;024;421072;6;20050104 11:39;PT 2/535519 154/750601 . Closer Settlement Lease 49/3;
D;024;421072;6;20050104 11:39;P;;;;;;
D;024;421072;6;20050104 11:39;P;;;;;;
D;024;421072;6;20050104 11:39;V;;;;;;
D;024;421072;6;20050104 11:39;V;;;;;;
D;024;421072;6;20050104 11:39;V;;;;;;
B;024;3111641;7;20050104 11:39;;;;HURLEY ST;COOTAMUNDRA;2590;3987;M;20040915;20041103;185000;Z;V;VACANT LAND;;SR;;0;AB172686;
C;024;3111641;7;20050104 11:39;10/1071533;
D;024;3111641;7;20050104 11:39;P;;;;;;
D;024;3111641;7;20050104 11:39;V;;;;;;
B;024;3111642;8;20050104 11:39;;;;HURLEY ST;COOTAMUNDRA;2590;2730;M;20040915;20041103;185000;Z;V;VACANT LAND;;SR;;0;AB172686;
C;024;3111642;8;20050104 11:39;11/1071533;
D;024;3111642;8;20050104 11:39;P;;;;;;
D;024;3111642;8;20050104 11:39;V;;;;;;
B;024;3134029;9;20050104 11:39;;;38;URSULA ST;COOTAMUNDRA;2590;;;20040927;20041208;82000;;R;RESIDENCE;;;AC;0;AB155125;
C;024;3134029;9;20050104 11:39;3/1075296;
D;024;3134029;9;20050104 11:39;P;;;;;;
D;024;3134029;9;20050104 11:39;P;;;;;;
D;024;3134029;9;20050104 11:39;V;;;;;;
B;024;3145587;10;20050104 11:39;;;205;HOVELL ST;COOTAMUNDRA;2590;1012;M;20040716;20041011;24475;;V;VACANT LAND;;;;0;AB70318;
C;024;3145587;10;20050104 11:39;B/364515;
D;024;3145587;10;20050104 11:39;P;;;;;;
D;024;3145587;10;20050104 11:39;P;;;;;;
D;024;3145587;10;20050104 11:39;V;;;;;;
B;024;3145588;11;20050104 11:39;;;;SALT CLAY RD;COOTAMUNDRA;2590;1.141;H;20041109;20041216;77500;;V;VACANT LAND;;;;0;AB175267;
C;024;3145588;11;20050104 11:39;7/813153;
D;024;3145588;11;20050104 11:39;P;;;;;;
D;024;3145588;11;20050104 11:39;P;;;;;;
D;024;3145588;11;20050104 11:39;V;;;;;;
Z;57;11;11;33;
