A;108;20040202 11:47;PTHIRLWELL;
B;108;1201139;1;20040202 11:47;;;59;BANT ST;SOUTH BATHURST;2795;932;M;20030930;20040106;310000;A;R;RESIDENCE;;AS;;0;AA328781;
C;108;1201139;1;20040202 11:47;11//607743;
D;108;1201139;1;20040202 11:47;P;;;;;;
D;108;1201139;1;20040202 11:47;P;;;;;;
D;108;1201139;1;20040202 11:47;V;;;;;;
D;108;1201139;1;20040202 11:47;V;;;;;;
B;108;1201732;2;20040202 11:47;;;72;BOYD ST;KELSO;2795;720.8;M;20031201;20040109;215000;A;R;RESIDENCE;;AK;;0;AA339883;
C;108;1201732;2;20040202 11:47;15//238783;
D;108;1201732;2;20040202 11:47;P;;;;;;
D;108;1201732;2;20040202 11:47;V;;;;;;
D;108;1201732;2;20040202 11:47;V;;;;;;
B;108;1202599;3;20040202 11:47;;;2;CORAL WAY;WEST BATHURST;2795;;;20030917;20031021;130000;A;R;RESIDENCE;;AB;;0;AA347333;
C;108;1202599;3;20040202 11:47;2//28260;
D;108;1202599;3;20040202 11:47;P;;;;;;
D;108;1202599;3;20040202 11:47;P;;;;;;
D;108;1202599;3;20040202 11:47;V;;;;;;
B;108;1203338;4;20040202 11:47;;;25;EDGELL ST;WEST BATHURST;2795;765.1;M;20031024;20031201;185500;A;R;RESIDENCE;;AE;;0;AA346081;
C;108;1203338;4;20040202 11:47;57//217899;
D;108;1203338;4;20040202 11:47;P;;;;;;
D;108;1203338;4;20040202 11:47;P;;;;;;
D;108;1203338;4;20040202 11:47;V;;;;;;
B;108;1203466;5;20040202 11:47;;;31;ENDURANCE CT;LLANARTH;2795;702.2;M;20030807;20030918;255000;A;R;RESIDENCE;;AL;;0;AA333152;
C;108;1203466;5;20040202 11:47;2//883009;
D;108;1203466;5;20040202 11:47;P;;;;;;
D;108;1203466;5;20040202 11:47;P;;;;;;
D;108;1203466;5;20040202 11:47;V;;;;;;
B;108;1203942;6;20040202 11:47;;;158;GEORGE ST;BATHURST;2795;408.8;M;20031111;20031229;175000;A;R;RESIDENCE;;AC;;0;AA350865;
C;108;1203942;6;20040202 11:47;2//700273;
D;108;1203942;6;20040202 11:47;P;;;;;;
D;108;1203942;6;20040202 11:47;V;;;;;;
B;108;1204649;7;20040202 11:47;;;56;HAVENHAND WAY;MITCHELL;2795;327.7;M;20031124;20031219;80000;A;R;RESIDENCE;;AC;;0;AA345792;
C;108;1204649;7;20040202 11:47;22//816002;
D;108;1204649;7;20040202 11:47;P;;;;;;
D;108;1204649;7;20040202 11:47;P;;;;;;
D;108;1204649;7;20040202 11:47;V;;;;;;
B;108;1204694;8;20040202 11:47;;;2;HENDERSON ST;WEST BATHURST;2795;651.3;M;20031119;20031219;172000;A;R;RESIDENCE;;AG;;0;AA332218;
C;108;1204694;8;20040202 11:47;32//35690;
D;108;1204694;8;20040202 11:47;P;;;;;;
D;108;1204694;8;20040202 11:47;P;;;;;;
D;108;1204694;8;20040202 11:47;V;;;;;;
B;108;1204764;9;20040202 11:47;;;51;HEREFORD ST;KELSO;2795;1190;M;20031128;20040109;105000;R;R;RESIDENCE;;RA;;0;AA336581;
C;108;1204764;9;20040202 11:47;118//726976;
D;108;1204764;9;20040202 11:47;P;;;;;;
D;108;1204764;9;20040202 11:47;V;;;;;;
B;108;1205188;10;20040202 11:47;;;71;WILLIAM ST;BATHURST;2795;;;20031112;20031217;761000;B;3;SHOPS;;BA;;0;AA342017;
C;108;1205188;10;20040202 11:47;3//187371;
D;108;1205188;10;20040202 11:47;P;;;;;;
D;108;1205188;10;20040202 11:47;V;;;;;;
