A;171;20040202 11:53;PTHIRLWELL;
B;171;1803853;1;20040202 11:53;GRANDVIEW MEWS;12;22;AMAROO DR;BANORA POINT;2486;;;20030827;20030922;159000;;R;RESIDENCE;12;;;0;AA325305;
C;171;1803853;1;20040202 11:53;12//SP 35377;
D;171;1803853;1;20040202 11:53;P;;;;;;
D;171;1803853;1;20040202 11:53;P;;;;;;
D;171;1803853;1;20040202 11:53;V;;;;;;
B;171;1803853;2;20040202 11:53;GRANDVIEW MEWS;15;22;AMAROO DR;BANORA POINT;2486;;;20030925;20031128;175000;;R;RESIDENCE;15;;;0;AA342014;
C;171;1803853;2;20040202 11:53;15//SP 35377;
D;171;1803853;2;20040202 11:53;P;;;;;;
D;171;1803853;2;20040202 11:53;V;;;;;;
B;171;1803853;3;20040202 11:53;GRANDVIEW MEWS;18;22;AMAROO DR;BANORA POINT;2486;;;20031106;20031218;167500;;R;RESIDENCE;18;;;0;AA315257;
C;171;1803853;3;20040202 11:53;18//SP 35377;
D;171;1803853;3;20040202 11:53;P;;;;;;
D;171;1803853;3;20040202 11:53;P;;;;;;
D;171;1803853;3;20040202 11:53;V;;;;;;
B;171;1804306;4;20040202 11:53;;;76;ASH DR;BANORA POINT;2486;1172;M;20031212;20040109;270000;A;R;RESIDENCE;;HQ;;0;AA330186;
C;171;1804306;4;20040202 11:53;248//787100;
D;171;1804306;4;20040202 11:53;P;;;;;;
D;171;1804306;4;20040202 11:53;V;;;;;;
B;171;1804516;5;20040202 11:53;;;7;AZALEA CT;BANORA POINT;2486;667.3;M;20031031;20031201;289000;A;3;;;HQ;;0;AA336597;
C;171;1804516;5;20040202 11:53;65//816363;
D;171;1804516;5;20040202 11:53;P;;;;;;
D;171;1804516;5;20040202 11:53;P;;;;;;
D;171;1804516;5;20040202 11:53;V;;;;;;
B;171;1805216;6;20040202 11:53;;3;7;BARRETT ST;TWEED HEADS WEST;2485;;;20031118;20031218;189000;;3;UNIT;3;;;0;AA345869;
C;171;1805216;6;20040202 11:53;3//SP 57689;
D;171;1805216;6;20040202 11:53;P;;;;;;
D;171;1805216;6;20040202 11:53;P;;;;;;
D;171;1805216;6;20040202 11:53;V;;;;;;
D;171;1805216;6;20040202 11:53;V;;;;;;
B;171;1805216;7;20040202 11:53;;15;7;BARRETT ST;TWEED HEADS WEST;2485;;;20031105;20040109;189000;;3;HOME UNIT;15;;;0;AA357185;
C;171;1805216;7;20040202 11:53;15//SP 57689;
D;171;1805216;7;20040202 11:53;P;;;;;;
D;171;1805216;7;20040202 11:53;P;;;;;;
D;171;1805216;7;20040202 11:53;P;;;;;;
D;171;1805216;7;20040202 11:53;V;;;;;;
D;171;1805216;7;20040202 11:53;V;;;;;;
B;171;1805492;8;20040202 11:53;;2;22;BAY ST;TWEED HEADS;2485;;;20031127;20040108;206000;;R;RESIDENCE;2;;;0;AA333165;
C;171;1805492;8;20040202 11:53;2//SP 10552;
D;171;1805492;8;20040202 11:53;P;;;;;;
D;171;1805492;8;20040202 11:53;P;;;;;;
