A;656;20040202 12:01;PTHIRLWELL;
B;656;2718537;1;20040202 12:01;;;17;MOUNTAIN VIEW RD;KEW;2439;4719;M;20031215;20040115;380000;R;R;RESIDENCE;;MN;;0;AA353522;
C;656;2718537;1;20040202 12:01;6//800173;
D;656;2718537;1;20040202 12:01;P;;;;;;
D;656;2718537;1;20040202 12:01;P;;;;;;
D;656;2718537;1;20040202 12:01;V;;;;;;
D;656;2718537;1;20040202 12:01;V;;;;;;
B;656;2718583;2;20040202 12:01;;;7;KIRMINGTON TCE;WEST HAVEN;2443;974.4;M;20031029;20031203;353500;A;R;RESIDENCE;;DD;;0;AA314423;
C;656;2718583;2;20040202 12:01;20//839301;
D;656;2718583;2;20040202 12:01;P;;;;;;
D;656;2718583;2;20040202 12:01;V;;;;;;
D;656;2718583;2;20040202 12:01;V;;;;;;
B;656;2719041;3;20040202 12:01;;;6;PINDARI DR;DICKS HILL;2443;601.3;M;20030421;20030520;212000;A;R;RESIDENCE;;DX;;0;9979640;
C;656;2719041;3;20040202 12:01;4//285355;
D;656;2719041;3;20040202 12:01;P;;;;;;
D;656;2719041;3;20040202 12:01;P;;;;;;
D;656;2719041;3;20040202 12:01;V;;;;;;
B;656;2719388;4;20040202 12:01;;;1;CASUARINA DR;LAKEWOOD;2443;1026.7;M;20031014;20031208;455000;A;R;RESIDENCE;;DD;;0;AA284358;
C;656;2719388;4;20040202 12:01;26//809264;
D;656;2719388;4;20040202 12:01;P;;;;;;
D;656;2719388;4;20040202 12:01;P;;;;;;
D;656;2719388;4;20040202 12:01;V;;;;;;
B;656;2720220;5;20040202 12:01;;;16;HOSCHKE RD;WEST HAVEN;2443;1061;M;20031120;20031217;320000;A;R;RESIDENCE;;DD;;0;AA304437;
C;656;2720220;5;20040202 12:01;5//846179;
D;656;2720220;5;20040202 12:01;P;;;;;;
D;656;2720220;5;20040202 12:01;P;;;;;;
D;656;2720220;5;20040202 12:01;V;;;;;;
B;656;2720689;6;20040202 12:01;;;160;OCEAN DR;WEST HAVEN;2443;7398;M;20031003;20031217;380000;R;R;RESIDENCE;;MN;;0;AA358832;
C;656;2720689;6;20040202 12:01;2//801266;
D;656;2720689;6;20040202 12:01;P;;;;;;
D;656;2720689;6;20040202 12:01;V;;;;;;
D;656;2720689;6;20040202 12:01;V;;;;;;
B;656;2721388;7;20040202 12:01;;;;HENRY ST;LONG FLAT;2446;1202;M;20031121;20031219;60000;Z;V;VACANT LAND;;ZN;;0;AA326476;
C;656;2721388;7;20040202 12:01;19//601562;
