A;040;20040202 11:41;PTHIRLWELL;
B;040;468172;1;20040202 11:41;;;;PH BOYLE;JEMBAICUMBENE;2622;5.21;H;20031029;20031210;358000;R;3;FARM;;HD;;0;AA257305;
C;040;468172;1;20040202 11:41;24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 44, 434//755911;
D;040;468172;1;20040202 11:41;P;;;;;;
D;040;468172;1;20040202 11:41;V;;;;;;
B;040;468812;2;20040202 11:41;;;47;WILSON ST;BRAIDWOOD;2622;2465;M;20031209;20031222;430000;Z;R;RESIDENCE;;VB;;0;AA336387;
C;040;468812;2;20040202 11:41;1, 2//576086;
D;040;468812;2;20040202 11:41;P;;;;;;
D;040;468812;2;20040202 11:41;V;;;;;;
D;040;468812;2;20040202 11:41;V;;;;;;
B;040;470219;3;20040202 11:41;;;;PH TALLAGANDA;MAJORS CREEK;2622;44.64;H;20031117;20031219;90000;R;V;VACANT LAND;;RJ;;0;AA303918;
C;040;470219;3;20040202 11:41;3//730311;
D;040;470219;3;20040202 11:41;P;;;;;;
D;040;470219;3;20040202 11:41;P;;;;;;
D;040;470219;3;20040202 11:41;V;;;;;;
B;040;2864636;4;20040202 11:41;;;;PH BARNET;MOUNT FAIRY;2580;40.34;H;20020821;20020911;125000;R;V;VACANT LAND;;NB;;0;AA290642;
C;040;2864636;4;20040202 11:41;13//1006740 . . Enclosure Permit 335418 Enclosure Permit 334919 Enclos;
C;040;2864636;4;20040202 11:41;ure Permit 351392;
D;040;2864636;4;20040202 11:41;P;;;;;;
D;040;2864636;4;20040202 11:41;P;;;;;;
D;040;2864636;4;20040202 11:41;V;;;;;;
B;040;2947293;5;20040202 11:41;;;;HASSALL CCT;BRAIDWOOD;2622;1208;M;20030825;20031208;68000;Z;V;VACANT LAND;;VB;;0;AA327323;
C;040;2947293;5;20040202 11:41;6//1046170;
D;040;2947293;5;20040202 11:41;P;;;;;;
D;040;2947293;5;20040202 11:41;P;;;;;;
D;040;2947293;5;20040202 11:41;V;;;;;;
B;040;3015688;6;20040202 11:41;;;;WATSONS RD;MANAR;2622;16.57;H;20030728;20030916;135000;R;V;VACANT LAND;;NB;;0;AA321785;
C;040;3015688;6;20040202 11:41;3//1054301;
D;040;3015688;6;20040202 11:41;P;;;;;;
D;040;3015688;6;20040202 11:41;P;;;;;;
D;040;3015688;6;20040202 11:41;V;;;;;;
B;040;3027019;7;20040202 11:41;;;;GUN CLUB RD;BRAIDWOOD;2622;5863;M;20031022;20031110;113000;Z;V;VACANT LAND;;VB;;0;AA337883;
C;040;3027019;7;20040202 11:41;1//1058499;
D;040;3027019;7;20040202 11:41;P;;;;;;
D;040;3027019;7;20040202 11:41;P;;;;;;
D;040;3027019;7;20040202 11:41;V;;;;;;
B;040;3055578;8;20040202 11:41;;;;L 118 COOKANULLA RD;DURRAN DURRA;2622;;;20031118;20031217;79000;;V;VACANT LAND;;;;0;AA276200;
C;040;3055578;8;20040202 11:41;2//601638 118//755932;
D;040;3055578;8;20040202 11:41;P;;;;;;
D;040;3055578;8;20040202 11:41;P;;;;;;
