A;090;20050104 11:41;MASMITH;
B;090;858541;1;20050104 11:41;;;75;AGINCOURT RD;MARSFIELD;2122;685.9;M;20040928;20041210;645000;A;R;RESIDENCE;;EZ;;0;AB161723;
C;090;858541;1;20050104 11:41;2/616351;
D;090;858541;1;20050104 11:41;P;;;;;;
D;090;858541;1;20050104 11:41;V;;;;;;
D;090;858541;1;20050104 11:41;V;;;;;;
B;090;858917;2;20050104 11:41;;;5;AMELIA ST;NORTH RYDE;2113;;;20041027;20041129;490000;A;R;RESIDENCE;;EA;;0;AB153955;
C;090;858917;2;20050104 11:41;19/36618;
D;090;858917;2;20050104 11:41;P;;;;;;
D;090;858917;2;20050104 11:41;V;;;;;;
B;090;858965;3;20050104 11:41;;3;3;AMIENS ST;GLADESVILLE;2111;;;20041109;20041217;635000;;R;RESIDENCE;3;;;0;AB170155;
C;090;858965;3;20050104 11:41;3/SP34639;
D;090;858965;3;20050104 11:41;P;;;;;;
D;090;858965;3;20050104 11:41;V;;;;;;
D;090;858965;3;20050104 11:41;V;;;;;;
B;090;859676;4;20050104 11:41;;2;43;BADAJOZ RD;RYDE;2112;;;20041116;20041210;470000;;R;RESIDENCE;2;;;0;AB157876;
C;090;859676;4;20050104 11:41;2/SP63023;
D;090;859676;4;20050104 11:41;P;;;;;;
D;090;859676;4;20050104 11:41;V;;;;;;
D;090;859676;4;20050104 11:41;V;;;;;;
B;090;860410;5;20050104 11:41;;3;10;BANK ST;MEADOWBANK;2114;;;20041102;20041207;232000;;R;RESIDENCE;3;;;0;AB154653;
C;090;860410;5;20050104 11:41;3/SP2936;
D;090;860410;5;20050104 11:41;P;;;;;;
D;090;860410;5;20050104 11:41;V;;;;;;
B;090;861029;6;20050104 11:41;;;73;BELLEVUE AVE;DENISTONE;2114;;;20040925;20041206;830000;A;R;RESIDENCE;;EL;;0;AB158727;
C;090;861029;6;20050104 11:41;14/16433;
D;090;861029;6;20050104 11:41;P;;;;;;
D;090;861029;6;20050104 11:41;P;;;;;;
D;090;861029;6;20050104 11:41;V;;;;;;
B;090;863530;7;20050104 11:41;;7;7;BRUNTON PL;MARSFIELD;2122;;;20041119;20041210;437000;;R;RESIDENCE;7;;;0;AB160567;
C;090;863530;7;20050104 11:41;7/SP18910;
D;090;863530;7;20050104 11:41;P;;;;;;
D;090;863530;7;20050104 11:41;P;;;;;;
D;090;863530;7;20050104 11:42;V;;;;;;
B;090;864131;8;20050104 11:42;;6;11;BUSACO RD;EASTWOOD;2122;;;20041102;20041214;405000;;R;RESIDENCE;6;;;0;AB167449;
C;090;864131;8;20050104 11:42;6/SP31218;
D;090;864131;8;20050104 11:42;P;;;;;;
D;090;864131;8;20050104 11:42;V;;;;;;
B;090;864421;9;20050104 11:42;;1;34;BUSACO RD;MARSFIELD;2122;;;20041116;20041206;350000;;R;RESIDENCE;1;;;0;AB168804;
C;090;864421;9;20050104 11:42;1/SP10407;
D;090;864421;9;20050104 11:42;P;;;;;;
D;090;864421;9;20050104 11:42;V;;;;;;
B;090;865126;10;20050104 11:42;;;91;CHARLES ST;PUTNEY;2112;;;20041103;20041215;905000;A;R;RESIDENCE;;ET;;0;AB169733;
C;090;865126;10;20050104 11:42;B/359618;
D;090;865126;10;20050104 11:42;P;;;;;;
D;090;865126;10;20050104 11:42;P;;;;;;
D;090;865126;10;20050104 11:42;V;;;;;;
B;090;865370;11;20050104 11:42;;;95;CHATHAM RD;DENISTONE;2114;;;20040925;20041210;678000;A;R;RESIDENCE;;EL;;0;AB176645;
C;090;865370;11;20050104 11:42;511/13256;
D;090;865370;11;20050104 11:42;P;;;;;;
D;090;865370;11;20050104 11:42;P;;;;;;
D;090;865370;11;20050104 11:42;V;;;;;;
D;090;865370;11;20050104 11:42;V;;;;;;
B;090;865810;12;20050104 11:42;;;29;CLARKE ST;WEST RYDE;2114;;;20041028;20041201;535000;A;R;RESIDENCE;;EH;;0;AB153925;
C;090;865810;12;20050104 11:42;12/6582;
D;090;865810;12;20050104 11:42;P;;;;;;
D;090;865810;12;20050104 11:42;P;;;;;;
D;090;865810;12;20050104 11:42;V;;;;;;
B;090;866260;13;20050104 11:42;;;5;COMMISSIONERS RD;DENISTONE;2114;701.9;M;20041112;20041210;675000;A;R;RESIDENCE;;EG;;0;AB177065;
C;090;866260;13;20050104 11:42;3/16075;
D;090;866260;13;20050104 11:42;P;;;;;;
D;090;866260;13;20050104 11:42;P;;;;;;
D;090;866260;13;20050104 11:42;V;;;;;;
D;090;866260;13;20050104 11:42;V;;;;;;
B;090;866421;14;20050104 11:42;;;15;CONSTITUTION RD;RYDE;2112;474.2;M;20041105;20041210;568000;A;R;RESIDENCE;;ES;;0;AB168267;
C;090;866421;14;20050104 11:42;B1/372246;
D;090;866421;14;20050104 11:42;P;;;;;;
D;090;866421;14;20050104 11:42;P;;;;;;
D;090;866421;14;20050104 11:42;V;;;;;;
D;090;866421;14;20050104 11:42;V;;;;;;
B;090;867740;15;20050104 11:42;;21;102;CRIMEA RD;MARSFIELD;2122;;;20041028;20041209;401000;;R;RESIDENCE;21;;;0;AB160569;
