A;540;20050104 11:54;MASMITH;
B;540;467974;1;20050104 11:54;;;;PH BENDOURA;MAJORS CREEK;2622;4.988;H;20041122;20041216;300000;R;3;FARM;;QU;;0;AB172996;
C;540;467974;1;20050104 11:54;1/832638;
D;540;467974;1;20050104 11:54;P;;;;;;
D;540;467974;1;20050104 11:54;V;;;;;;
B;540;468533;2;20050104 11:54;;;3;MCKELLAR ST;BRAIDWOOD;2622;1184;M;20041029;20041203;325000;Z;R;RESIDENCE;;VJ;AC;0;AB155501;
C;540;468533;2;20050104 11:54;2/803069;
D;540;468533;2;20050104 11:54;P;;;;;;
D;540;468533;2;20050104 11:54;P;;;;;;
D;540;468533;2;20050104 11:54;V;;;;;;
B;540;469516;3;20050104 11:54;;;;HAROLDS CROSS RD;MAJORS CREEK;2622;5.366;H;20040929;20041203;280000;R;R;RESIDENCE;;HB;;0;AB162933;
C;540;469516;3;20050104 11:54;1/853789;
D;540;469516;3;20050104 11:54;P;;;;;;
D;540;469516;3;20050104 11:54;P;;;;;;
D;540;469516;3;20050104 11:54;V;;;;;;
D;540;469516;3;20050104 11:54;V;;;;;;
B;540;479924;4;20050104 11:54;;;3571;CAPTAINS FLAT RD;CAPTAINS FLAT;2623;11.04;H;20041022;20041124;68000;R;R;RESIDENCE;;HH;;0;AB162526;
C;540;479924;4;20050104 11:54;1/575452;
D;540;479924;4;20050104 11:54;P;;;;;;
D;540;479924;4;20050104 11:54;P;;;;;;
D;540;479924;4;20050104 11:54;V;;;;;;
D;540;479924;4;20050104 11:54;V;;;;;;
D;540;479924;4;20050104 11:54;V;;;;;;
D;540;479924;4;20050104 11:54;V;;;;;;
D;540;479924;4;20050104 11:54;V;;;;;;
B;540;483065;5;20050104 11:54;;;718;URILA RD;TINDERRY;2623;95.61;H;20040813;20041115;5700000;R;R;RESIDENCE;;NF;;0;AB156372;
C;540;483065;5;20050104 11:54;23/815838 Enclosure Permit 197542;
D;540;483065;5;20050104 11:54;P;;;;;;
D;540;483065;5;20050104 11:54;P;;;;;;
D;540;483065;5;20050104 11:54;V;;;;;;
B;540;484047;6;20050104 11:54;;;23;GIBRALTAR ST;BUNGENDORE;2621;1005;M;20041008;20041129;412000;Z;R;RESIDENCE;;VC;;0;AB172875;
C;540;484047;6;20050104 11:54;1/833511;
D;540;484047;6;20050104 11:54;P;;;;;;
D;540;484047;6;20050104 11:54;V;;;;;;
B;540;2935509;7;20050104 11:54;;;L 1;FARRINGDON RD;BRAIDWOOD;2622;8.459;H;20041109;20041213;162000;R;V;VACANT LAND;;QU;;0;AB169844;
C;540;2935509;7;20050104 11:54;1/787615;
D;540;2935509;7;20050104 11:54;P;;;;;;
D;540;2935509;7;20050104 11:54;P;;;;;;
D;540;2935509;7;20050104 11:54;V;;;;;;
B;540;2969788;8;20050104 11:54;;;254;FOXLOW ST;CAPTAINS FLAT;2623;720.8;M;20040916;20041027;65000;Z;R;RESIDENCE;;VF;AC;0;AB156400;
C;540;2969788;8;20050104 11:54;1/252149;
D;540;2969788;8;20050104 11:54;P;;;;;;
D;540;2969788;8;20050104 11:54;P;;;;;;
D;540;2969788;8;20050104 11:54;V;;;;;;
B;540;3062800;9;20050104 11:54;;;3;KINGS HWY;MULLOON;2621;2.916;H;20040922;20041207;155000;R;V;VACANT LAND;;HC;;0;AB168477;
C;540;3062800;9;20050104 11:54;3/1059325;
D;540;3062800;9;20050104 11:54;P;;;;;;
D;540;3062800;9;20050104 11:54;P;;;;;;
D;540;3062800;9;20050104 11:54;V;;;;;;
D;540;3062800;9;20050104 11:54;V;;;;;;
B;540;3133460;10;20050104 11:54;;;1185;BUNGENDORE RD;BYWONG;2621;10.06;H;20041022;20041126;661000;R;R;RESIDENCE;;RH;;0;AB171428;
C;540;3133460;10;20050104 11:54;42/1075698;
D;540;3133460;10;20050104 11:54;P;;;;;;
D;540;3133460;10;20050104 11:54;V;;;;;;
D;540;3133460;10;20050104 11:54;V;;;;;;
Z;56;10;10;34;
