A;140;20050104 11:46;MASMITH;
B;140;1458458;1;20050104 11:46;;;24;ANNIE ST;HURSTVILLE;2220;;;20041025;20041215;880000;A;R;RESIDENCE;;XC;;0;AB177033;
C;140;1458458;1;20050104 11:46;81/11970;
D;140;1458458;1;20050104 11:46;P;;;;;;
D;140;1458458;1;20050104 11:46;P;;;;;;
D;140;1458458;1;20050104 11:46;V;;;;;;
D;140;1458458;1;20050104 11:46;V;;;;;;
B;140;1459967;2;20050104 11:46;;3;30;BASSETT ST;HURSTVILLE;2220;;;20041015;20041206;357000;;R;RESIDENCE;3;;;0;AB170876;
C;140;1459967;2;20050104 11:46;3/SP7920;
D;140;1459967;2;20050104 11:46;P;;;;;;
D;140;1459967;2;20050104 11:46;P;;;;;;
D;140;1459967;2;20050104 11:46;V;;;;;;
B;140;1459996;3;20050104 11:46;;11;1 A;BASSETT ST;HURSTVILLE;2220;;;20041028;20041028;420000;;R;RESIDENCE;11;;;0;AB157315;
C;140;1459996;3;20050104 11:46;11/SP44652;
D;140;1459996;3;20050104 11:46;P;;;;;;
D;140;1459996;3;20050104 11:46;P;;;;;;
D;140;1459996;3;20050104 11:46;V;;;;;;
D;140;1459996;3;20050104 11:46;V;;;;;;
D;140;1459996;3;20050104 11:46;V;;;;;;
B;140;1460690;4;20050104 11:46;;;83 A;BELMORE RD;PEAKHURST;2210;777.8;M;20041102;20041202;647000;A;R;RESIDENCE;;XL;;0;AB156666;
C;140;1460690;4;20050104 11:46;2/546294;
D;140;1460690;4;20050104 11:46;P;;;;;;
D;140;1460690;4;20050104 11:46;P;;;;;;
D;140;1460690;4;20050104 11:46;V;;;;;;
D;140;1460690;4;20050104 11:46;V;;;;;;
B;140;1461735;5;20050104 11:46;;;42;BOUNDARY RD;MORTDALE;2223;;;20040907;20041102;499000;A;R;RESIDENCE;;MR;;0;AB161036;
C;140;1461735;5;20050104 11:46;77, 78/5/3181;
D;140;1461735;5;20050104 11:46;P;;;;;;
D;140;1461735;5;20050104 11:46;V;;;;;;
D;140;1461735;5;20050104 11:46;V;;;;;;
B;140;1462687;6;20050104 11:46;;;12;CAHILL ST;BEVERLY HILLS;2209;;;20041104;20041216;445000;A;R;RESIDENCE;;XB;;0;AB163750;
C;140;1462687;6;20050104 11:46;A/418093;
D;140;1462687;6;20050104 11:46;P;;;;;;
D;140;1462687;6;20050104 11:46;P;;;;;;
D;140;1462687;6;20050104 11:46;V;;;;;;
D;140;1462687;6;20050104 11:46;V;;;;;;
B;140;1462754;7;20050104 11:46;;4;10;CAIRNS ST;RIVERWOOD;2210;;;20041101;20041206;325000;;R;RESIDENCE;4;;;0;AB163818;
C;140;1462754;7;20050104 11:46;4/SP57054;
D;140;1462754;7;20050104 11:46;P;;;;;;
D;140;1462754;7;20050104 11:46;V;;;;;;
B;140;1463572;8;20050104 11:46;;;135;CARRINGTON AVE;HURSTVILLE;2220;;;20041030;20041213;510000;A;R;RESIDENCE;;XD;;0;AB161825;
C;140;1463572;8;20050104 11:46;4/311249;
D;140;1463572;8;20050104 11:46;P;;;;;;
D;140;1463572;8;20050104 11:46;V;;;;;;
B;140;1463782;9;20050104 11:46;;5;56;CARINGTON AVE;HURSTVILLE;2220;;;20041108;20041220;558288;;R;RESIDENCE;5;;;0;AB179131;
C;140;1463782;9;20050104 11:46;5/SP63285;
D;140;1463782;9;20050104 11:46;P;;;;;;
D;140;1463782;9;20050104 11:46;V;;;;;;
D;140;1463782;9;20050104 11:46;V;;;;;;
D;140;1463782;9;20050104 11:46;V;;;;;;
D;140;1463782;9;20050104 11:46;V;;;;;;
B;140;1463976;10;20050104 11:46;;;14;CEDAR ST;LUGARNO;2210;588.1;M;20040902;20041125;980000;A;R;RESIDENCE;;LG;;0;AB164273;
C;140;1463976;10;20050104 11:46;7/235642;
D;140;1463976;10;20050104 11:46;P;;;;;;
D;140;1463976;10;20050104 11:46;P;;;;;;
D;140;1463976;10;20050104 11:46;V;;;;;;
D;140;1463976;10;20050104 11:46;V;;;;;;
B;140;1465571;11;20050104 11:46;;;37;DELVES ST;MORTDALE;2223;701.9;M;20041014;20041209;515000;A;R;RESIDENCE;;XG;;0;AB176157;
C;140;1465571;11;20050104 11:46;3/210276;
D;140;1465571;11;20050104 11:46;P;;;;;;
D;140;1465571;11;20050104 11:46;P;;;;;;
D;140;1465571;11;20050104 11:46;V;;;;;;
D;140;1465571;11;20050104 11:46;V;;;;;;
B;140;1467106;12;20050104 11:46;;51;107;FOREST RD;HURSTVILLE;2220;;;20041027;20041208;423000;;R;RESIDENCE;51;;;0;AB175183;
C;140;1467106;12;20050104 11:46;51/SP58610;
D;140;1467106;12;20050104 11:46;P;;;;;;
D;140;1467106;12;20050104 11:46;P;;;;;;
D;140;1467106;12;20050104 11:46;V;;;;;;
D;140;1467106;12;20050104 11:46;V;;;;;;
B;140;1467529;13;20050104 11:46;;;829;FOREST RD;PEAKHURST;2210;562.8;M;20040907;20041210;485000;A;R;RESIDENCE;;LG;;0;AB179411;
C;140;1467529;13;20050104 11:46;33/35805;
D;140;1467529;13;20050104 11:46;P;;;;;;
D;140;1467529;13;20050104 11:46;P;;;;;;
D;140;1467529;13;20050104 11:46;V;;;;;;
B;140;1468425;14;20050104 11:46;;;2;GARDEN GROVE AVE;BEVERLY HILLS;2209;518.5;M;20041103;20041215;550000;A;R;RESIDENCE;;XF;;0;AB166945;
C;140;1468425;14;20050104 11:46;3/219145;
D;140;1468425;14;20050104 11:46;P;;;;;;
D;140;1468425;14;20050104 11:46;P;;;;;;
D;140;1468425;14;20050104 11:46;V;;;;;;
D;140;1468425;14;20050104 11:46;V;;;;;;
B;140;1468900;15;20050104 11:46;;;10 A;GLENELLA AVE;BEVERLY HILLS;2209;379.8;M;20041123;20041209;400000;A;R;RESIDENCE;;XF;;0;AB175524;
C;140;1468900;15;20050104 11:46;52/1014624;
D;140;1468900;15;20050104 11:46;P;;;;;;
D;140;1468900;15;20050104 11:46;P;;;;;;
D;140;1468900;15;20050104 11:46;V;;;;;;
B;140;1469790;16;20050104 11:46;;9;34;HAMPDEN ST;BEVERLY HILLS;2209;;;20041116;20041208;122000;;R;RESIDENCE;9;;;33;AB166805;
C;140;1469790;16;20050104 11:46;9/SP62417;
D;140;1469790;16;20050104 11:46;P;;;;;;
D;140;1469790;16;20050104 11:46;P;;;;;;
D;140;1469790;16;20050104 11:46;V;;;;;;
D;140;1469790;16;20050104 11:46;V;;;;;;
D;140;1469790;16;20050104 11:46;V;;;;;;
B;140;1470517;17;20050104 11:46;;4;83;HUDSON ST;HURSTVILLE;2220;;;20041101;20041101;290000;;R;RESIDENCE;4;;;0;AB154195;
C;140;1470517;17;20050104 11:46;4/SP30660;
D;140;1470517;17;20050104 11:46;P;;;;;;
D;140;1470517;17;20050104 11:46;V;;;;;;
D;140;1470517;17;20050104 11:46;V;;;;;;
D;140;1470517;17;20050104 11:46;V;;;;;;
B;140;1471238;18;20050104 11:46;;4;66 A;JERSEY AVE;MORTDALE;2223;;;20041022;20041206;235200;;R;RESIDENCE;4;;;0;AB177657;
C;140;1471238;18;20050104 11:46;4/SP50468;
D;140;1471238;18;20050104 11:46;P;;;;;;
D;140;1471238;18;20050104 11:46;V;;;;;;
B;140;1471238;19;20050104 11:46;;12;66 A;JERSEY AVE;MORTDALE;2223;;;20041022;20041203;235200;;R;RESIDENCE;12;;;0;AB152830;
C;140;1471238;19;20050104 11:46;12/SP50468;
D;140;1471238;19;20050104 11:46;P;;;;;;
D;140;1471238;19;20050104 11:46;V;;;;;;
B;140;1472440;20;20050104 11:46;;;241;KINGSGROVE RD;KINGSGROVE;2208;;;20041029;20041203;855000;B;3;OFFICE/RESID;;BK;;0;AB170425;
C;140;1472440;20;20050104 11:46;18/18824;
D;140;1472440;20;20050104 11:46;P;;;;;;
D;140;1472440;20;20050104 11:46;P;;;;;;
D;140;1472440;20;20050104 11:46;P;;;;;;
D;140;1472440;20;20050104 11:46;P;;;;;;
D;140;1472440;20;20050104 11:46;V;;;;;;
D;140;1472440;20;20050104 11:46;V;;;;;;
B;140;1472750;21;20050104 11:46;;;29;LANSDOWNE PDE;OATLEY;2223;;;20041018;20041203;680000;A;R;RESIDENCE;;HH;;0;AB153616;
C;140;1472750;21;20050104 11:46;290/11934;
D;140;1472750;21;20050104 11:46;P;;;;;;
D;140;1472750;21;20050104 11:46;P;;;;;;
D;140;1472750;21;20050104 11:46;V;;;;;;
B;140;1473031;22;20050104 11:46;;;31;LILY ST;HURSTVILLE;2220;486.9;M;20041117;20041117;900000;A;R;RESIDENCE;;XC;;0;AB179683;
C;140;1473031;22;20050104 11:46;33/137201;
D;140;1473031;22;20050104 11:46;P;;;;;;
