A;246;20040202 12:00;PTHIRLWELL;
B;246;2652495;1;20040202 12:00;;;;DOUGHBOY ST;MURRURUNDI;2338;5.604;H;20031120;20031219;90000;R;3;SHEDS;;HM;;0;AA317458;
C;246;2652495;1;20040202 12:00;2//549128;
D;246;2652495;1;20040202 12:00;P;;;;;;
D;246;2652495;1;20040202 12:00;V;;;;;;
B;246;2652627;2;20040202 12:00;;;76;HAYDON ST;MURRURUNDI;2338;562.8;M;20031029;20031211;120000;Z;R;RESIDENCE;;ZM;;0;AA335859;
C;246;2652627;2;20040202 12:00;2//225895;
D;246;2652627;2;20040202 12:00;P;;;;;;
D;246;2652627;2;20040202 12:00;P;;;;;;
D;246;2652627;2;20040202 12:00;V;;;;;;
D;246;2652627;2;20040202 12:00;V;;;;;;
B;246;2652780;3;20040202 12:00;;;224;MAYNE ST;MURRURUNDI;2338;942.8;M;20031128;20040108;48000;Z;R;RESIDENCE;;ZM;;0;AA341485;
C;246;2652780;3;20040202 12:00;10//710880;
D;246;2652780;3;20040202 12:00;P;;;;;;
D;246;2652780;3;20040202 12:00;P;;;;;;
D;246;2652780;3;20040202 12:00;V;;;;;;
B;246;2652811;4;20040202 12:00;;;122;MAYNE ST;MURRURUNDI;2338;1081;M;20030619;20030728;85000;Z;R;RESIDENCE;;ZM;;0;AA337084;
C;246;2652811;4;20040202 12:00;71//635618;
D;246;2652811;4;20040202 12:00;P;;;;;;
D;246;2652811;4;20040202 12:00;V;;;;;;
B;246;2653385;5;20040202 12:00;;;27;LEARMONTH ST;WILLOW TREE;2339;1619;M;20031124;20031218;12000;Z;R;RESIDENCE;;ZW;;0;AA303896;
C;246;2653385;5;20040202 12:00;6//714989;
D;246;2653385;5;20040202 12:00;P;;;;;;
D;246;2653385;5;20040202 12:00;V;;;;;;
Z;25;5;5;13;
