A;148;20050104 11:47;MASMITH;
B;148;1642508;1;20050104 11:47;;;15;BAGOT ST;BALLINA;2478;532.8;M;20040928;20041026;280000;A;R;RESIDENCE;;BG;;0;AB156047;
C;148;1642508;1;20050104 11:47;1/581237;
D;148;1642508;1;20050104 11:47;P;;;;;;
D;148;1642508;1;20050104 11:47;P;;;;;;
D;148;1642508;1;20050104 11:47;P;;;;;;
D;148;1642508;1;20050104 11:47;V;;;;;;
D;148;1642508;1;20050104 11:47;V;;;;;;
B;148;1643274;2;20050104 11:47;;5;131;KALINGA ST;WEST BALLINA;2478;;;20041029;20041214;280000;;R;RESIDENCE;5;;;0;AB177060;
C;148;1643274;2;20050104 11:47;5/SP39602;
D;148;1643274;2;20050104 11:47;P;;;;;;
D;148;1643274;2;20050104 11:47;V;;;;;;
B;148;1644204;3;20050104 11:47;;;105;CRANE ST;BALLINA;2478;499.5;M;20041122;20041213;390000;A;R;RESIDENCE;;BG;;0;AB163064;
C;148;1644204;3;20050104 11:47;1/916287;
D;148;1644204;3;20050104 11:47;P;;;;;;
D;148;1644204;3;20050104 11:47;V;;;;;;
D;148;1644204;3;20050104 11:47;V;;;;;;
B;148;1645012;4;20050104 11:47;;;17;GRANT ST;BALLINA;2478;510.4;M;20041102;20041202;385000;B;V;VACANT LAND;;CD;;0;AB175825;
C;148;1645012;4;20050104 11:47;A/315348;
D;148;1645012;4;20050104 11:47;P;;;;;;
D;148;1645012;4;20050104 11:47;V;;;;;;
B;148;1645064;5;20050104 11:47;;;22;GREENHALGH ST;BALLINA;2478;581.7;M;20041118;20041210;359000;A;R;RESIDENCE;;BF;;0;AB164542;
C;148;1645064;5;20050104 11:47;16/7791 A/376479;
D;148;1645064;5;20050104 11:47;P;;;;;;
D;148;1645064;5;20050104 11:47;P;;;;;;
D;148;1645064;5;20050104 11:47;P;;;;;;
D;148;1645064;5;20050104 11:47;V;;;;;;
B;148;1646508;6;20050104 11:47;;;1;NAMITJIRA PL;BALLINA;2478;2182;M;20041020;20041124;1470000;A;3;MOTEL;;AX;;0;AB168259;
C;148;1646508;6;20050104 11:47;18, 19, 20/240875;
D;148;1646508;6;20050104 11:47;P;;;;;;
D;148;1646508;6;20050104 11:47;P;;;;;;
D;148;1646508;6;20050104 11:47;V;;;;;;
D;148;1646508;6;20050104 11:47;V;;;;;;
B;148;1647438;7;20050104 11:47;;;24;RAINBOW AVE;WEST BALLINA;2478;618.7;M;20041005;20041028;335000;A;R;RESIDENCE;;AC;;0;AB156374;
C;148;1647438;7;20050104 11:47;53/246452;
D;148;1647438;7;20050104 11:47;P;;;;;;
D;148;1647438;7;20050104 11:47;P;;;;;;
D;148;1647438;7;20050104 11:47;V;;;;;;
B;148;1647708;8;20050104 11:47;;;177;RIVER ST;BALLINA;2478;1012;M;20041021;20041206;3400000;B;3;TAVERN;;CB;;0;AB172549;
C;148;1647708;8;20050104 11:47;2/905948;
D;148;1647708;8;20050104 11:47;P;;;;;;
D;148;1647708;8;20050104 11:47;V;;;;;;
B;148;1647963;9;20050104 11:47;;;29;ROSS ST;BALLINA;2478;905.5;M;20041027;20041201;410000;A;R;RESIDENCE;;BG;;0;AB169467;
C;148;1647963;9;20050104 11:47;8/7271;
D;148;1647963;9;20050104 11:47;P;;;;;;
D;148;1647963;9;20050104 11:47;P;;;;;;
D;148;1647963;9;20050104 11:47;P;;;;;;
D;148;1647963;9;20050104 11:47;P;;;;;;
D;148;1647963;9;20050104 11:47;V;;;;;;
B;148;1647987;10;20050104 11:47;;;6;ROUS PL;EAST BALLINA;2478;645;M;20040922;20041126;520000;A;R;RESIDENCE;;AL;;0;AB168101;
C;148;1647987;10;20050104 11:47;6/240498;
D;148;1647987;10;20050104 11:47;P;;;;;;
D;148;1647987;10;20050104 11:47;P;;;;;;
D;148;1647987;10;20050104 11:47;V;;;;;;
B;148;1648605;11;20050104 11:47;;;9;SWALLOWTAIL PL;BALLINA;2478;462.7;M;20041125;20041209;265000;A;R;RESIDENCE;;AK;;0;AB169155;
C;148;1648605;11;20050104 11:47;55/837039;
D;148;1648605;11;20050104 11:47;P;;;;;;
D;148;1648605;11;20050104 11:47;P;;;;;;
D;148;1648605;11;20050104 11:47;V;;;;;;
D;148;1648605;11;20050104 11:47;V;;;;;;
B;148;1652126;12;20050104 11:47;;;27;SURVEY ST;LENNOX HEAD;2478;1178;M;20041015;20041126;481000;A;R;RESIDENCE;;DC;;0;AB141361;
C;148;1652126;12;20050104 11:47;53/242183;
D;148;1652126;12;20050104 11:47;P;;;;;;
D;148;1652126;12;20050104 11:47;P;;;;;;
D;148;1652126;12;20050104 11:47;V;;;;;;
D;148;1652126;12;20050104 11:47;V;;;;;;
B;148;1653624;13;20050104 11:47;;;397;PIMLICO RD;PIMLICO;2478;2023;M;20040826;20040826;110000;R;R;RESIDENCE;;RG;;0;AB175896;
C;148;1653624;13;20050104 11:47;1/242491;
D;148;1653624;13;20050104 11:47;P;;;;;;
D;148;1653624;13;20050104 11:47;V;;;;;;
D;148;1653624;13;20050104 11:47;V;;;;;;
B;148;1654342;14;20050104 11:47;;;1571;ELTHAM RD;TEVEN;2478;10;H;20041011;20041203;525000;R;R;RESIDENCE;;RF;;0;AB172068;
C;148;1654342;14;20050104 11:47;1/844014;
D;148;1654342;14;20050104 11:47;P;;;;;;
D;148;1654342;14;20050104 11:47;P;;;;;;
D;148;1654342;14;20050104 11:47;V;;;;;;
B;148;1655540;15;20050104 11:47;;;50;ADELE ST;ALSTONVILLE;2477;737.4;M;20041110;20041206;368000;A;R;RESIDENCE;;DR;;0;AB164540;
C;148;1655540;15;20050104 11:47;149/812401;
D;148;1655540;15;20050104 11:47;P;;;;;;
D;148;1655540;15;20050104 11:47;P;;;;;;
D;148;1655540;15;20050104 11:47;V;;;;;;
D;148;1655540;15;20050104 11:47;V;;;;;;
B;148;1655651;16;20050104 11:47;;;41;ALSTON AVE;ALSTONVILLE;2477;815.3;M;20041112;20041213;345000;A;R;RESIDENCE;;DR;;0;AB170712;
C;148;1655651;16;20050104 11:47;155/247578;
D;148;1655651;16;20050104 11:47;P;;;;;;
D;148;1655651;16;20050104 11:47;P;;;;;;
D;148;1655651;16;20050104 11:47;V;;;;;;
D;148;1655651;16;20050104 11:47;V;;;;;;
B;148;1656716;17;20050104 11:47;;;181;MAIN ST;ALSTONVILLE;2477;809.4;M;20040908;20041006;330000;A;R;RESIDENCE;;DR;;0;AB162353;
C;148;1656716;17;20050104 11:47;3/228041;
D;148;1656716;17;20050104 11:47;P;;;;;;
D;148;1656716;17;20050104 11:47;P;;;;;;
D;148;1656716;17;20050104 11:47;V;;;;;;
B;148;1657029;18;20050104 11:47;;;2;OCEANVIEW DR;ALSTONVILLE;2477;1211;M;20041102;20041130;329000;A;R;RESIDENCE;;DT;;0;AB160411;
C;148;1657029;18;20050104 11:47;88/251693;
D;148;1657029;18;20050104 11:47;P;;;;;;
D;148;1657029;18;20050104 11:47;P;;;;;;
D;148;1657029;18;20050104 11:47;V;;;;;;
D;148;1657029;18;20050104 11:47;V;;;;;;
B;148;1657236;19;20050104 11:47;;;14;PARKLAND DR;ALSTONVILLE;2477;929.5;M;20040917;20041126;417500;A;R;RESIDENCE;;DR;;0;AB168017;
C;148;1657236;19;20050104 11:47;37/239781;
D;148;1657236;19;20050104 11:47;P;;;;;;
D;148;1657236;19;20050104 11:47;P;;;;;;
D;148;1657236;19;20050104 11:47;V;;;;;;
D;148;1657236;19;20050104 11:47;V;;;;;;
D;148;1657236;19;20050104 11:47;V;;;;;;
B;148;1658636;20;20050104 11:47;;;10;RUSSELLTON DR;ALSTONVILLE;2477;1350;M;20041125;20041202;362000;I;3;FACTORY;;FD;;0;AB157860;
C;148;1658636;20;20050104 11:47;79/800199;
D;148;1658636;20;20050104 11:47;P;;;;;;
D;148;1658636;20;20050104 11:47;P;;;;;;
D;148;1658636;20;20050104 11:47;V;;;;;;
D;148;1658636;20;20050104 11:47;V;;;;;;
B;148;1658761;21;20050104 11:47;;;19;STANLEY PARK RD;WOLLONGBAR;2477;688.3;M;20041026;20041208;350000;A;R;RESIDENCE;;DW;;0;AB156156;
C;148;1658761;21;20050104 11:47;25/818457;
D;148;1658761;21;20050104 11:47;P;;;;;;
D;148;1658761;21;20050104 11:47;V;;;;;;
D;148;1658761;21;20050104 11:47;V;;;;;;
B;148;3018041;22;20050104 11:47;;3;3;COMMERCIAL RD;ALSTONVILLE;2477;;;20041103;20041208;313000;;R;RESIDENCE;3;;;0;AB156166;
C;148;3018041;22;20050104 11:47;3/SP70997;
D;148;3018041;22;20050104 11:47;P;;;;;;
D;148;3018041;22;20050104 11:47;P;;;;;;
