A;052;20050104 11:39;MASMITH;
B;052;509047;1;20050104 11:39;;;;MENA RD;RANKINS SPRINGS;2669;2718;M;20041025;20041122;7000;R;V;VACANT LAND;;HG;;0;AB129530;
C;052;509047;1;20050104 11:39;10, 11/1/192761;
D;052;509047;1;20050104 11:39;P;;;;;;
D;052;509047;1;20050104 11:39;V;;;;;;
B;052;509049;2;20050104 11:39;;;;BLAND ST;RANKINS SPRINGS;2669;1303;M;20041025;20041122;7000;R;V;VACANT LAND;;HG;;0;AB129530;
C;052;509049;2;20050104 11:39;15/1/192761;
D;052;509049;2;20050104 11:39;P;;;;;;
D;052;509049;2;20050104 11:39;V;;;;;;
B;052;509329;3;20050104 11:39;;;5;CHARNY ST;MERRIWAGGA;2652;2428;M;20041015;20041126;27500;Z;R;RESIDENCE;;HD;;0;AB133981;
C;052;509329;3;20050104 11:39;9, 10/5/758673;
D;052;509329;3;20050104 11:39;P;;;;;;
D;052;509329;3;20050104 11:39;V;;;;;;
B;052;509670;4;20050104 11:39;;;8;BURNS ST;HILLSTON;2675;1012;M;20041103;20041129;140000;Z;R;RESIDENCE;;HH;;0;AB173880;
C;052;509670;4;20050104 11:39;5/18/758521;
D;052;509670;4;20050104 11:39;P;;;;;;
D;052;509670;4;20050104 11:39;P;;;;;;
D;052;509670;4;20050104 11:39;V;;;;;;
D;052;509670;4;20050104 11:39;V;;;;;;
B;052;510008;5;20050104 11:39;;;33;LACHLAN ST;HILLSTON;2675;1.445;H;20041101;20041129;220000;R;R;RESIDENCE;;HA;;0;AB169161;
C;052;510008;5;20050104 11:39;2/803485;
D;052;510008;5;20050104 11:39;P;;;;;;
D;052;510008;5;20050104 11:39;P;;;;;;
D;052;510008;5;20050104 11:39;V;;;;;;
D;052;510008;5;20050104 11:39;V;;;;;;
Z;26;5;5;14;
