A;234;20040316 13:30;PDANN;
B;234;2615046;1;20040316 13:30;;;547;CHAPPLE ST;BROKEN HILL;2880;551.4;M;20040112;20040211;15000;A;R;RESIDENCE;;AZ;;0;AA437478;
C;234;2615046;1;20040316 13:30;3//5538;
D;234;2615046;1;20040316 13:30;P;;;;;;
D;234;2615046;1;20040316 13:30;V;;;;;;
D;234;2615046;1;20040316 13:30;V;;;;;;
B;234;2615222;2;20040316 13:30;;;254;CHAPPLE ST;BROKEN HILL;2880;;;20040130;20040218;72000;A;R;RESIDENCE;;AR;;0;AA460240;
C;234;2615222;2;20040316 13:30;1157//757298;
D;234;2615222;2;20040316 13:30;P;;;;;;
D;234;2615222;2;20040316 13:30;V;;;;;;
B;234;2615394;3;20040316 13:30;;;114;CHLORIDE ST;BROKEN HILL;2880;565.9;M;20031127;20040108;170000;A;R;RESIDENCE;;CD;;0;AA440846;
C;234;2615394;3;20040316 13:30;E//328746;
D;234;2615394;3;20040316 13:30;P;;;;;;
D;234;2615394;3;20040316 13:30;V;;;;;;
D;234;2615394;3;20040316 13:30;V;;;;;;
B;234;2615621;4;20040316 13:30;;;108;COBALT ST;BROKEN HILL;2880;1012;M;20031208;20040206;40000;A;R;RESIDENCE;;CD;;0;AA428662;
C;234;2615621;4;20040316 13:30;19/17/759092;
D;234;2615621;4;20040316 13:30;P;;;;;;
D;234;2615621;4;20040316 13:30;V;;;;;;
D;234;2615621;4;20040316 13:30;V;;;;;;
D;234;2615621;4;20040316 13:30;V;;;;;;
B;234;2615692;5;20040316 13:30;;;164;CORNISH LANE;BROKEN HILL;2880;907.68;M;20040106;20040206;45000;A;R;RESIDENCE;;AJ;;0;AA441502;
C;234;2615692;5;20040316 13:30;B//315071;
D;234;2615692;5;20040316 13:30;P;;;;;;
D;234;2615692;5;20040316 13:30;V;;;;;;
B;234;2615740;6;20040316 13:30;;;193;CORNISH ST;BROKEN HILL;2880;;;20031031;20031211;53500;A;R;RESIDENCE;;AL;;0;AA466458;
C;234;2615740;6;20040316 13:30;A//364965;
D;234;2615740;6;20040316 13:30;P;;;;;;
D;234;2615740;6;20040316 13:30;V;;;;;;
B;234;2616027;7;20040316 13:30;;;239;CUMMINS LANE;BROKEN HILL;2880;1088;M;20040106;20040206;55000;A;R;RESIDENCE;;AS;;0;AA461389;
C;234;2616027;7;20040316 13:30;552//702056;
D;234;2616027;7;20040316 13:30;P;;;;;;
D;234;2616027;7;20040316 13:30;P;;;;;;
D;234;2616027;7;20040316 13:30;V;;;;;;
D;234;2616027;7;20040316 13:30;V;;;;;;
B;234;2617854;8;20040316 13:30;;;;KANANDAH PL;BROKEN HILL;2880;9371;M;20031105;20031128;110000;A;3;INDUSTRIAL;;NK;;0;AA429580;
C;234;2617854;8;20040316 13:30;21, 22//258288;
D;234;2617854;8;20040316 13:30;P;;;;;;
D;234;2617854;8;20040316 13:30;V;;;;;;
B;234;2618430;9;20040316 13:30;;;684;LANE ST;BROKEN HILL;2880;;;20040129;20040213;135000;A;R;RESIDENCE;;CC;;0;AA446536;
C;234;2618430;9;20040316 13:30;2//22535;
D;234;2618430;9;20040316 13:30;P;;;;;;
D;234;2618430;9;20040316 13:30;V;;;;;;
B;234;2619242;10;20040316 13:30;;;493;MORGAN ST;BROKEN HILL;2880;1012;M;20031030;20031223;224000;A;R;RESIDENCE;;AY;;0;AA460153;
C;234;2619242;10;20040316 13:30;A//335061;
D;234;2619242;10;20040316 13:30;P;;;;;;
D;234;2619242;10;20040316 13:30;P;;;;;;
D;234;2619242;10;20040316 13:30;V;;;;;;
B;234;2619979;11;20040316 13:30;;;333;OXIDE ST;BROKEN HILL;2880;524.9;M;20031218;20040213;49500;A;R;RESIDENCE;;HX;;0;AA450413;
C;234;2619979;11;20040316 13:30;2//954211;
D;234;2619979;11;20040316 13:30;P;;;;;;
D;234;2619979;11;20040316 13:30;V;;;;;;
B;234;2621612;12;20040316 13:30;;;417;THOMAS ST;BROKEN HILL;2880;562.7;M;20031202;20031202;90000;A;R;RESIDENCE;;HX;;0;AA451925;
C;234;2621612;12;20040316 13:30;743//665797;
