A;021;20040202 11:40;PTHIRLWELL;
B;021;410770;1;20040202 11:40;;;52;MARSDEN ST;BOOROWA;2586;2023;M;20000624;20000814;74000;Z;R;RESIDENCE;;ZA;AC;0;4285926;
C;021;410770;1;20040202 11:40;4/3/758139;
D;021;410770;1;20040202 11:40;P;;;;;;
D;021;410770;1;20040202 11:40;V;;;;;;
B;021;410801;2;20040202 11:40;;;18;NEW ST;BOOROWA;2586;803;M;20031125;20040109;65000;Z;R;RESIDENCE;;ZC;;0;AA342888;
C;021;410801;2;20040202 11:40;2/45/758139;
D;021;410801;2;20040202 11:40;P;;;;;;
D;021;410801;2;20040202 11:40;V;;;;;;
B;021;411389;3;20040202 11:40;;;;ROSE ST;REIDS FLAT;2586;1013;M;20031112;20031124;9800;Z;V;VACANT LAND;;ZR;;0;AA352689;
C;021;411389;3;20040202 11:40;20//1004263;
D;021;411389;3;20040202 11:40;P;;;;;;
D;021;411389;3;20040202 11:40;V;;;;;;
Z;14;3;3;6;
