A;187;20040202 11:53;PTHIRLWELL;
B;187;1848747;1;20040202 11:53;;;30;BAKER ST;GUNNEDAH;2380;877.7;M;20031113;20031218;135000;A;R;RESIDENCE;;AJ;;0;AA326969;
C;187;1848747;1;20040202 11:53;38//21824;
D;187;1848747;1;20040202 11:53;P;;;;;;
D;187;1848747;1;20040202 11:53;V;;;;;;
B;187;1849108;2;20040202 11:53;;;206;BLOOMFIELD ST;GUNNEDAH;2380;1012;M;20031201;20040112;82500;A;R;RESIDENCE;;AF;;0;AA324764;
C;187;1849108;2;20040202 11:53;1//512969;
D;187;1849108;2;20040202 11:53;P;;;;;;
D;187;1849108;2;20040202 11:53;V;;;;;;
B;187;1849198;3;20040202 11:53;;;137;BLOOMFIELD ST;GUNNEDAH;2380;1081.3;M;20031222;20040123;105000;B;R;RESIDENCE;;BC;;0;AA357295;
C;187;1849198;3;20040202 11:53;A//336497;
D;187;1849198;3;20040202 11:53;P;;;;;;
D;187;1849198;3;20040202 11:53;P;;;;;;
D;187;1849198;3;20040202 11:53;V;;;;;;
D;187;1849198;3;20040202 11:53;V;;;;;;
D;187;1849198;3;20040202 11:53;V;;;;;;
B;187;1849228;4;20040202 11:53;;;;BOGGABRI RD;GUNNEDAH;2380;10.41;H;20030818;20031126;55000;R;V;VACANT LAND;;WR;;0;AA295161;
C;187;1849228;4;20040202 11:53;2//715362 . WS 025886;
D;187;1849228;4;20040202 11:53;P;;;;;;
D;187;1849228;4;20040202 11:53;V;;;;;;
D;187;1849228;4;20040202 11:53;V;;;;;;
D;187;1849228;4;20040202 11:53;V;;;;;;
D;187;1849228;4;20040202 11:53;V;;;;;;
B;187;1850089;5;20040202 11:53;;;26 A;GEORGE ST;GUNNEDAH;2380;651.3;M;20031203;20040114;93000;A;R;RESIDENCE;;AA;;0;AA355241;
C;187;1850089;5;20040202 11:53;2//513131;
D;187;1850089;5;20040202 11:53;P;;;;;;
D;187;1850089;5;20040202 11:53;P;;;;;;
D;187;1850089;5;20040202 11:53;V;;;;;;
B;187;1850281;6;20040202 11:53;;;67;HERBERT ST;GUNNEDAH;2380;1227;M;20031210;20040116;120000;A;R;RESIDENCE;;AB;;0;AA353551;
C;187;1850281;6;20040202 11:53;41//226555;
D;187;1850281;6;20040202 11:53;P;;;;;;
D;187;1850281;6;20040202 11:53;V;;;;;;
B;187;1850590;7;20040202 11:53;;;6;JAEGER AVE;GUNNEDAH;2380;657.6;M;20031202;20040112;78000;A;R;RESIDENCE;;AA;;0;AA336413;
C;187;1850590;7;20040202 11:53;101//236719;
D;187;1850590;7;20040202 11:53;P;;;;;;
D;187;1850590;7;20040202 11:53;P;;;;;;
D;187;1850590;7;20040202 11:53;V;;;;;;
D;187;1850590;7;20040202 11:53;V;;;;;;
B;187;1850847;8;20040202 11:53;;1;12;LINCOLN ST;GUNNEDAH;2380;;;20031128;20040119;57500;;R;RESIDENCE;1;;;0;AA351301;
C;187;1850847;8;20040202 11:53;1//SP 40601;
D;187;1850847;8;20040202 11:53;P;;;;;;
D;187;1850847;8;20040202 11:53;V;;;;;;
B;187;1851397;9;20040202 11:53;;;58;OSRIC ST;GUNNEDAH;2380;1022;M;20031113;20031208;70000;A;R;RESIDENCE;;AF;;0;AA339538;
C;187;1851397;9;20040202 11:53;6A//312014;
D;187;1851397;9;20040202 11:53;P;;;;;;
D;187;1851397;9;20040202 11:53;P;;;;;;
D;187;1851397;9;20040202 11:53;P;;;;;;
D;187;1851397;9;20040202 11:53;P;;;;;;
D;187;1851397;9;20040202 11:53;V;;;;;;
B;187;1851461;10;20040202 11:53;;;26;PALMER CRES;GUNNEDAH;2380;1080;M;20031212;20040119;200000;A;R;RESIDENCE;;AD;;0;AA355366;
C;187;1851461;10;20040202 11:53;1//590056;
D;187;1851461;10;20040202 11:53;P;;;;;;
D;187;1851461;10;20040202 11:53;P;;;;;;
D;187;1851461;10;20040202 11:53;V;;;;;;
B;187;1851727;11;20040202 11:53;;;7;SCHWAGER ST;GUNNEDAH;2380;904.2;M;20030925;20031107;65000;A;R;RESIDENCE;;AA;;0;AA339041;
C;187;1851727;11;20040202 11:53;21//236719;
D;187;1851727;11;20040202 11:53;P;;;;;;
D;187;1851727;11;20040202 11:53;V;;;;;;
B;187;1851897;12;20040202 11:53;;;104;STOCK RD;GUNNEDAH;2380;1018;M;20031224;20040114;166000;A;R;RESIDENCE;;AJ;;0;AA349459;
C;187;1851897;12;20040202 11:53;A//402584;
D;187;1851897;12;20040202 11:53;P;;;;;;
D;187;1851897;12;20040202 11:53;P;;;;;;
D;187;1851897;12;20040202 11:53;V;;;;;;
B;187;1852610;13;20040202 11:53;;;38;EVANS RD;GUNNEDAH;2380;2.419;H;20031118;20040116;345000;R;R;RESIDENCE;;FA;;0;AA347722;
C;187;1852610;13;20040202 11:53;81//827570;
D;187;1852610;13;20040202 11:53;P;;;;;;
D;187;1852610;13;20040202 11:53;P;;;;;;
