A;151;20050104 11:47;MASMITH;
B;151;1678698;1;20050104 11:47;;;11;ADAM ST;CASINO;2470;556.4;M;20040915;20040924;180000;A;R;RESIDENCE;;AD;;0;AB158512;
C;151;1678698;1;20050104 11:47;6/230925;
D;151;1678698;1;20050104 11:47;P;;;;;;
D;151;1678698;1;20050104 11:47;P;;;;;;
D;151;1678698;1;20050104 11:47;V;;;;;;
B;151;1678768;2;20050104 11:47;;;6;ARTHUR ST;CASINO;2470;756.3;M;20041108;20041220;160000;A;R;RESIDENCE;;AB;;0;AB179094;
C;151;1678768;2;20050104 11:47;9/33007;
D;151;1678768;2;20050104 11:47;P;;;;;;
D;151;1678768;2;20050104 11:47;V;;;;;;
D;151;1678768;2;20050104 11:47;V;;;;;;
B;151;1678875;3;20050104 11:47;;;76;BARKER ST;CASINO;2470;;;20041108;20041108;50000;A;R;RESIDENCE;;AC;;25;AB170975;
C;151;1678875;3;20050104 11:47;2/335514;
D;151;1678875;3;20050104 11:47;P;;;;;;
D;151;1678875;3;20050104 11:47;P;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
D;151;1678875;3;20050104 11:47;V;;;;;;
B;151;1679682;4;20050104 11:47;;;14;COLCHES ST;CASINO;2470;1189;M;20041115;20041209;128000;A;R;RESIDENCE;;AD;;0;AB169487;
C;151;1679682;4;20050104 11:47;5/28/758236;
D;151;1679682;4;20050104 11:47;P;;;;;;
D;151;1679682;4;20050104 11:47;P;;;;;;
D;151;1679682;4;20050104 11:47;V;;;;;;
B;151;1679803;5;20050104 11:47;;;31;CONVENT PDE;CASINO;2470;986.4;M;20041103;20041208;185000;A;R;RESIDENCE;;AC;;0;AB153743;
C;151;1679803;5;20050104 11:47;5/224489;
D;151;1679803;5;20050104 11:47;P;;;;;;
D;151;1679803;5;20050104 11:47;V;;;;;;
D;151;1679803;5;20050104 11:47;V;;;;;;
B;151;1681972;6;20050104 11:47;;;1;PAGAN AVE;CASINO;2470;582.4;M;20041118;20041210;258000;A;R;RESIDENCE;;AD;;0;AB169611;
C;151;1681972;6;20050104 11:47;2/249124;
D;151;1681972;6;20050104 11:47;P;;;;;;
D;151;1681972;6;20050104 11:47;P;;;;;;
D;151;1681972;6;20050104 11:47;V;;;;;;
B;151;1683411;7;20050104 11:47;;;72;RILEYS HILL RD;BROADWATER;2472;1189;M;20041029;20041126;885000;A;R;RESIDENCE;;DK;;0;AB153007;
C;151;1683411;7;20050104 11:47;9/249777;
D;151;1683411;7;20050104 11:47;P;;;;;;
D;151;1683411;7;20050104 11:47;P;;;;;;
D;151;1683411;7;20050104 11:47;V;;;;;;
B;151;1683878;8;20050104 11:47;;;93;RICHMOND TCE;CORAKI;2471;1012;M;20040716;20041015;750000;A;3;HOTEL;;BB;;0;AB153125;
C;151;1683878;8;20050104 11:47;1/34427;
D;151;1683878;8;20050104 11:47;P;;;;;;
D;151;1683878;8;20050104 11:47;P;;;;;;
D;151;1683878;8;20050104 11:47;V;;;;;;
D;151;1683878;8;20050104 11:47;V;;;;;;
B;151;1685367;9;20050104 11:47;;;;SUMMERLAND WAY;FAIRY HILL;2470;2;H;20040825;20041006;760000;R;R;RESIDENCE;;RC;;0;AB59056;
C;151;1685367;9;20050104 11:47;4/817939;
D;151;1685367;9;20050104 11:47;P;;;;;;
D;151;1685367;9;20050104 11:47;P;;;;;;
D;151;1685367;9;20050104 11:47;V;;;;;;
B;151;1685447;10;20050104 11:47;;;;SUMMERLAND WAY;FAIRY HILL;2470;106.39;H;20040825;20041006;760000;R;R;RESIDENCE;;RH;;0;AB59056;
C;151;1685447;10;20050104 11:47;2/809753 5/817939;
D;151;1685447;10;20050104 11:47;P;;;;;;
D;151;1685447;10;20050104 11:47;P;;;;;;
D;151;1685447;10;20050104 11:47;V;;;;;;
B;151;1685854;11;20050104 11:47;;;645;SHANNONBROOK RD;SHANNONBROOK;2470;78.12;H;20041029;20041203;515000;R;V;VACANT LAND;;RG;;0;AB163591;
C;151;1685854;11;20050104 11:47;3/585954;
D;151;1685854;11;20050104 11:47;P;;;;;;
D;151;1685854;11;20050104 11:47;P;;;;;;
D;151;1685854;11;20050104 11:47;V;;;;;;
B;151;1686248;12;20050104 11:47;;;;DUKE RD;BORA RIDGE;2471;42.66;H;20041008;20041105;85000;R;V;VACANT LAND;;RD;;0;AB152475;
C;151;1686248;12;20050104 11:47;20/739475;
D;151;1686248;12;20050104 11:47;P;;;;;;
D;151;1686248;12;20050104 11:47;P;;;;;;
D;151;1686248;12;20050104 11:47;V;;;;;;
B;151;1686794;13;20050104 11:47;;;150;HOGARTH RANGE RD;MONGOGARIE;2470;2.023;H;20041103;20041203;195000;R;V;VACANT LAND;;RC;;0;AB151521;
C;151;1686794;13;20050104 11:47;1/833641;
D;151;1686794;13;20050104 11:47;P;;;;;;
D;151;1686794;13;20050104 11:47;P;;;;;;
D;151;1686794;13;20050104 11:47;V;;;;;;
D;151;1686794;13;20050104 11:47;V;;;;;;
B;151;1687004;14;20050104 11:47;;;241;MANIFOLD RD;NORTH CASINO;2470;9981;M;20040906;20041006;357500;R;R;RESIDENCE;;RA;;0;AB154557;
C;151;1687004;14;20050104 11:47;33/832648;
D;151;1687004;14;20050104 11:47;P;;;;;;
D;151;1687004;14;20050104 11:47;V;;;;;;
D;151;1687004;14;20050104 11:47;V;;;;;;
B;151;1687063;15;20050104 11:47;;;30;HOLMES RD;BENTLEY;2480;2;H;20041210;20041210;325000;R;R;RESIDENCE;;RB;;0;AB169965;
C;151;1687063;15;20050104 11:47;821/710131;
D;151;1687063;15;20050104 11:47;P;;;;;;
D;151;1687063;15;20050104 11:47;P;;;;;;
D;151;1687063;15;20050104 11:47;V;;;;;;
B;151;1687719;16;20050104 11:47;;;55;UPPER STRATHEDEN RD;STRATHEDEN;2470;47.92;H;20041019;20041206;265000;R;R;RESIDENCE;;RH;;0;AB153772;
C;151;1687719;16;20050104 11:47;6/810178;
D;151;1687719;16;20050104 11:47;P;;;;;;
D;151;1687719;16;20050104 11:47;P;;;;;;
D;151;1687719;16;20050104 11:47;V;;;;;;
D;151;1687719;16;20050104 11:47;V;;;;;;
B;151;2851145;17;20050104 11:47;;;56;BOTTLEBRUSH CRES;EVANS HEAD;2473;948.6;M;20041104;20041130;480000;A;R;RESIDENCE;;DA;;0;AB172457;
C;151;2851145;17;20050104 11:47;102/1031888;
D;151;2851145;17;20050104 11:47;P;;;;;;
D;151;2851145;17;20050104 11:47;P;;;;;;
D;151;2851145;17;20050104 11:47;V;;;;;;
B;151;2977211;18;20050104 11:47;;;23;BELMORE ST;CORAKI;2471;1011;M;20041119;20041210;240000;A;R;RESIDENCE;;DG;;0;AB177511;
C;151;2977211;18;20050104 11:47;1/572374;
D;151;2977211;18;20050104 11:47;P;;;;;;
D;151;2977211;18;20050104 11:47;P;;;;;;
D;151;2977211;18;20050104 11:47;V;;;;;;
D;151;2977211;18;20050104 11:47;V;;;;;;
B;151;3089352;19;20050104 11:47;;;53;BANKSIA ST;EVANS HEAD;2473;711.1;M;20041106;20041208;200000;A;V;VACANT LAND;;DA;;0;AB170144;
