A;153;20040202 11:52;PTHIRLWELL;
B;153;1715805;1;20040202 11:52;;;1255;STOCKYARD CREEK RD;STOCKYARD CREEK;2460;40;H;20031015;20031224;140000;R;R;RESIDENCE;;CF;;0;AA346808;
C;153;1715805;1;20040202 11:52;2//736067;
D;153;1715805;1;20040202 11:52;P;;;;;;
D;153;1715805;1;20040202 11:52;P;;;;;;
D;153;1715805;1;20040202 11:52;V;;;;;;
D;153;1715805;1;20040202 11:52;V;;;;;;
B;153;1716092;2;20040202 11:52;;;956;STOCKYARD CREEK RD;STOCKYARD CREEK;2460;44.6;H;20031117;20031219;125000;R;3;FARM;;CF;;0;AA332638;
C;153;1716092;2;20040202 11:52;203//813714;
D;153;1716092;2;20040202 11:52;P;;;;;;
D;153;1716092;2;20040202 11:52;P;;;;;;
D;153;1716092;2;20040202 11:52;V;;;;;;
B;153;1716183;3;20040202 11:52;;;48;GRAFTON ST;COPMANHURST;2460;1897;M;20031202;20031222;98000;Z;R;RESIDENCE;;KC;;0;AA312966;
C;153;1716183;3;20040202 11:52;7/12/758290;
D;153;1716183;3;20040202 11:52;P;;;;;;
D;153;1716183;3;20040202 11:52;P;;;;;;
D;153;1716183;3;20040202 11:52;V;;;;;;
B;153;1717185;4;20040202 11:52;;;30;MARTIN CRES;JUNCTION HILL;2460;805;M;20031201;20031209;240000;Z;R;RESIDENCE;;JT;;0;AA322678;
C;153;1717185;4;20040202 11:52;10//848903;
D;153;1717185;4;20040202 11:52;P;;;;;;
D;153;1717185;4;20040202 11:52;P;;;;;;
D;153;1717185;4;20040202 11:52;V;;;;;;
B;153;2901618;5;20040202 11:52;;;291;GREBERTS RD;WHITEMAN CREEK;2460;307.56;H;20031008;20031217;160000;R;R;RESIDENCE;;CA;;0;AA303004;
C;153;2901618;5;20040202 11:52;8, 9, 10, 23//751361;
D;153;2901618;5;20040202 11:52;P;;;;;;
D;153;2901618;5;20040202 11:52;P;;;;;;
D;153;2901618;5;20040202 11:52;V;;;;;;
D;153;2901618;5;20040202 11:52;V;;;;;;
B;153;3058134;6;20040202 11:52;TARA;;2201;CLARENCE WAY;COPMANHURST;2460;21.48;H;20031016;20031222;246000;;R;RESIDENCE;;;;0;AA322633;
C;153;3058134;6;20040202 11:52;12//751366;
D;153;3058134;6;20040202 11:52;P;;;;;;
D;153;3058134;6;20040202 11:52;P;;;;;;
D;153;3058134;6;20040202 11:52;V;;;;;;
Z;34;6;6;20;
