A;089;20040601 11:50;PDANN;
B;089;803249;1;20040601 11:50;;;46;ABERDEEN RD;WINSTON HILLS;2153;556.4;M;20040407;20040519;432000;A;R;RESIDENCE;;CB;;0;AA664730;
C;089;803249;1;20040601 11:50;372//235664;
D;089;803249;1;20040601 11:50;P;;;;;;
D;089;803249;1;20040601 11:50;P;;;;;;
D;089;803249;1;20040601 11:50;V;;;;;;
B;089;803382;2;20040601 11:50;;;7;ADAM ST;GUILDFORD;2161;;;20040315;20040422;425000;A;R;RESIDENCE;;BC;;0;AA656994;
C;089;803382;2;20040601 11:50;7/5/945;
D;089;803382;2;20040601 11:50;P;;;;;;
D;089;803382;2;20040601 11:50;P;;;;;;
D;089;803382;2;20040601 11:50;V;;;;;;
B;089;803384;3;20040601 11:50;;;3;ADAM ST;GUILDFORD;2161;;;20040524;20040524;266666;A;R;RESIDENCE;;BC;;0;AA672534;
C;089;803384;3;20040601 11:50;5/5/945;
D;089;803384;3;20040601 11:50;P;;;;;;
D;089;803384;3;20040601 11:50;V;;;;;;
D;089;803384;3;20040601 11:50;V;;;;;;
D;089;803384;3;20040601 11:50;V;;;;;;
D;089;803384;3;20040601 11:50;V;;;;;;
B;089;803397;4;20040601 11:50;;;36;ADAM ST;GUILDFORD;2161;556.4;M;20040318;20040512;285000;A;V;VACANT LAND;;CX;;0;AA668780;
C;089;803397;4;20040601 11:50;44/8/945;
D;089;803397;4;20040601 11:50;P;;;;;;
D;089;803397;4;20040601 11:50;V;;;;;;
B;089;803468;5;20040601 11:50;;;22;ADDERTON RD;DUNDAS;2117;834.7;M;20011026;20011220;350000;A;R;RESIDENCE;;AK;AC;0;8241202;
C;089;803468;5;20040601 11:50;6//20393;
D;089;803468;5;20040601 11:50;P;;;;;;
D;089;803468;5;20040601 11:50;V;;;;;;
B;089;803587;6;20040601 11:50;;;111;ADDERTON RD;DUNDAS;2117;;;20040416;20040511;700000;A;R;RESIDENCE;;AE;;0;AA666691;
C;089;803587;6;20040601 11:50;9//13544;
