A;575;20050104 11:54;MASMITH;
B;575;2693638;1;20050104 11:54;;;14;ADJIN ST;MOUNT AUSTIN;2650;673.3;M;20041104;20041202;220000;A;R;RESIDENCE;;DZ;;0;AB169896;
C;575;2693638;1;20050104 11:54;37/260995;
D;575;2693638;1;20050104 11:54;P;;;;;;
D;575;2693638;1;20050104 11:54;P;;;;;;
D;575;2693638;1;20050104 11:54;V;;;;;;
D;575;2693638;1;20050104 11:54;V;;;;;;
B;575;2695881;2;20050104 11:54;;;58;BOURKE ST;WAGGA WAGGA;2650;916.9;M;20041012;20041126;169300;A;R;RESIDENCE;;CM;;0;AB172044;
C;575;2695881;2;20050104 11:54;2/535135;
D;575;2695881;2;20050104 11:54;P;;;;;;
D;575;2695881;2;20050104 11:54;V;;;;;;
D;575;2695881;2;20050104 11:54;V;;;;;;
D;575;2695881;2;20050104 11:54;V;;;;;;
B;575;2696055;3;20050104 11:54;;;18;BROAD ST;WAGGA WAGGA;2650;543.8;M;20041021;20041206;232000;A;R;RESIDENCE;;CL;;0;AB162615;
C;575;2696055;3;20050104 11:54;A/182980;
D;575;2696055;3;20050104 11:54;P;;;;;;
D;575;2696055;3;20050104 11:54;P;;;;;;
D;575;2696055;3;20050104 11:54;V;;;;;;
B;575;2697263;4;20050104 11:54;;;24;CONDON AVE;MOUNT AUSTIN;2650;575.4;M;20041025;20041119;168000;A;R;RESIDENCE;;CN;;0;AB156660;
C;575;2697263;4;20050104 11:54;53/207740;
D;575;2697263;4;20050104 11:54;P;;;;;;
D;575;2697263;4;20050104 11:54;P;;;;;;
D;575;2697263;4;20050104 11:54;V;;;;;;
D;575;2697263;4;20050104 11:54;V;;;;;;
B;575;2697264;5;20050104 11:54;;;22;CONDON AVE;MOUNT AUSTIN;2650;575.4;M;20041014;20041022;198000;A;R;RESIDENCE;;CN;AC;0;AB154466;
C;575;2697264;5;20050104 11:54;54/207740;
D;575;2697264;5;20050104 11:54;P;;;;;;
