A;191;20040202 11:54;PTHIRLWELL;
B;191;1861991;1;20040202 11:54;WOODLYN;;;GLENBROOK RD;MANILLA;2346;294.9;H;20031018;20031201;500000;R;3;FARM;;AB;;0;AA308754;
C;191;1861991;1;20040202 11:54;1//256118 13, 21, 22, 50, 51, 72, 73, 172//752169;
D;191;1861991;1;20040202 11:54;P;;;;;;
D;191;1861991;1;20040202 11:54;P;;;;;;
D;191;1861991;1;20040202 11:54;V;;;;;;
B;191;1862513;2;20040202 11:54;;;4;CARINYA AVE;MANILLA;2346;815.7;M;20031121;20031218;98000;Z;R;RESIDENCE;;ZE;;0;AA332738;
C;191;1862513;2;20040202 11:54;78//243265;
D;191;1862513;2;20040202 11:54;P;;;;;;
D;191;1862513;2;20040202 11:54;P;;;;;;
D;191;1862513;2;20040202 11:54;V;;;;;;
D;191;1862513;2;20040202 11:54;V;;;;;;
B;191;1862707;3;20040202 11:54;;;16;KAMILAROI CRES;MANILLA;2346;867.2;M;20030925;20031106;110000;Z;R;RESIDENCE;;ZE;;0;AA318637;
C;191;1862707;3;20040202 11:54;110//245298;
D;191;1862707;3;20040202 11:54;P;;;;;;
D;191;1862707;3;20040202 11:54;V;;;;;;
D;191;1862707;3;20040202 11:54;V;;;;;;
B;191;1863426;4;20040202 11:54;;;81;STRAFFORD ST;MANILLA;2346;1688;M;20031205;20040114;110000;Z;R;RESIDENCE;;ZC;;0;AA350949;
C;191;1863426;4;20040202 11:54;18/3/5787;
D;191;1863426;4;20040202 11:54;P;;;;;;
D;191;1863426;4;20040202 11:54;V;;;;;;
B;191;1863598;5;20040202 11:54;WEEMILAH;;;BUENA VISTA RD;UPPER MANILLA;2346;455.8;H;20030828;20031013;750000;R;3;FARM;;MF;;0;AA244908;
C;191;1863598;5;20040202 11:54;1//399661 1//399662 1//399663 1//399664 1//399665 1//399666 1//399667 ;
C;191;1863598;5;20040202 11:54;1//399668 1//399669 PT 4, PT 5, 44, 45, 128//752201 PT 2, PT 3, PT 4, ;
C;191;1863598;5;20040202 11:54;PT 5, PT 7, 27, 32, 52, 78, 79//752204 . . WS 022298 WS 034239 WB 0115;
C;191;1863598;5;20040202 11:54;04;
D;191;1863598;5;20040202 11:54;P;;;;;;
D;191;1863598;5;20040202 11:54;V;;;;;;
D;191;1863598;5;20040202 11:54;V;;;;;;
B;191;3041388;6;20040202 11:54;;;;STATION ST;MANILLA;2346;3736;M;20031029;20040101;22426;Z;V;VACANT LAND;;ZW;;0;AA329247;
C;191;3041388;6;20040202 11:54;11//1061452;
D;191;3041388;6;20040202 11:54;P;;;;;;
D;191;3041388;6;20040202 11:54;V;;;;;;
Z;34;6;9;17;
