A;001;20040202 11:36;PTHIRLWELL;
B;001;96;1;20040202 11:36;;;12;ABERDARE RD;CESSNOCK;2325;;;20030910;20031205;260000;A;V;VACANT LAND;;GB;;0;AA343325;
C;001;96;1;20040202 11:36;1/B/4269;
D;001;96;1;20040202 11:36;P;;;;;;
D;001;96;1;20040202 11:36;V;;;;;;
D;001;96;1;20040202 11:36;V;;;;;;
B;001;404;2;20040202 11:36;;;128;CONGEWAI ST;ABERDARE;2325;;;20031205;20040116;234000;A;R;RESIDENCE;;GA;;0;AA347903;
C;001;404;2;20040202 11:36;13/19/758002;
D;001;404;2;20040202 11:36;P;;;;;;
D;001;404;2;20040202 11:36;P;;;;;;
D;001;404;2;20040202 11:36;V;;;;;;
B;001;443;3;20040202 11:36;;;48;CONGEWAI ST;ABERDARE;2325;;;20031101;20031215;225500;A;R;RESIDENCE;;GA;;0;AA335960;
C;001;443;3;20040202 11:36;17/16/758002;
D;001;443;3;20040202 11:36;P;;;;;;
D;001;443;3;20040202 11:36;P;;;;;;
D;001;443;3;20040202 11:36;V;;;;;;
D;001;443;3;20040202 11:36;V;;;;;;
B;001;811;4;20040202 11:36;;;2;GRETA ST;ABERDARE;2325;1012;M;20031110;20031219;285000;A;R;RESIDENCE;;GA;;0;AA353488;
C;001;811;4;20040202 11:36;17/42/758002;
D;001;811;4;20040202 11:36;P;;;;;;
D;001;811;4;20040202 11:36;P;;;;;;
D;001;811;4;20040202 11:36;V;;;;;;
B;001;1197;5;20040202 11:36;;;29;MELBOURNE ST;ABERDARE;2325;1012;M;20030930;20031201;255000;A;R;RESIDENCE;;GA;;0;AA309667;
C;001;1197;5;20040202 11:36;6/15/758002;
D;001;1197;5;20040202 11:36;P;;;;;;
D;001;1197;5;20040202 11:36;V;;;;;;
D;001;1197;5;20040202 11:36;V;;;;;;
B;001;2108;6;20040202 11:36;;;205;CESSNOCK RD;ABERMAIN;2326;303.5;M;20031128;20040112;70000;B;3;SHOP;;CG;;0;AA340551;
C;001;2108;6;20040202 11:36;1//315142;
D;001;2108;6;20040202 11:36;P;;;;;;
D;001;2108;6;20040202 11:36;V;;;;;;
B;001;2204;7;20040202 11:36;;;5;ABERMAIN ST;ABERMAIN;2326;810;M;20031117;20031128;165000;A;R;RESIDENCE;;HA;;0;AA356384;
C;001;2204;7;20040202 11:36;3/1/4577;
D;001;2204;7;20040202 11:36;P;;;;;;
D;001;2204;7;20040202 11:36;P;;;;;;
D;001;2204;7;20040202 11:36;V;;;;;;
B;001;3083;8;20040202 11:36;;;4;SHORT ST;ELLALONG;2325;1771;M;20030602;20030901;280000;R;R;RESIDENCE;;RZ;;0;AA331874;
C;001;3083;8;20040202 11:36;8/22/758382;
D;001;3083;8;20040202 11:36;P;;;;;;
D;001;3083;8;20040202 11:36;P;;;;;;
D;001;3083;8;20040202 11:36;V;;;;;;
D;001;3083;8;20040202 11:36;V;;;;;;
B;001;3199;9;20040202 11:36;;;14;CAMBAGE ST;BELLBIRD;2325;;;20031003;20031203;222000;A;R;RESIDENCE;;GN;;0;AA321191;
C;001;3199;9;20040202 11:36;9/1/758082;
D;001;3199;9;20040202 11:36;P;;;;;;
D;001;3199;9;20040202 11:36;P;;;;;;
D;001;3199;9;20040202 11:36;V;;;;;;
D;001;3199;9;20040202 11:36;V;;;;;;
B;001;3766;10;20040202 11:36;;;249;MATHIESON ST;BELLBIRD;2325;;;20031119;20040109;234000;A;R;RESIDENCE;;GN;;0;AA325500;
C;001;3766;10;20040202 11:36;53//7802;
D;001;3766;10;20040202 11:36;P;;;;;;
D;001;3766;10;20040202 11:36;P;;;;;;
D;001;3766;10;20040202 11:36;V;;;;;;
D;001;3766;10;20040202 11:36;V;;;;;;
B;001;3943;11;20040202 11:36;;;5;WATSON ST;BELLBIRD;2325;1012;M;20031107;20031223;245000;A;R;RESIDENCE;;GN;;0;AA337576;
C;001;3943;11;20040202 11:36;7/11/6821;
D;001;3943;11;20040202 11:36;P;;;;;;
D;001;3943;11;20040202 11:36;V;;;;;;
D;001;3943;11;20040202 11:36;V;;;;;;
B;001;4026;12;20040202 11:36;;;358;WOLLOMBI RD;BELLBIRD;2325;910.5;M;20001124;20031127;97500;A;R;RESIDENCE;;GN;;0;AA328509;
C;001;4026;12;20040202 11:36;1/E/6264;
D;001;4026;12;20040202 11:36;P;;;;;;
D;001;4026;12;20040202 11:36;P;;;;;;
D;001;4026;12;20040202 11:36;V;;;;;;
B;001;4183;13;20040202 11:36;;;11;BRIDGE ST;BRANXTON;2335;;;20031106;20031211;217000;A;R;RESIDENCE;;FA;;0;AA307235;
C;001;4183;13;20040202 11:36;1/12/8027;
D;001;4183;13;20040202 11:36;P;;;;;;
D;001;4183;13;20040202 11:36;V;;;;;;
D;001;4183;13;20040202 11:36;V;;;;;;
B;001;4193;14;20040202 11:36;;;4;DRINAN ST;BRANXTON;2335;551.1;M;20031029;20031208;95000;A;3;POST OFFICE;;FA;;0;AA337043;
C;001;4193;14;20040202 11:36;1//774297;
D;001;4193;14;20040202 11:36;P;;;;;;
D;001;4193;14;20040202 11:36;P;;;;;;
D;001;4193;14;20040202 11:36;V;;;;;;
B;001;4332;15;20040202 11:36;;1;10;GRAPE ST;EAST BRANXTON;2335;;;20031121;20031219;182000;;R;RESIDENCE;1;;;0;AA347067;
C;001;4332;15;20040202 11:36;1//SP 46521;
D;001;4332;15;20040202 11:36;P;;;;;;
D;001;4332;15;20040202 11:36;V;;;;;;
B;001;4873;16;20040202 11:36;;;5;VICTORIA ST;EAST BRANXTON;2335;;;20031017;20031124;265000;A;R;RESIDENCE;;FA;;0;AA201281;
C;001;4873;16;20040202 11:36;17/B/1539;
D;001;4873;16;20040202 11:36;P;;;;;;
D;001;4873;16;20040202 11:36;V;;;;;;
D;001;4873;16;20040202 11:36;V;;;;;;
B;001;5149;17;20040202 11:36;;;131;ALKIRA AVE;CESSNOCK;2325;597;M;20031125;20031219;257000;A;R;RESIDENCE;;GD;;0;AA326826;
C;001;5149;17;20040202 11:36;176//813145;
D;001;5149;17;20040202 11:36;P;;;;;;
