A;026;20040202 11:40;PTHIRLWELL;
B;026;421681;1;20040202 11:40;;;;PH BELMORE;BINDA;2583;20.23;H;20031126;20031222;193000;R;R;RESIDENCE;;RC;;0;AA326852;
C;026;421681;1;20040202 11:40;215//753010;
D;026;421681;1;20040202 11:40;P;;;;;;
D;026;421681;1;20040202 11:40;P;;;;;;
D;026;421681;1;20040202 11:40;V;;;;;;
B;026;422562;2;20040202 11:40;;;7;FINDHORN ST;CROOKWELL;2583;1062;M;20031121;20031219;151000;A;R;RESIDENCE;;AA;;0;AA321220;
C;026;422562;2;20040202 11:40;1//937019;
D;026;422562;2;20040202 11:40;P;;;;;;
D;026;422562;2;20040202 11:40;P;;;;;;
D;026;422562;2;20040202 11:40;V;;;;;;
B;026;422995;3;20040202 11:40;;;;PARKER ST;CROOKWELL;2583;682.5;M;20031122;20031219;50000;A;V;VACANT LAND;;AB;;0;AA335551;
C;026;422995;3;20040202 11:40;34//250695;
D;026;422995;3;20040202 11:40;P;;;;;;
D;026;422995;3;20040202 11:40;V;;;;;;
D;026;422995;3;20040202 11:40;V;;;;;;
B;026;423477;4;20040202 11:40;;;;PH GRABBEN GULLEN;CROOKWELL;2583;1.943;H;20031216;20040106;70000;R;V;VACANT LAND;;VF;;0;AA356776;
C;026;423477;4;20040202 11:40;3//882389;
D;026;423477;4;20040202 11:40;P;;;;;;
D;026;423477;4;20040202 11:40;P;;;;;;
D;026;423477;4;20040202 11:40;V;;;;;;
B;026;424052;5;20040202 11:40;;;176;LUCKY SWAMP RD;CROOKED CORNER;2583;372;H;20031120;20031223;750000;R;3;FARM;;GC;;0;AA321393;
C;026;424052;5;20040202 11:40;62//753048;
D;026;424052;5;20040202 11:40;P;;;;;;
D;026;424052;5;20040202 11:40;P;;;;;;
D;026;424052;5;20040202 11:40;P;;;;;;
D;026;424052;5;20040202 11:40;V;;;;;;
B;026;3039301;6;20040202 11:40;;;;LAVER PL;CROOKWELL;2583;833.6;M;20031016;20031205;43000;;V;VACANT LAND;;;;0;AA313330;
C;026;3039301;6;20040202 11:40;1//1060916;
D;026;3039301;6;20040202 11:40;P;;;;;;
D;026;3039301;6;20040202 11:40;P;;;;;;
D;026;3039301;6;20040202 11:40;V;;;;;;
D;026;3039301;6;20040202 11:40;V;;;;;;
Z;34;6;6;20;
