A;109;20050104 11:44;MASMITH;
B;109;1213358;1;20050104 11:44;;;;BARTON PH PORS;ORANGE;2800;152.51;H;20041016;20041129;1205000;R;3;FARM/RURAL;;RE;;0;AB159767;
C;109;1213358;1;20050104 11:44;52, 166, 173/750131 52/1071718;
D;109;1213358;1;20050104 11:44;P;;;;;;
D;109;1213358;1;20050104 11:44;V;;;;;;
D;109;1213358;1;20050104 11:44;V;;;;;;
B;109;1214170;2;20050104 11:44;;;23;FORBES ST;YEOVAL;2868;1239;M;20041111;20041126;100000;Z;R;RESIDENCE;;VY;;0;AB161750;
C;109;1214170;2;20050104 11:44;1/312315 2/317582;
D;109;1214170;2;20050104 11:44;P;;;;;;
D;109;1214170;2;20050104 11:44;P;;;;;;
D;109;1214170;2;20050104 11:44;P;;;;;;
D;109;1214170;2;20050104 11:44;V;;;;;;
B;109;1215106;3;20050104 11:44;;;;WINDMILL CL;LEWIS PONDS;2800;2.402;H;20041101;20041130;350000;R;R;RESIDENCE;;HH;;0;AB162501;
C;109;1215106;3;20050104 11:44;21/1014699;
D;109;1215106;3;20050104 11:44;P;;;;;;
D;109;1215106;3;20050104 11:44;P;;;;;;
D;109;1215106;3;20050104 11:44;V;;;;;;
B;109;1215112;4;20050104 11:44;;;;THE WATER WAY;LEWIS PONDS;2800;2.013;H;20041104;20041210;245000;R;R;RESIDENCE;;HH;;0;AB157872;
C;109;1215112;4;20050104 11:44;26/1014699;
D;109;1215112;4;20050104 11:44;P;;;;;;
D;109;1215112;4;20050104 11:44;P;;;;;;
D;109;1215112;4;20050104 11:44;V;;;;;;
D;109;1215112;4;20050104 11:44;V;;;;;;
D;109;1215112;4;20050104 11:44;V;;;;;;
D;109;1215112;4;20050104 11:44;V;;;;;;
B;109;1215993;5;20050104 11:44;;;9;WADDELL ST;CANOWINDRA;2804;2112;M;20041110;20041215;150000;Z;R;RESIDENCE;;NC;;0;AB174130;
C;109;1215993;5;20050104 11:44;16, 17/3/978016;
D;109;1215993;5;20050104 11:44;P;;;;;;
D;109;1215993;5;20050104 11:44;V;;;;;;
D;109;1215993;5;20050104 11:44;V;;;;;;
B;109;1216267;6;20050104 11:44;;;1;MAIN ST;CUDAL;2864;885.2;M;20041125;20041208;41000;Z;R;RESIDENCE;;VX;;0;AB153031;
C;109;1216267;6;20050104 11:44;1/119659;
D;109;1216267;6;20050104 11:44;P;;;;;;
D;109;1216267;6;20050104 11:44;V;;;;;;
D;109;1216267;6;20050104 11:44;V;;;;;;
D;109;1216267;6;20050104 11:44;V;;;;;;
B;109;1217108;7;20050104 11:44;;;47;CUDAL ST;MANILDRA;2865;1619;M;20041104;20041202;75000;Z;R;RESIDENCE;;VM;;0;AB169401;
C;109;1217108;7;20050104 11:44;3/28/758643;
D;109;1217108;7;20050104 11:44;P;;;;;;
D;109;1217108;7;20050104 11:44;P;;;;;;
D;109;1217108;7;20050104 11:44;V;;;;;;
B;109;1218478;8;20050104 11:44;;;29;SMITH ST;MOLONG;2866;1698;M;20041119;20041210;320000;Z;R;RESIDENCE;;AB;;0;AB157170;
C;109;1218478;8;20050104 11:44;718/805014;
D;109;1218478;8;20050104 11:44;P;;;;;;
D;109;1218478;8;20050104 11:44;P;;;;;;
D;109;1218478;8;20050104 11:44;V;;;;;;
D;109;1218478;8;20050104 11:44;V;;;;;;
B;109;1218581;9;20050104 11:44;;;7;WELLINGTON ST;MOLONG;2866;1189;M;20041012;20041109;160000;Z;R;RESIDENCE;;AB;;0;AB112394;
C;109;1218581;9;20050104 11:44;12/38115;
D;109;1218581;9;20050104 11:44;P;;;;;;
D;109;1218581;9;20050104 11:44;V;;;;;;
B;109;1218654;10;20050104 11:44;;;;MULYAN PH PORS;MULLION CREEK;2800;2.912;H;20041105;20041213;435000;R;3;;;HB;;0;AB169438;
C;109;1218654;10;20050104 11:44;C/33623;
D;109;1218654;10;20050104 11:44;P;;;;;;
D;109;1218654;10;20050104 11:44;P;;;;;;
D;109;1218654;10;20050104 11:44;V;;;;;;
