A;114;20040202 11:47;PTHIRLWELL;
B;114;1222424;1;20040202 11:47;;;22;ARMSTRONG CRES;DUBBO;2830;589.9;M;20030926;20031121;79000;A;R;RESIDENCE;;AN;;0;AA327226;
C;114;1222424;1;20040202 11:47;127//251858;
D;114;1222424;1;20040202 11:47;P;;;;;;
D;114;1222424;1;20040202 11:47;P;;;;;;
D;114;1222424;1;20040202 11:47;V;;;;;;
D;114;1222424;1;20040202 11:47;V;;;;;;
B;114;1222683;2;20040202 11:47;;;8;BANKSIA CRES;DUBBO;2830;948.5;M;20031128;20040119;170000;A;R;RESIDENCE;;AH;;0;AA358630;
C;114;1222683;2;20040202 11:47;8/57/238499;
D;114;1222683;2;20040202 11:47;P;;;;;;
D;114;1222683;2;20040202 11:47;P;;;;;;
D;114;1222683;2;20040202 11:47;V;;;;;;
D;114;1222683;2;20040202 11:47;V;;;;;;
B;114;1223374;3;20040202 11:47;;;9;BIRKDALE CL;DUBBO;2830;1028;M;20031118;20031223;300000;A;R;RESIDENCE;;EA;;0;AA323735;
C;114;1223374;3;20040202 11:47;229//853256;
D;114;1223374;3;20040202 11:47;P;;;;;;
D;114;1223374;3;20040202 11:47;P;;;;;;
D;114;1223374;3;20040202 11:47;V;;;;;;
D;114;1223374;3;20040202 11:47;V;;;;;;
B;114;1223557;4;20040202 11:47;;;5;BORONIA PL;DUBBO;2830;730.1;M;20031110;20031222;225000;A;R;RESIDENCE;;AH;;0;AA336983;
C;114;1223557;4;20040202 11:47;13//826586;
D;114;1223557;4;20040202 11:47;P;;;;;;
D;114;1223557;4;20040202 11:47;P;;;;;;
D;114;1223557;4;20040202 11:47;V;;;;;;
B;114;1223652;5;20040202 11:47;;;111;BOUNDARY RD;DUBBO;2830;;;20031104;20031212;245000;A;R;RESIDENCE;;AC;;0;AA335895;
C;114;1223652;5;20040202 11:47;7//29487;
D;114;1223652;5;20040202 11:47;P;;;;;;
D;114;1223652;5;20040202 11:47;P;;;;;;
D;114;1223652;5;20040202 11:47;V;;;;;;
D;114;1223652;5;20040202 11:47;V;;;;;;
B;114;1223849;6;20040202 11:47;;;77;BOURKE ST;DUBBO;2830;809.4;M;20031105;20031128;130000;A;R;RESIDENCE;;DG;;0;AA347286;
C;114;1223849;6;20040202 11:47;1//136260;
D;114;1223849;6;20040202 11:47;P;;;;;;
D;114;1223849;6;20040202 11:47;P;;;;;;
D;114;1223849;6;20040202 11:47;V;;;;;;
D;114;1223849;6;20040202 11:47;V;;;;;;
B;114;1223980;7;20040202 11:47;;;294;BRISBANE ST;DUBBO;2830;771.4;M;20031121;20031223;175000;A;R;RESIDENCE;;AZ;;0;AA343234;
C;114;1223980;7;20040202 11:47;13//14888;
D;114;1223980;7;20040202 11:47;P;;;;;;
D;114;1223980;7;20040202 11:47;P;;;;;;
D;114;1223980;7;20040202 11:47;V;;;;;;
B;114;1224095;8;20040202 11:47;;;81;BRISBANE ST;DUBBO;2830;1355;M;20031003;20031114;85000;A;R;RESIDENCE;;DG;;0;AA328614;
C;114;1224095;8;20040202 11:47;1//783042;
D;114;1224095;8;20040202 11:47;P;;;;;;
D;114;1224095;8;20040202 11:47;P;;;;;;
D;114;1224095;8;20040202 11:47;P;;;;;;
D;114;1224095;8;20040202 11:47;V;;;;;;
B;114;1224143;9;20040202 11:47;;2;227;BRISBANE ST;DUBBO;2830;;;20031016;20031127;122000;;R;RESIDENCE;2;;;0;AA328855;
C;114;1224143;9;20040202 11:47;2//SP 9354;
D;114;1224143;9;20040202 11:47;P;;;;;;
D;114;1224143;9;20040202 11:47;P;;;;;;
D;114;1224143;9;20040202 11:47;V;;;;;;
B;114;1224280;10;20040202 11:47;;;158;BULTJE ST;DUBBO;2830;674.3;M;20031113;20040109;127500;A;R;RESIDENCE;;DF;;0;AA335003;
C;114;1224280;10;20040202 11:47;3//306323;
D;114;1224280;10;20040202 11:47;P;;;;;;
D;114;1224280;10;20040202 11:47;P;;;;;;
D;114;1224280;10;20040202 11:47;V;;;;;;
B;114;1224514;11;20040202 11:47;;;21;BUNINYONG RD;DUBBO;2830;1.255;H;20030912;20031024;430000;A;R;RESIDENCE;;GA;;0;AA313161;
C;114;1224514;11;20040202 11:47;9//263644;
D;114;1224514;11;20040202 11:47;P;;;;;;
D;114;1224514;11;20040202 11:47;P;;;;;;
D;114;1224514;11;20040202 11:47;V;;;;;;
B;114;1224637;12;20040202 11:47;;;10;CADELL ST;DUBBO;2830;1185;M;20031024;20031219;247500;A;R;RESIDENCE;;DF;;0;AA326996;
C;114;1224637;12;20040202 11:47;B//155102;
D;114;1224637;12;20040202 11:47;P;;;;;;
D;114;1224637;12;20040202 11:47;P;;;;;;
D;114;1224637;12;20040202 11:47;V;;;;;;
B;114;1224695;13;20040202 11:47;;;16;CARLING CT;DUBBO;2830;592.7;M;20031201;20040109;200000;A;R;RESIDENCE;;AL;;0;AA335095;
C;114;1224695;13;20040202 11:47;8//872991;
D;114;1224695;13;20040202 11:47;P;;;;;;
D;114;1224695;13;20040202 11:47;V;;;;;;
D;114;1224695;13;20040202 11:47;V;;;;;;
B;114;1224960;14;20040202 11:47;;;8;CHANARA CRES;DUBBO;2830;4000;M;20030818;20040107;580000;A;R;RESIDENCE;;GA;;0;AA330424;
C;114;1224960;14;20040202 11:47;10//1012545;
D;114;1224960;14;20040202 11:47;P;;;;;;
D;114;1224960;14;20040202 11:47;P;;;;;;
D;114;1224960;14;20040202 11:47;V;;;;;;
D;114;1224960;14;20040202 11:47;V;;;;;;
B;114;1225159;15;20040202 11:47;;;1;CLEARWATER PL;DUBBO;2830;1290;M;20031118;20031219;330000;A;R;RESIDENCE;;EA;;0;AA335256;
C;114;1225159;15;20040202 11:47;16//814789;
D;114;1225159;15;20040202 11:47;P;;;;;;
D;114;1225159;15;20040202 11:47;P;;;;;;
D;114;1225159;15;20040202 11:47;V;;;;;;
D;114;1225159;15;20040202 11:47;V;;;;;;
B;114;1225220;16;20040202 11:47;;;76;COBBORA RD;DUBBO;2830;784.1;M;20031112;20031222;152000;A;R;RESIDENCE;;AP;;0;AA352567;
C;114;1225220;16;20040202 11:47;C//397601;
D;114;1225220;16;20040202 11:47;P;;;;;;
D;114;1225220;16;20040202 11:47;P;;;;;;
D;114;1225220;16;20040202 11:47;V;;;;;;
D;114;1225220;16;20040202 11:47;V;;;;;;
B;114;1225523;17;20040202 11:47;;;4;CONDON PL;DUBBO;2830;620.7;M;20030918;20031224;135000;A;V;VACANT LAND;;AF;;0;AA328918;
C;114;1225523;17;20040202 11:47;34//252838;
D;114;1225523;17;20040202 11:47;P;;;;;;
D;114;1225523;17;20040202 11:47;P;;;;;;
D;114;1225523;17;20040202 11:47;V;;;;;;
D;114;1225523;17;20040202 11:47;V;;;;;;
B;114;1226082;18;20040202 11:47;;;246 A;DARLING ST;DUBBO;2830;840.5;M;20031203;20040109;270000;A;R;RESIDENCE;;AD;;0;AA354772;
C;114;1226082;18;20040202 11:47;11//874268;
D;114;1226082;18;20040202 11:47;P;;;;;;
D;114;1226082;18;20040202 11:47;P;;;;;;
D;114;1226082;18;20040202 11:47;V;;;;;;
D;114;1226082;18;20040202 11:47;V;;;;;;
B;114;1227463;19;20040202 11:47;;;229;FITZROY ST;DUBBO;2830;696.8;M;20031015;20031126;140000;A;R;RESIDENCE;;AE;;0;AA301624;
C;114;1227463;19;20040202 11:47;4//11646;
D;114;1227463;19;20040202 11:47;P;;;;;;
D;114;1227463;19;20040202 11:47;P;;;;;;
D;114;1227463;19;20040202 11:47;V;;;;;;
D;114;1227463;19;20040202 11:47;V;;;;;;
B;114;1227563;20;20040202 11:47;;;1 B;FLINDERS CL;DUBBO;2830;321.6;M;20031114;20040109;146000;A;R;RESIDENCE;;AM;;0;AA350444;
C;114;1227563;20;20040202 11:47;181//809987;
D;114;1227563;20;20040202 11:47;P;;;;;;
D;114;1227563;20;20040202 11:47;V;;;;;;
