A;226;20040202 11:59;PTHIRLWELL;
B;226;2591527;1;20040202 11:59;;;69;BINALONG RD;BELIMBLA PARK;2570;2.923;H;20031103;20031218;627000;S;R;RESIDENCE;;SD;;0;AA321787;
C;226;2591527;1;20040202 11:59;27//28521;
D;226;2591527;1;20040202 11:59;P;;;;;;
D;226;2591527;1;20040202 11:59;P;;;;;;
D;226;2591527;1;20040202 11:59;V;;;;;;
B;226;2591950;2;20040202 11:59;;;27;BROUGHTON ST;WILTON;2571;975.8;M;20031031;20031215;445000;A;R;RESIDENCE;;AW;;0;AA344600;
C;226;2591950;2;20040202 11:59;8//800419;
D;226;2591950;2;20040202 11:59;P;;;;;;
D;226;2591950;2;20040202 11:59;P;;;;;;
D;226;2591950;2;20040202 11:59;V;;;;;;
D;226;2591950;2;20040202 11:59;V;;;;;;
B;226;2592046;3;20040202 11:59;;;111;BURRAGORANG RD;MOUNT HUNTER;2570;809.4;M;20031107;20031212;229950;A;R;RESIDENCE;;AJ;;0;AA335693;
C;226;2592046;3;20040202 11:59;8//39197;
D;226;2592046;3;20040202 11:59;P;;;;;;
D;226;2592046;3;20040202 11:59;V;;;;;;
B;226;2592097;4;20040202 11:59;;;1385;BURRAGORANG RD;OAKDALE;2570;11.56;H;20030722;20031223;860000;S;R;RESIDENCE;;SB;;0;AA304831;
C;226;2592097;4;20040202 11:59;1//372082;
D;226;2592097;4;20040202 11:59;P;;;;;;
D;226;2592097;4;20040202 11:59;P;;;;;;
D;226;2592097;4;20040202 11:59;P;;;;;;
D;226;2592097;4;20040202 11:59;P;;;;;;
D;226;2592097;4;20040202 11:59;V;;;;;;
B;226;2593042;5;20040202 11:59;;;7;CHIVERS PL;TAHMOOR;2573;988.5;M;20030424;20030610;272000;A;R;RESIDENCE;;AQ;;0;AA345204;
C;226;2593042;5;20040202 11:59;18//262360;
D;226;2593042;5;20040202 11:59;P;;;;;;
D;226;2593042;5;20040202 11:59;P;;;;;;
D;226;2593042;5;20040202 11:59;V;;;;;;
D;226;2593042;5;20040202 11:59;V;;;;;;
B;226;2593247;6;20040202 11:59;;;9;COBHAM ST;YANDERRA;2574;1315;M;20031110;20031219;240000;A;R;RESIDENCE;;AX;;0;AA345564;
C;226;2593247;6;20040202 11:59;47//13114;
D;226;2593247;6;20040202 11:59;P;;;;;;
D;226;2593247;6;20040202 11:59;P;;;;;;
D;226;2593247;6;20040202 11:59;V;;;;;;
B;226;2594000;7;20040202 11:59;;;75;DWYERS RD;PHEASANTS NEST;2574;5.698;H;20030624;20030922;810000;R;R;RESIDENCE;;RE;;0;AA337475;
C;226;2594000;7;20040202 11:59;5//255768;
D;226;2594000;7;20040202 11:59;P;;;;;;
D;226;2594000;7;20040202 11:59;V;;;;;;
B;226;2594748;8;20040202 11:59;;;20;FLORENCE CL;BARGO;2574;4000;M;20030930;20031219;492000;R;R;RESIDENCE;;RD;;0;AA326810;
C;226;2594748;8;20040202 11:59;20//791621;
D;226;2594748;8;20040202 11:59;P;;;;;;
D;226;2594748;8;20040202 11:59;P;;;;;;
D;226;2594748;8;20040202 11:59;V;;;;;;
D;226;2594748;8;20040202 11:59;V;;;;;;
B;226;2594853;9;20040202 11:59;;;8;GARBUTT PL;OAKDALE;2570;1010;M;20031115;20040115;382000;A;R;RESIDENCE;;AN;;0;AA356507;
C;226;2594853;9;20040202 11:59;6//793080;
D;226;2594853;9;20040202 11:59;P;;;;;;
D;226;2594853;9;20040202 11:59;V;;;;;;
D;226;2594853;9;20040202 11:59;V;;;;;;
B;226;2595286;10;20040202 11:59;;;8;GREVILLEA RD;BUXTON;2571;980.1;M;20030930;20031117;382000;A;R;RESIDENCE;;AE;;0;AA341906;
C;226;2595286;10;20040202 11:59;3//791759;
D;226;2595286;10;20040202 11:59;P;;;;;;
D;226;2595286;10;20040202 11:59;P;;;;;;
D;226;2595286;10;20040202 11:59;V;;;;;;
D;226;2595286;10;20040202 11:59;V;;;;;;
B;226;2595514;11;20040202 11:59;;;115;HAWTHORNE RD;BARGO;2574;2725;M;20031121;20031217;415000;A;R;RESIDENCE;;AC;;0;AA327382;
C;226;2595514;11;20040202 11:59;88//9024;
D;226;2595514;11;20040202 11:59;P;;;;;;
D;226;2595514;11;20040202 11:59;P;;;;;;
D;226;2595514;11;20040202 11:59;V;;;;;;
B;226;2596207;12;20040202 11:59;;;15;KAMMER PL;TAHMOOR;2573;1.62;H;20030703;20040105;725000;R;R;RESIDENCE;;RM;;0;AA347107;
C;226;2596207;12;20040202 11:59;23//777104;
D;226;2596207;12;20040202 11:59;P;;;;;;
D;226;2596207;12;20040202 11:59;P;;;;;;
D;226;2596207;12;20040202 11:59;V;;;;;;
B;226;2596510;13;20040202 11:59;;;2;KRISTA PL;TAHMOOR;2573;1039;M;20031113;20040114;428000;A;R;RESIDENCE;;AQ;;0;AA356804;
C;226;2596510;13;20040202 11:59;13//736212;
D;226;2596510;13;20040202 11:59;P;;;;;;
D;226;2596510;13;20040202 11:59;V;;;;;;
D;226;2596510;13;20040202 11:59;V;;;;;;
B;226;2597002;14;20040202 11:59;;;360;MCKEE RD;THERESA PARK;2570;10.15;H;20030709;20030829;545000;R;R;RESIDENCE;;TA;;0;AA297891;
C;226;2597002;14;20040202 11:59;68//258766;
D;226;2597002;14;20040202 11:59;P;;;;;;
D;226;2597002;14;20040202 11:59;V;;;;;;
B;226;2597176;15;20040202 11:59;;;50;MACQUARIEDALE RD;APPIN;2560;10.25;H;20031114;20031217;2400000;R;R;RESIDENCE;;RA;;0;AA321945;
C;226;2597176;15;20040202 11:59;1//209779;
D;226;2597176;15;20040202 11:59;P;;;;;;
D;226;2597176;15;20040202 11:59;V;;;;;;
B;226;2597229;16;20040202 11:59;;;17;MAHONGA ST;TAHMOOR;2573;1012;M;20031219;20031219;3000;A;R;RESIDENCE;;AR;;0;AA343925;
C;226;2597229;16;20040202 11:59;422//9278;
D;226;2597229;16;20040202 11:59;P;;;;;;
D;226;2597229;16;20040202 11:59;P;;;;;;
D;226;2597229;16;20040202 11:59;V;;;;;;
D;226;2597229;16;20040202 11:59;V;;;;;;
D;226;2597229;16;20040202 11:59;V;;;;;;
B;226;2597305;17;20040202 11:59;;;3;MAPLE AVE;THE OAKS;2570;976;M;20030922;20031210;368650;A;R;RESIDENCE;;AS;;0;AA312665;
C;226;2597305;17;20040202 11:59;42//249172;
D;226;2597305;17;20040202 11:59;P;;;;;;
D;226;2597305;17;20040202 11:59;P;;;;;;
D;226;2597305;17;20040202 11:59;V;;;;;;
D;226;2597305;17;20040202 11:59;V;;;;;;
B;226;2597921;18;20040202 11:59;;;86;MENANGLE ST;PICTON;2571;988;M;20031016;20031016;215000;A;V;VACANT LAND;;AL;;0;AA335614;
C;226;2597921;18;20040202 11:59;23//860818;
D;226;2597921;18;20040202 11:59;P;;;;;;
