A;236;20050104 11:53;MASMITH;
B;236;2626269;1;20050104 11:53;;;41;BECKER ST;COBAR;2835;1296;M;20041108;20041129;124000;A;R;RESIDENCE;;CA;;0;AB153511;
C;236;2626269;1;20050104 11:53;3/547289;
D;236;2626269;1;20050104 11:53;P;;;;;;
D;236;2626269;1;20050104 11:53;P;;;;;;
D;236;2626269;1;20050104 11:53;V;;;;;;
B;236;2626341;2;20050104 11:53;;;5;BELAH CRES;COBAR;2835;791.5;M;20041025;20041202;5000;A;V;VACANT LAND;;CQ;;0;AB156795;
C;236;2626341;2;20050104 11:53;86/869164;
D;236;2626341;2;20050104 11:53;P;;;;;;
D;236;2626341;2;20050104 11:53;P;;;;;;
D;236;2626341;2;20050104 11:53;V;;;;;;
B;236;2626342;3;20050104 11:53;;;3;BELAH CRES;COBAR;2835;886.9;M;20041025;20041202;5000;A;V;VACANT LAND;;CQ;;0;AB168216;
C;236;2626342;3;20050104 11:53;85/869164;
D;236;2626342;3;20050104 11:53;P;;;;;;
D;236;2626342;3;20050104 11:53;P;;;;;;
D;236;2626342;3;20050104 11:53;V;;;;;;
D;236;2626342;3;20050104 11:53;V;;;;;;
B;236;2627313;4;20050104 11:53;;;74;MARSHALL ST;COBAR;2835;708.2;M;20040817;20041025;20000;A;V;VACANT LAND;;CB;;0;AB83138;
C;236;2627313;4;20050104 11:53;1/129470;
D;236;2627313;4;20050104 11:53;P;;;;;;
D;236;2627313;4;20050104 11:53;V;;;;;;
D;236;2627313;4;20050104 11:53;V;;;;;;
B;236;2627440;5;20050104 11:53;;;6;MOLINEAUX ST;COBAR;2835;1056;M;20040827;20041022;66000;A;R;RESIDENCE;;CH;;0;AB162331;
C;236;2627440;5;20050104 11:53;8/4/2659;
D;236;2627440;5;20050104 11:53;P;;;;;;
D;236;2627440;5;20050104 11:53;V;;;;;;
D;236;2627440;5;20050104 11:53;V;;;;;;
B;236;2627878;6;20050104 11:53;;;17;TINDERA ST;COBAR;2835;896.5;M;20041111;20041119;84000;A;R;RESIDENCE;;CF;;0;AB163839;
C;236;2627878;6;20050104 11:53;43/261594;
D;236;2627878;6;20050104 11:53;P;;;;;;
D;236;2627878;6;20050104 11:53;P;;;;;;
D;236;2627878;6;20050104 11:53;V;;;;;;
Z;33;6;6;19;
