A;143;20050104 11:46;MASMITH;
B;143;1548473;1;20050104 11:46;;;34;ABBOTSFORD RD;HOMEBUSH;2140;;;20040821;20041201;2110000;A;R;RESIDENCE;;EC;;0;AB165377;
C;143;1548473;1;20050104 11:46;2, 3/105453;
D;143;1548473;1;20050104 11:46;P;;;;;;
D;143;1548473;1;20050104 11:46;P;;;;;;
D;143;1548473;1;20050104 11:46;V;;;;;;
D;143;1548473;1;20050104 11:46;V;;;;;;
B;143;1548503;2;20050104 11:46;;;13;ADA AVE;STRATHFIELD;2135;733.5;M;20040821;20041203;2200000;A;R;RESIDENCE;;EW;;0;AB157081;
C;143;1548503;2;20050104 11:46;1/340094;
D;143;1548503;2;20050104 11:46;P;;;;;;
D;143;1548503;2;20050104 11:46;P;;;;;;
D;143;1548503;2;20050104 11:46;V;;;;;;
D;143;1548503;2;20050104 11:46;V;;;;;;
B;143;1548607;3;20050104 11:46;;4;55;ALBERT RD;STRATHFIELD;2135;;;20040928;20041015;220000;;R;RESIDENCE;4;;;0;AB176487;
C;143;1548607;3;20050104 11:46;4/SP4987;
D;143;1548607;3;20050104 11:46;P;;;;;;
D;143;1548607;3;20050104 11:46;V;;;;;;
D;143;1548607;3;20050104 11:46;V;;;;;;
B;143;1548667;4;20050104 11:46;;2;41;ALBERT RD;STRATHFIELD;2135;;;20041030;20041213;411000;;R;RESIDENCE;2;;;0;AB176547;
C;143;1548667;4;20050104 11:46;2/SP34943;
D;143;1548667;4;20050104 11:46;P;;;;;;
D;143;1548667;4;20050104 11:46;V;;;;;;
B;143;1550568;5;20050104 11:46;;;7;BODEN AVE;STRATHFIELD;2135;;;20041023;20041210;1220000;A;R;RESIDENCE;;EN;;0;AB175205;
C;143;1550568;5;20050104 11:46;72/15955;
D;143;1550568;5;20050104 11:46;P;;;;;;
D;143;1550568;5;20050104 11:46;P;;;;;;
D;143;1550568;5;20050104 11:46;P;;;;;;
D;143;1550568;5;20050104 11:46;V;;;;;;
B;143;1551045;6;20050104 11:46;;1;54;BURLINGTON RD;HOMEBUSH;2140;;;20041013;20041124;285000;;R;RESIDENCE;1;;;0;AB161272;
C;143;1551045;6;20050104 11:46;1/SP12570;
D;143;1551045;6;20050104 11:46;P;;;;;;
D;143;1551045;6;20050104 11:46;P;;;;;;
D;143;1551045;6;20050104 11:46;V;;;;;;
B;143;1551844;7;20050104 11:46;;;133;CORONATION PDE;STRATHFIELD SOUTH;2136;417.3;M;20041016;20041130;532000;A;R;RESIDENCE;;ER;;0;AB166250;
C;143;1551844;7;20050104 11:46;62/11110;
D;143;1551844;7;20050104 11:46;P;;;;;;
D;143;1551844;7;20050104 11:46;P;;;;;;
D;143;1551844;7;20050104 11:46;V;;;;;;
D;143;1551844;7;20050104 11:46;V;;;;;;
B;143;1552978;8;20050104 11:46;;;12;GOULD ST;STRATHFIELD SOUTH;2136;;;20040531;20041203;2100000;I;3;COMMERCIAL;;DA;;0;AB172538;
C;143;1552978;8;20050104 11:46;58, 59, 60, 61/1776;
D;143;1552978;8;20050104 11:46;P;;;;;;
