A;012;20040202 11:39;PTHIRLWELL;
B;012;296032;1;20040202 11:39;;;81;ACACIA CCT;HUNTERVIEW;2330;800;M;20031114;20031219;360000;A;R;RESIDENCE;;AV;;0;AA313775;
C;012;296032;1;20040202 11:39;424//1011447;
D;012;296032;1;20040202 11:39;P;;;;;;
D;012;296032;1;20040202 11:39;P;;;;;;
D;012;296032;1;20040202 11:39;V;;;;;;
B;012;296158;2;20040202 11:39;;3;32;ANDREW ST;SINGLETON;2330;;;20031210;20040114;165000;;R;RESIDENCE;3;;;0;AA351325;
C;012;296158;2;20040202 11:39;3//SP 12646;
D;012;296158;2;20040202 11:39;P;;;;;;
D;012;296158;2;20040202 11:39;V;;;;;;
B;012;296238;3;20040202 11:39;;;16;ARGYLE ST;SINGLETON;2330;919.6;M;20031121;20031223;300000;A;R;RESIDENCE;;AL;;0;AA338556;
C;012;296238;3;20040202 11:39;111//34653;
D;012;296238;3;20040202 11:39;P;;;;;;
D;012;296238;3;20040202 11:39;P;;;;;;
D;012;296238;3;20040202 11:39;V;;;;;;
B;012;296797;4;20040202 11:39;;;25;BOURKE ST;SINGLETON;2330;1267;M;20031121;20040105;330000;A;R;RESIDENCE;;AL;;0;AA330732;
C;012;296797;4;20040202 11:39;1//782655;
D;012;296797;4;20040202 11:39;P;;;;;;
D;012;296797;4;20040202 11:39;P;;;;;;
D;012;296797;4;20040202 11:39;V;;;;;;
B;012;297096;5;20040202 11:39;;1;1;CAMBRIDGE ST;SINGLETON;2330;;;20031126;20031212;167000;;3;UNIT;1;;;0;AA318918;
C;012;297096;5;20040202 11:39;1//SP 34891;
D;012;297096;5;20040202 11:39;P;;;;;;
D;012;297096;5;20040202 11:39;V;;;;;;
D;012;297096;5;20040202 11:39;V;;;;;;
B;012;297442;6;20040202 11:39;;;5;COE PL;SINGLETON HEIGHTS;2330;1109;M;20031121;20031215;256000;A;R;RESIDENCE;;AA;;0;AA327223;
C;012;297442;6;20040202 11:39;831//262536;
D;012;297442;6;20040202 11:39;P;;;;;;
D;012;297442;6;20040202 11:39;P;;;;;;
D;012;297442;6;20040202 11:39;V;;;;;;
B;012;297589;7;20040202 11:39;;;11;DALTON AVE;SINGLETON;2330;625;M;20031016;20031127;190000;A;R;RESIDENCE;;AH;;0;AA322155;
C;012;297589;7;20040202 11:39;2//262313;
D;012;297589;7;20040202 11:39;P;;;;;;
D;012;297589;7;20040202 11:39;V;;;;;;
B;012;297641;8;20040202 11:39;;;9;DANGAR RD;SINGLETON;2330;2371;M;20031110;20031217;657000;A;3;HOUSE;;AL;;0;AA321053;
C;012;297641;8;20040202 11:39;3//510023;
D;012;297641;8;20040202 11:39;P;;;;;;
D;012;297641;8;20040202 11:39;P;;;;;;
D;012;297641;8;20040202 11:39;V;;;;;;
D;012;297641;8;20040202 11:39;V;;;;;;
B;012;298119;9;20040202 11:39;;;96;GARDNER CCT;SINGLETON HEIGHTS;2330;769.3;M;20030603;20030704;290000;A;R;RESIDENCE;;AA;;0;AA335887;
C;012;298119;9;20040202 11:39;120//812825;
D;012;298119;9;20040202 11:39;P;;;;;;
D;012;298119;9;20040202 11:39;V;;;;;;
D;012;298119;9;20040202 11:39;V;;;;;;
B;012;298148;10;20040202 11:39;;;158;GARDNER CCT;SINGLETON HEIGHTS;2330;757.7;M;20031017;20031202;64000;A;V;VACANT LAND;;AA;;0;AA296561;
C;012;298148;10;20040202 11:39;1642//879562;
D;012;298148;10;20040202 11:39;P;;;;;;
D;012;298148;10;20040202 11:39;V;;;;;;
B;012;298337;11;20040202 11:39;;;72;GEORGE ST;SINGLETON;2330;1012;M;20031118;20031211;356600;B;3;;;BB;;0;AA307000;
C;012;298337;11;20040202 11:39;1//196246;
D;012;298337;11;20040202 11:39;P;;;;;;
D;012;298337;11;20040202 11:39;P;;;;;;
D;012;298337;11;20040202 11:39;P;;;;;;
D;012;298337;11;20040202 11:39;P;;;;;;
D;012;298337;11;20040202 11:39;V;;;;;;
B;012;298649;12;20040202 11:39;;;2;HIGH ST;SINGLETON;2330;596.2;M;20031208;20031208;90000;A;R;RESIDENCE;;AL;;0;AA320654;
C;012;298649;12;20040202 11:39;103//771784;
D;012;298649;12;20040202 11:39;P;;;;;;
D;012;298649;12;20040202 11:39;V;;;;;;
D;012;298649;12;20040202 11:39;V;;;;;;
B;012;298854;13;20040202 11:39;;;254;JOHN ST;SINGLETON;2330;2335;M;20031027;20031202;640000;B;3;;;BD;;0;AA345282;
C;012;298854;13;20040202 11:39;15//713109;
D;012;298854;13;20040202 11:39;P;;;;;;
D;012;298854;13;20040202 11:39;P;;;;;;
D;012;298854;13;20040202 11:39;P;;;;;;
D;012;298854;13;20040202 11:39;P;;;;;;
D;012;298854;13;20040202 11:39;V;;;;;;
B;012;298871;14;20040202 11:39;;17;174;JOHN ST;SINGLETON;2330;;;19991214;20000128;100000;;3;UNIT;17;;;0;AA325490;
C;012;298871;14;20040202 11:39;17//SP 48532;
D;012;298871;14;20040202 11:39;P;;;;;;
D;012;298871;14;20040202 11:39;V;;;;;;
B;012;299734;15;20040202 11:39;;;8;MYALL PL;SINGLETON;2330;826;M;20030506;20030610;267000;A;R;RESIDENCE;;AL;;0;AA340117;
C;012;299734;15;20040202 11:39;31//263043;
D;012;299734;15;20040202 11:39;P;;;;;;
D;012;299734;15;20040202 11:39;P;;;;;;
D;012;299734;15;20040202 11:39;V;;;;;;
D;012;299734;15;20040202 11:39;V;;;;;;
D;012;299734;15;20040202 11:39;V;;;;;;
B;012;299929;16;20040202 11:39;;;5;PARK VIEW CRES;MCDOUGALLS HILL;2330;1.062;H;20031125;20040114;300000;R;R;RESIDENCE;;RH;;0;AA333867;
C;012;299929;16;20040202 11:39;109//806302;
D;012;299929;16;20040202 11:39;P;;;;;;
D;012;299929;16;20040202 11:39;V;;;;;;
D;012;299929;16;20040202 11:39;V;;;;;;
B;012;300022;17;20040202 11:39;;;55;PITT ST;SINGLETON;2330;1152;M;20031119;20031211;390000;A;R;RESIDENCE;;AL;;0;AA303582;
C;012;300022;17;20040202 11:39;1, 2//998256;
D;012;300022;17;20040202 11:39;P;;;;;;
D;012;300022;17;20040202 11:39;P;;;;;;
D;012;300022;17;20040202 11:39;V;;;;;;
