A;239;20040401 15:37;PDANN;
B;239;2635263;1;20040401 15:37;;;73;HOPE ST;BOURKE;2840;1094;M;20040108;20040312;38000;A;R;RESIDENCE;;AJ;;0;AA509847;
C;239;2635263;1;20040401 15:37;5//528580;
D;239;2635263;1;20040401 15:37;P;;;;;;
D;239;2635263;1;20040401 15:37;V;;;;;;
B;239;3045892;2;20040401 15:37;;;;PART THURO PART THURO;BOURKE;2840;4600;H;20011109;20040218;55610;R;R;RESIDENCE;;RR;;0;AA500016;
C;239;3045892;2;20040401 15:37;2246//764505 1//1061493 Western Land Lease 4419 Western Land Lease 143;
C;239;3045892;2;20040401 15:37;80;
D;239;3045892;2;20040401 15:37;P;;;;;;
D;239;3045892;2;20040401 15:37;V;;;;;;
D;239;3045892;2;20040401 15:37;V;;;;;;
Z;12;2;3;5;
