A;303;20050104 11:53;MASMITH;
B;303;1716793;1;20050104 11:53;;;604;LAWRENCE RD;ALUMY CREEK;2460;34.45;H;20041124;20041210;195000;R;3;FARM;;GG;;0;AB172567;
C;303;1716793;1;20050104 11:53;2, 3/127168 1/155245 126/751371;
D;303;1716793;1;20050104 11:53;P;;;;;;
D;303;1716793;1;20050104 11:53;V;;;;;;
B;303;1716913;2;20050104 11:53;;;17;AQUARIUS DR;JUNCTION HILL;2460;780.4;M;20041026;20041203;150000;Z;R;RESIDENCE;;JS;;0;AB165585;
C;303;1716913;2;20050104 11:53;95/252966;
D;303;1716913;2;20050104 11:53;P;;;;;;
D;303;1716913;2;20050104 11:53;V;;;;;;
B;303;1717984;3;20050104 11:53;;;181;ALICE ST;GRAFTON;2460;696.8;M;20041026;20041206;210000;A;R;RESIDENCE;;ED;;0;AB166825;
C;303;1717984;3;20050104 11:53;1/783770;
D;303;1717984;3;20050104 11:53;P;;;;;;
D;303;1717984;3;20050104 11:53;V;;;;;;
D;303;1717984;3;20050104 11:53;V;;;;;;
B;303;1718121;4;20050104 11:53;;;104;ARMIDALE ST;SOUTH GRAFTON;2460;626;M;20041110;20041209;146000;A;R;RESIDENCE;;AD;;0;AB169553;
C;303;1718121;4;20050104 11:53;1/358524;
D;303;1718121;4;20050104 11:53;P;;;;;;
D;303;1718121;4;20050104 11:53;P;;;;;;
D;303;1718121;4;20050104 11:53;V;;;;;;
B;303;1718234;5;20050104 11:53;;;21;ARMIDALE ST;SOUTH GRAFTON;2460;689.2;M;20040910;20040910;136000;A;R;RESIDENCE;;AD;;0;AB174111;
C;303;1718234;5;20050104 11:53;13/664171;
D;303;1718234;5;20050104 11:53;P;;;;;;
D;303;1718234;5;20050104 11:53;P;;;;;;
D;303;1718234;5;20050104 11:53;V;;;;;;
D;303;1718234;5;20050104 11:53;V;;;;;;
B;303;1718302;6;20050104 11:53;;;155;ARTHUR ST;GRAFTON;2460;612.1;M;20041105;20041210;150000;A;R;RESIDENCE;;ED;;0;AB163981;
C;303;1718302;6;20050104 11:53;3/21548;
D;303;1718302;6;20050104 11:53;P;;;;;;
D;303;1718302;6;20050104 11:53;V;;;;;;
D;303;1718302;6;20050104 11:53;V;;;;;;
B;303;1718603;7;20050104 11:53;;;12;BELLEVUE ST;SOUTH GRAFTON;2460;;;20041116;20041217;168000;A;R;RESIDENCE;;AD;;0;AB171148;
C;303;1718603;7;20050104 11:53;97/12619;
D;303;1718603;7;20050104 11:53;P;;;;;;
D;303;1718603;7;20050104 11:53;P;;;;;;
D;303;1718603;7;20050104 11:53;V;;;;;;
D;303;1718603;7;20050104 11:53;V;;;;;;
B;303;1718771;8;20050104 11:53;;;388;BENT ST;SOUTH GRAFTON;2460;1008;M;20041126;20041220;82000;A;V;VACANT LAND;;EF;;0;AB174887;
C;303;1718771;8;20050104 11:53;41/842712;
D;303;1718771;8;20050104 11:53;P;;;;;;
D;303;1718771;8;20050104 11:53;P;;;;;;
D;303;1718771;8;20050104 11:53;V;;;;;;
B;303;1719070;9;20050104 11:53;;;16;BLANCH PDE;SOUTH GRAFTON;2460;733.5;M;20041116;20041214;205000;A;R;RESIDENCE;;EF;;0;AB169252;
C;303;1719070;9;20050104 11:53;39/221525;
D;303;1719070;9;20050104 11:53;P;;;;;;
D;303;1719070;9;20050104 11:53;V;;;;;;
B;303;1719127;10;20050104 11:53;;;61;BOWTELL AVE;GRAFTON;2460;558;M;20041106;20041206;340000;A;R;RESIDENCE;;ED;;0;AB171789;
C;303;1719127;10;20050104 11:53;3, 2A/377004;
D;303;1719127;10;20050104 11:53;P;;;;;;
D;303;1719127;10;20050104 11:53;P;;;;;;
D;303;1719127;10;20050104 11:53;V;;;;;;
D;303;1719127;10;20050104 11:53;V;;;;;;
D;303;1719127;10;20050104 11:53;V;;;;;;
B;303;1719496;11;20050104 11:53;;;14;CASSIA ST;GRAFTON;2460;765.1;M;20041126;20041217;215000;A;R;RESIDENCE;;EB;;0;AB174307;
C;303;1719496;11;20050104 11:53;3/232084;
D;303;1719496;11;20050104 11:53;P;;;;;;
