A;074;20040202 11:42;PTHIRLWELL;
B;074;562220;1;20040202 11:42;;;8;BOYANA ST;GRIFFITH;2680;720.8;M;20031119;20031215;254000;A;R;RESIDENCE;;AA;;0;AA339353;
C;074;562220;1;20040202 11:42;8/96/758476;
D;074;562220;1;20040202 11:42;P;;;;;;
D;074;562220;1;20040202 11:42;P;;;;;;
D;074;562220;1;20040202 11:42;V;;;;;;
B;074;562342;2;20040202 11:42;;;5 B;BUGNO CRES;GRIFFITH;2680;;;20031027;20040112;220000;;R;RESIDENCE;1;;;0;AA347290;
C;074;562342;2;20040202 11:42;1//SP 36164;
D;074;562342;2;20040202 11:42;P;;;;;;
D;074;562342;2;20040202 11:42;V;;;;;;
D;074;562342;2;20040202 11:42;V;;;;;;
B;074;562737;3;20040202 11:42;;3;28;COOLAH ST;GRIFFITH;2680;;;20031210;20031219;125000;;R;RESIDENCE;3;;;0;AA323543;
C;074;562737;3;20040202 11:42;3//SP 36761;
D;074;562737;3;20040202 11:42;P;;;;;;
D;074;562737;3;20040202 11:42;V;;;;;;
B;074;562829;4;20040202 11:42;;;6;CREGAN PL;GRIFFITH;2680;847.3;M;20031204;20031222;210000;A;R;RESIDENCE;;AA;;0;AA347496;
C;074;562829;4;20040202 11:42;61//241400;
D;074;562829;4;20040202 11:42;P;;;;;;
D;074;562829;4;20040202 11:42;V;;;;;;
B;074;563047;5;20040202 11:42;;;8;DOONGARA ST;GRIFFITH;2680;860;M;20031015;20031104;153000;A;R;RESIDENCE;;AB;;0;AA343272;
C;074;563047;5;20040202 11:42;4/74/758476;
D;074;563047;5;20040202 11:42;P;;;;;;
D;074;563047;5;20040202 11:42;V;;;;;;
B;074;563097;6;20040202 11:42;;;10;DUNVARLEIGH CRES;GRIFFITH;2680;730;M;20031107;20031219;250000;A;R;RESIDENCE;;AB;;0;AA310759;
C;074;563097;6;20040202 11:42;63//864903;
D;074;563097;6;20040202 11:42;P;;;;;;
D;074;563097;6;20040202 11:42;V;;;;;;
B;074;563263;7;20040202 11:42;;;6;ERSKINE RD;GRIFFITH;2680;2023;M;20031107;20031215;212000;A;R;RESIDENCE;;AB;;0;AA314852;
C;074;563263;7;20040202 11:42;647//751709 . Farm Number 1142;
D;074;563263;7;20040202 11:42;P;;;;;;
D;074;563263;7;20040202 11:42;V;;;;;;
D;074;563263;7;20040202 11:42;V;;;;;;
