A;301;20050104 11:53;MASMITH;
B;301;1872683;1;20050104 11:53;VALLEY FIELDS;;;CURRABUBULA-BREEZA RD;CURRABUBULA;2342;2.183;H;20041102;20041210;130000;R;R;RESIDENCE;;FC;;0;AB172174;
C;301;1872683;1;20050104 11:53;35/847736;
D;301;1872683;1;20050104 11:53;P;;;;;;
D;301;1872683;1;20050104 11:53;P;;;;;;
D;301;1872683;1;20050104 11:53;V;;;;;;
B;301;1872857;2;20050104 11:53;;;31;DEWHURST ST;WERRIS CREEK;2341;1020;M;20041104;20041130;70000;Z;R;RESIDENCE;;ZG;;0;AB171619;
C;301;1872857;2;20050104 11:53;18/2/3777;
D;301;1872857;2;20050104 11:53;P;;;;;;
D;301;1872857;2;20050104 11:53;P;;;;;;
D;301;1872857;2;20050104 11:53;V;;;;;;
B;301;1873315;3;20050104 11:53;;;51;SINGLE ST;WERRIS CREEK;2341;2396;M;20041027;20041206;175000;Z;R;RESIDENCE;;ZH;;0;AB155472;
C;301;1873315;3;20050104 11:53;B/410897;
D;301;1873315;3;20050104 11:53;P;;;;;;
D;301;1873315;3;20050104 11:53;V;;;;;;
D;301;1873315;3;20050104 11:53;V;;;;;;
B;301;1878121;4;20050104 11:53;;;;ARNOLD RD;SPRING RIDGE;2343;4047;M;20041027;20041210;120000;Z;R;RESIDENCE;;ZV;;0;AB162362;
C;301;1878121;4;20050104 11:53;205/755520;
D;301;1878121;4;20050104 11:53;P;;;;;;
D;301;1878121;4;20050104 11:53;V;;;;;;
B;301;1879578;5;20050104 11:53;;;11;OGLE AVE;QUIRINDI;2343;981;M;20041025;20041203;46000;Z;R;RESIDENCE;;ZQ;;0;AB152496;
C;301;1879578;5;20050104 11:53;151/996742;
D;301;1879578;5;20050104 11:53;P;;;;;;
D;301;1879578;5;20050104 11:53;V;;;;;;
B;301;2652338;6;20050104 11:53;;;993;BROGANS LANE;WILLOW TREE;2339;69.18;H;20041103;20041210;242000;R;R;RESIDENCE;;HE;;0;AB167544;
C;301;2652338;6;20050104 11:53;88/660412;
D;301;2652338;6;20050104 11:53;P;;;;;;
D;301;2652338;6;20050104 11:53;P;;;;;;
D;301;2652338;6;20050104 11:53;V;;;;;;
D;301;2652338;6;20050104 11:53;V;;;;;;
B;301;2653373;7;20050104 11:53;;;48;LEARMONTH ST;WILLOW TREE;2339;4047;M;20040923;20041101;177500;Z;R;RESIDENCE;;ZE;AC;0;AB152164;
C;301;2653373;7;20050104 11:53;3, 12A, 2A, 3A/D/192655;
D;301;2653373;7;20050104 11:53;P;;;;;;
D;301;2653373;7;20050104 11:53;V;;;;;;
Z;35;7;7;19;
