A;150;20040202 11:52;PTHIRLWELL;
B;150;1664920;1;20040202 11:52;;;14;ALOOTA CRES;OCEAN SHORES;2483;1518;M;20031126;20040115;415000;A;R;RESIDENCE;;HN;;0;AA354018;
C;150;1664920;1;20040202 11:52;661//240398;
D;150;1664920;1;20040202 11:52;P;;;;;;
D;150;1664920;1;20040202 11:52;P;;;;;;
D;150;1664920;1;20040202 11:52;V;;;;;;
D;150;1664920;1;20040202 11:52;V;;;;;;
B;150;1664936;2;20040202 11:52;;;15;ANN ST;MULLUMBIMBY;2482;607;M;20030717;20031217;50000;A;R;RESIDENCE;;HD;;50;AA319668;
C;150;1664936;2;20040202 11:52;3//22325;
D;150;1664936;2;20040202 11:52;P;;;;;;
D;150;1664936;2;20040202 11:52;V;;;;;;
D;150;1664936;2;20040202 11:52;V;;;;;;
B;150;1665139;3;20040202 11:52;;22;58;ARMSTRONG ST;SUFFOLK PARK;2481;;;20031117;20031217;380000;;R;RESIDENCE;24;;;0;AA312198;
C;150;1665139;3;20040202 11:52;24//SP 58166;
D;150;1665139;3;20040202 11:52;P;;;;;;
D;150;1665139;3;20040202 11:52;P;;;;;;
D;150;1665139;3;20040202 11:52;P;;;;;;
D;150;1665139;3;20040202 11:52;P;;;;;;
D;150;1665139;3;20040202 11:52;P;;;;;;
D;150;1665139;3;20040202 11:52;V;;;;;;
B;150;1665396;4;20040202 11:52;;;1;ALOOTA CRES;OCEAN SHORES;2483;815.7;M;20031201;20031219;361000;A;R;RESIDENCE;;HN;;0;AA322818;
C;150;1665396;4;20040202 11:52;674//240398;
D;150;1665396;4;20040202 11:52;P;;;;;;
D;150;1665396;4;20040202 11:52;P;;;;;;
D;150;1665396;4;20040202 11:52;V;;;;;;
D;150;1665396;4;20040202 11:52;V;;;;;;
B;150;1666063;5;20040202 11:52;;;41;BEECH DR;SUFFOLK PARK;2481;500;M;20031219;20040116;375000;A;R;RESIDENCE;;HF;;0;AA353560;
C;150;1666063;5;20040202 11:52;20//805839;
D;150;1666063;5;20040202 11:52;P;;;;;;
D;150;1666063;5;20040202 11:52;P;;;;;;
D;150;1666063;5;20040202 11:52;V;;;;;;
B;150;1666086;6;20040202 11:52;;;105;BEECH DR;SUFFOLK PARK;2481;1049;M;20031121;20040116;552000;A;R;RESIDENCE;;HF;;0;AA351639;
C;150;1666086;6;20040202 11:52;23//811498;
D;150;1666086;6;20040202 11:52;P;;;;;;
D;150;1666086;6;20040202 11:52;V;;;;;;
D;150;1666086;6;20040202 11:52;V;;;;;;
B;150;1666771;7;20040202 11:52;;;14;BOTTLEBRUSH CRES;SUFFOLK PARK;2481;601;M;20031114;20031219;415000;A;R;RESIDENCE;;HF;;0;AA325135;
C;150;1666771;7;20040202 11:52;142//815022;
D;150;1666771;7;20040202 11:52;P;;;;;;
D;150;1666771;7;20040202 11:52;V;;;;;;
D;150;1666771;7;20040202 11:52;V;;;;;;
B;150;1666900;8;20040202 11:52;;1;;BRIGANTINE ST;BELONGIL;2481;;;20030930;20031201;290000;;3;FACTORY;1;;;0;AA315771;
C;150;1666900;8;20040202 11:52;1//SP 55594;
D;150;1666900;8;20040202 11:52;P;;;;;;
D;150;1666900;8;20040202 11:52;V;;;;;;
B;150;1667112;9;20040202 11:52;;;78;BROKEN HEAD RD;SUFFOLK PARK;2481;299.8;M;20031119;20040109;345000;A;R;RESIDENCE;;LB;;0;AA345194;
C;150;1667112;9;20040202 11:52;4//285544;
D;150;1667112;9;20040202 11:52;P;;;;;;
D;150;1667112;9;20040202 11:52;V;;;;;;
B;150;1667800;10;20040202 11:52;;1;1;CAPE CT;BYRON BAY;2481;;;20031114;20031217;335000;;R;RESIDENCE;1;;;0;AA347575;
C;150;1667800;10;20040202 11:52;1//SP 47749;
D;150;1667800;10;20040202 11:52;P;;;;;;
D;150;1667800;10;20040202 11:52;V;;;;;;
B;150;1668376;11;20040202 11:52;;;49;BEECH DR;SUFFOLK PARK;2481;837.5;M;20031112;20031212;470000;A;R;RESIDENCE;;HF;;0;AA330938;
C;150;1668376;11;20040202 11:52;241//869846;
D;150;1668376;11;20040202 11:52;P;;;;;;
D;150;1668376;11;20040202 11:52;V;;;;;;
B;150;1669046;12;20040202 11:52;;;2;HERITAGE CT;SUFFOLK PARK;2481;704.7;M;20031121;20040109;430000;A;R;RESIDENCE;;HF;;0;AA342925;
C;150;1669046;12;20040202 11:52;230//846373;
D;150;1669046;12;20040202 11:52;P;;;;;;
D;150;1669046;12;20040202 11:52;V;;;;;;
D;150;1669046;12;20040202 11:52;V;;;;;;
B;150;1669098;13;20040202 11:52;;;13;CUDGERIE CT;MULLUMBIMBY;2482;600.3;M;20031209;20031219;100000;A;R;RESIDENCE;;HE;;33;AA340794;
C;150;1669098;13;20040202 11:52;4//855146;
D;150;1669098;13;20040202 11:52;P;;;;;;
D;150;1669098;13;20040202 11:52;P;;;;;;
D;150;1669098;13;20040202 11:52;P;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
D;150;1669098;13;20040202 11:52;V;;;;;;
B;150;1669098;14;20040202 11:52;;;13;CUDGERIE CT;MULLUMBIMBY;2482;600.3;M;20031209;20031219;100000;A;R;RESIDENCE;;HE;;33;AA340795;
C;150;1669098;14;20040202 11:52;4//855146;
D;150;1669098;14;20040202 11:52;P;;;;;;
D;150;1669098;14;20040202 11:52;P;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
D;150;1669098;14;20040202 11:52;V;;;;;;
B;150;1669185;15;20040202 11:52;;;28;DALLEY ST;MULLUMBIMBY;2482;;;20031112;20040112;685000;A;R;RESIDENCE;;HD;;0;AA335157;
C;150;1669185;15;20040202 11:52;1//122662;
D;150;1669185;15;20040202 11:52;P;;;;;;
D;150;1669185;15;20040202 11:52;V;;;;;;
D;150;1669185;15;20040202 11:52;V;;;;;;
B;150;1669920;16;20040202 11:52;;;;FRASERS RD;MULLUMBIMBY;2482;4.548;H;20020530;20020530;10000;R;3;;;SC;;17;AA318550;
C;150;1669920;16;20040202 11:52;1//417327;
D;150;1669920;16;20040202 11:52;P;;;;;;
D;150;1669920;16;20040202 11:52;P;;;;;;
D;150;1669920;16;20040202 11:52;P;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
D;150;1669920;16;20040202 11:52;V;;;;;;
B;150;1669920;17;20040202 11:52;;;;FRASERS RD;MULLUMBIMBY;2482;4.548;H;20020530;20020530;10000;R;3;;;SC;;17;AA318551;
C;150;1669920;17;20040202 11:52;1//417327;
D;150;1669920;17;20040202 11:52;P;;;;;;
D;150;1669920;17;20040202 11:52;P;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
D;150;1669920;17;20040202 11:52;V;;;;;;
