A;097;20040202 11:45;PTHIRLWELL;
B;097;999765;1;20040202 11:45;;6;25;BEACH RD;BATEMANS BAY;2536;;;20031014;20031118;370000;;3;UNIT;6;;;0;AA264870;
C;097;999765;1;20040202 11:45;6//SP 37333;
D;097;999765;1;20040202 11:45;P;;;;;;
D;097;999765;1;20040202 11:45;P;;;;;;
D;097;999765;1;20040202 11:45;V;;;;;;
D;097;999765;1;20040202 11:45;V;;;;;;
B;097;999891;2;20040202 11:45;;1;212;BEACH RD;BATEHAVEN;2536;;;20031103;20031215;295000;;R;RESIDENCE;1;;;0;AA334334;
C;097;999891;2;20040202 11:45;1//SP 45342;
D;097;999891;2;20040202 11:45;P;;;;;;
D;097;999891;2;20040202 11:45;V;;;;;;
B;097;1000157;3;20040202 11:45;;5;700;BEACH RD;SURF BEACH;2536;;;20031210;20040109;280000;;3;;5;;;0;AA340498;
C;097;1000157;3;20040202 11:45;5//SP 18409;
D;097;1000157;3;20040202 11:45;P;;;;;;
D;097;1000157;3;20040202 11:45;P;;;;;;
D;097;1000157;3;20040202 11:45;V;;;;;;
B;097;1000296;4;20040202 11:45;;;6;BERRIMA ST;CATALINA;2536;626;M;20031118;20040109;315000;A;R;RESIDENCE;;YP;;0;AA333250;
C;097;1000296;4;20040202 11:45;80//203722;
D;097;1000296;4;20040202 11:45;P;;;;;;
D;097;1000296;4;20040202 11:45;P;;;;;;
D;097;1000296;4;20040202 11:45;V;;;;;;
D;097;1000296;4;20040202 11:45;V;;;;;;
B;097;1000908;5;20040202 11:45;;;25;COUNTRY CLUB DR;CATALINA;2536;607;M;20031003;20031110;312000;A;R;RESIDENCE;;YP;;0;AA325399;
C;097;1000908;5;20040202 11:45;165//27222;
D;097;1000908;5;20040202 11:45;P;;;;;;
D;097;1000908;5;20040202 11:45;P;;;;;;
D;097;1000908;5;20040202 11:45;V;;;;;;
B;097;1000992;6;20040202 11:45;;2;31;CRANBROOK RD;BATEMANS BAY;2536;;;20030923;20031118;239427;;3;COMMERCIAL;2;;;0;AA316306;
C;097;1000992;6;20040202 11:45;2//SP 35755;
D;097;1000992;6;20040202 11:45;P;;;;;;
D;097;1000992;6;20040202 11:45;V;;;;;;
D;097;1000992;6;20040202 11:45;V;;;;;;
B;097;1001271;7;20040202 11:45;;6;5;DRINNAN CL;SURF BEACH;2536;;;20031118;20031219;275000;;R;RESIDENCE;6;;;0;AA321754;
C;097;1001271;7;20040202 11:45;6//SP 35202;
D;097;1001271;7;20040202 11:45;P;;;;;;
D;097;1001271;7;20040202 11:45;P;;;;;;
D;097;1001271;7;20040202 11:45;V;;;;;;
D;097;1001271;7;20040202 11:45;V;;;;;;
B;097;1001421;8;20040202 11:45;;;6;EDWARD RD;BATEHAVEN;2536;665;M;20031029;20031230;370000;A;R;RESIDENCE;;YM;;0;AA319853;
C;097;1001421;8;20040202 11:45;23//126088;
D;097;1001421;8;20040202 11:45;P;;;;;;
D;097;1001421;8;20040202 11:45;V;;;;;;
