A;253;20050104 11:53;MASMITH;
B;253;2678171;1;20050104 11:53;;;33;EUROKA ST;WALGETT;2832;1012;M;20041104;20041210;65000;Z;R;RESIDENCE;;AB;;0;AB178844;
C;253;2678171;1;20050104 11:53;25/230360;
D;253;2678171;1;20050104 11:53;P;;;;;;
D;253;2678171;1;20050104 11:53;V;;;;;;
B;253;2679590;2;20050104 11:53;;;5;HARLEQUIN ST;LIGHTNING RIDGE;2834;809.4;M;20040910;20041202;110000;Z;R;RESIDENCE;;AG;;0;AB163134;
C;253;2679590;2;20050104 11:53;18/16/758612 Western Land Lease 11794;
D;253;2679590;2;20050104 11:53;P;;;;;;
D;253;2679590;2;20050104 11:53;V;;;;;;
B;253;2679817;3;20050104 11:53;;;164;OPAL ST;LIGHTNING RIDGE;2834;980;M;20041110;20041210;89000;Z;R;RESIDENCE;;AG;;0;AB155078;
C;253;2679817;3;20050104 11:53;41/20/758612;
D;253;2679817;3;20050104 11:53;P;;;;;;
D;253;2679817;3;20050104 11:53;P;;;;;;
D;253;2679817;3;20050104 11:53;V;;;;;;
B;253;2679917;4;20050104 11:53;;;84;PANDORA ST;LIGHTNING RIDGE;2834;995.5;M;20040625;20040831;35000;Z;R;RESIDENCE;;AG;;0;AB143894;
C;253;2679917;4;20050104 11:53;14/29/758612 Western Land Lease 11738;
D;253;2679917;4;20050104 11:53;P;;;;;;
D;253;2679917;4;20050104 11:53;V;;;;;;
B;253;2680536;5;20050104 11:53;;;;PH MEIT;PILLIGA;2388;2093;H;20040823;20041015;650000;R;R;RESIDENCE;;HA;;0;AB169428;
C;253;2680536;5;20050104 11:53;1/45312 5, 6, 8, 9/750288;
D;253;2680536;5;20050104 11:53;P;;;;;;
D;253;2680536;5;20050104 11:53;P;;;;;;
D;253;2680536;5;20050104 11:53;P;;;;;;
D;253;2680536;5;20050104 11:53;V;;;;;;
B;253;2680901;6;20050104 11:53;NORMA;;;WILLIS RD;COLLARENEBRI;2833;4841;H;20040804;20041015;956960;R;R;RESIDENCE;;TB;;0;AB172423;
C;253;2680901;6;20050104 11:53;1/752715 517/761459 2496/764459 3176/765381 Western Land Lease 2483 We;
C;253;2680901;6;20050104 11:53;stern Land Lease 4704 Western Land Lease 5527;
D;253;2680901;6;20050104 11:53;P;;;;;;
D;253;2680901;6;20050104 11:53;P;;;;;;
D;253;2680901;6;20050104 11:53;V;;;;;;
Z;31;6;7;16;
