A;195;20040202 11:54;PTHIRLWELL;
B;195;1871584;1;20040202 11:54;;;;PH ANNA;TAMWORTH;2340;776.9;H;20031218;20031223;300000;R;R;RESIDENCE;;RG;;0;AA333535;
C;195;1871584;1;20040202 11:54;32//573362 1, 2//755318;
D;195;1871584;1;20040202 11:54;P;;;;;;
D;195;1871584;1;20040202 11:54;P;;;;;;
D;195;1871584;1;20040202 11:54;V;;;;;;
B;195;1872046;2;20040202 11:54;;;46;FREDERICK ST;BENDEMEER;2355;2023;M;20031113;20031222;112000;Z;R;RESIDENCE;;VB;;0;AA331860;
C;195;1872046;2;20040202 11:54;3/18/758090;
D;195;1872046;2;20040202 11:54;P;;;;;;
D;195;1872046;2;20040202 11:54;P;;;;;;
D;195;1872046;2;20040202 11:54;V;;;;;;
B;195;1872095;3;20040202 11:54;;;;MOONBOY ST;BENDEMEER;2355;2050;M;20031119;20031219;18000;Z;V;VACANT LAND;;VB;;0;AA326573;
C;195;1872095;3;20040202 11:54;3//845177;
D;195;1872095;3;20040202 11:54;P;;;;;;
D;195;1872095;3;20040202 11:54;V;;;;;;
D;195;1872095;3;20040202 11:54;V;;;;;;
B;195;1872438;4;20040202 11:54;;;32;RIDGE ST;ATTUNGA;2345;4148;M;20031120;20031222;88000;Z;R;RESIDENCE;;ZA;;0;AA343868;
C;195;1872438;4;20040202 11:54;289//753834;
D;195;1872438;4;20040202 11:54;P;;;;;;
D;195;1872438;4;20040202 11:54;V;;;;;;
B;195;1872498;5;20040202 11:54;"TRANVIEW";;;BACK WOOLBROOK RD;WOOLBROOK;2354;82.23;H;20031017;20031128;495000;R;R;RESIDENCE;;RG;;0;AA310150;
C;195;1872498;5;20040202 11:54;;
D;195;1872498;5;20040202 11:54;P;;;;;;
D;195;1872498;5;20040202 11:54;P;;;;;;
D;195;1872498;5;20040202 11:54;V;;;;;;
B;195;1872752;6;20040202 11:54;;;32;DEWHURST ST;WERRIS CREEK;2341;904.2;M;20031127;20031219;98000;Z;R;RESIDENCE;;ZW;;0;AA319760;
C;195;1872752;6;20040202 11:54;1//35679;
