A;233;20050104 11:53;MASMITH;
B;233;2612140;1;20050104 11:53;;;105;BATHURST ST;BREWARRINA;2839;1012;M;20041103;20041215;62500;Z;3;COMMERCIAL;;BA;;0;AB174625;
C;233;2612140;1;20050104 11:53;A/416262;
D;233;2612140;1;20050104 11:53;P;;;;;;
D;233;2612140;1;20050104 11:53;V;;;;;;
D;233;2612140;1;20050104 11:53;V;;;;;;
B;233;2612429;2;20050104 11:53;;;5;HARDIE ST;BREWARRINA;2839;1619;M;20041029;20041210;33500;Z;R;RESIDENCE;;AC;;0;AB158266;
C;233;2612429;2;20050104 11:53;3, 4/C/1548;
D;233;2612429;2;20050104 11:53;P;;;;;;
D;233;2612429;2;20050104 11:53;V;;;;;;
B;233;2613113;3;20050104 11:53;;;;CARCOOL;BREWARRINA;2839;7637;H;20040827;20041203;1062050;R;3;RURAL;;GB;;0;AB150813;
C;233;2613113;3;20050104 11:53;4053/766526 Western Land Lease 8324;
D;233;2613113;3;20050104 11:53;P;;;;;;
D;233;2613113;3;20050104 11:53;P;;;;;;
D;233;2613113;3;20050104 11:53;V;;;;;;
Z;16;3;3;8;
