A;076;20050104 11:39;MASMITH;
B;076;571313;1;20050104 11:39;;;7;NIEMUR ST;BARHAM;2732;920.7;M;20041001;20041201;170000;Z;R;RESIDENCE;;ZA;;0;AB171071;
C;076;571313;1;20050104 11:39;1/522258;
D;076;571313;1;20050104 11:39;P;;;;;;
D;076;571313;1;20050104 11:39;P;;;;;;
D;076;571313;1;20050104 11:39;V;;;;;;
B;076;572636;2;20050104 11:39;;;;PH MOULAMEIN SOUTH;MOULAMEIN;2733;568.8;H;20040506;20041008;550000;R;3;FARM;;RQ;;0;AB152363;
C;076;572636;2;20050104 11:39;1412/864364 WS 016499;
D;076;572636;2;20050104 11:39;P;;;;;;
D;076;572636;2;20050104 11:39;P;;;;;;
D;076;572636;2;20050104 11:39;V;;;;;;
B;076;573250;3;20050104 11:39;;;;PH YELLYMONG;SWAN HILL;3585;4047;M;20041111;20041209;50000;R;V;VACANT LAND;;ML;;0;AB164695;
C;076;573250;3;20050104 11:39;9/239590;
D;076;573250;3;20050104 11:39;P;;;;;;
D;076;573250;3;20050104 11:39;V;;;;;;
Z;16;3;3;8;
