A;109;20040202 11:47;PTHIRLWELL;
B;109;1213275;1;20040202 11:47;"APPLE VALLEY";;;EMU SWAMP RD;ORANGE;2800;22.69;H;20031113;20040113;610000;R;V;VACANT LAND;;HE;;0;AA335380;
C;109;1213275;1;20040202 11:47;1, 2//882639;
D;109;1213275;1;20040202 11:47;P;;;;;;
D;109;1213275;1;20040202 11:47;P;;;;;;
D;109;1213275;1;20040202 11:47;V;;;;;;
D;109;1213275;1;20040202 11:47;V;;;;;;
B;109;1213992;2;20040202 11:47;SPRINGMOUNT;;;CARGO ST;CUDAL;2864;17.88;H;20031204;20040108;456000;R;R;RESIDENCE;;HD;;0;AA356861;
C;109;1213992;2;20040202 11:47;6//789395;
D;109;1213992;2;20040202 11:47;P;;;;;;
D;109;1213992;2;20040202 11:47;P;;;;;;
D;109;1213992;2;20040202 11:47;V;;;;;;
D;109;1213992;2;20040202 11:47;V;;;;;;
B;109;1214699;3;20040202 11:47;;;7;PRESTON ST;CANOWINDRA;2804;1012;M;20030920;20031119;15750;Z;R;RESIDENCE;;SC;;0;AA341422;
C;109;1214699;3;20040202 11:47;B//389577;
D;109;1214699;3;20040202 11:47;P;;;;;;
D;109;1214699;3;20040202 11:47;V;;;;;;
B;109;1214916;4;20040202 11:47;;;;CANOWINDRA ST;CARGO;2800;9795;M;20030729;20030926;175000;Z;R;RESIDENCE;;VA;;0;AA336460;
C;109;1214916;4;20040202 11:47;1//661554 1, 2/16/758226 1/17/758226 1/47/758226;
D;109;1214916;4;20040202 11:47;P;;;;;;
D;109;1214916;4;20040202 11:47;P;;;;;;
D;109;1214916;4;20040202 11:47;V;;;;;;
B;109;1215520;5;20040202 11:47;;;56;GASKILL ST;CANOWINDRA;2804;5463;M;20031204;20031208;180000;Z;3;GUEST/HOUSE;;VG;;0;AA332363;
C;109;1215520;5;20040202 11:47;72//527982;
D;109;1215520;5;20040202 11:47;P;;;;;;
D;109;1215520;5;20040202 11:47;P;;;;;;
D;109;1215520;5;20040202 11:47;P;;;;;;
D;109;1215520;5;20040202 11:47;P;;;;;;
D;109;1215520;5;20040202 11:47;V;;;;;;
