A;150;20050104 11:47;MASMITH;
B;150;1665684;1;20050104 11:47;;;2;BANOOL CCT;OCEAN SHORES;2483;850.5;M;20041115;20041213;338000;A;R;RESIDENCE;;HN;;0;AB166701;
C;150;1665684;1;20050104 11:47;1897/262828;
D;150;1665684;1;20050104 11:47;P;;;;;;
D;150;1665684;1;20050104 11:47;P;;;;;;
D;150;1665684;1;20050104 11:47;V;;;;;;
D;150;1665684;1;20050104 11:47;V;;;;;;
B;150;1665698;2;20050104 11:47;;;30;BANOOL CCT;OCEAN SHORES;2483;897.6;M;20040922;20041022;535000;A;R;RESIDENCE;;HQ;;0;AB168019;
C;150;1665698;2;20050104 11:47;1911/262828;
D;150;1665698;2;20050104 11:47;P;;;;;;
D;150;1665698;2;20050104 11:47;P;;;;;;
D;150;1665698;2;20050104 11:47;V;;;;;;
B;150;1666855;3;20050104 11:47;;;12;BRANDON ST;SUFFOLK PARK;2481;663.9;M;20040721;20040830;800000;A;R;RESIDENCE;;HG;;0;AB178602;
C;150;1666855;3;20050104 11:47;18/12/11632;
D;150;1666855;3;20050104 11:47;P;;;;;;
D;150;1666855;3;20050104 11:47;V;;;;;;
B;150;1667302;4;20050104 11:47;;;14;BRYCE ST;SUFFOLK PARK;2481;647.5;M;20041116;20041203;510000;A;R;RESIDENCE;;HG;;0;AB158031;
C;150;1667302;4;20050104 11:47;17/3/11632;
D;150;1667302;4;20050104 11:47;P;;;;;;
D;150;1667302;4;20050104 11:47;V;;;;;;
B;150;1667852;5;20050104 11:47;;2;49;CARLYLE ST;BYRON BAY;2481;;;20041007;20041217;67500;;R;RESIDENCE;2;;;0;AB176852;
C;150;1667852;5;20050104 11:47;2/SP49882;
D;150;1667852;5;20050104 11:47;P;;;;;;
D;150;1667852;5;20050104 11:47;P;;;;;;
D;150;1667852;5;20050104 11:47;V;;;;;;
D;150;1667852;5;20050104 11:47;V;;;;;;
B;150;1668201;6;20050104 11:47;;;;CHINAMANS HILL RD;BILLINUDGEL;2483;13.77;H;20040901;20041130;3900000;R;V;VACANT LAND;;RA;;0;AB154233;
C;150;1668201;6;20050104 11:47;3/600094;
D;150;1668201;6;20050104 11:47;P;;;;;;
D;150;1668201;6;20050104 11:47;P;;;;;;
D;150;1668201;6;20050104 11:47;V;;;;;;
D;150;1668201;6;20050104 11:47;V;;;;;;
B;150;1669114;7;20050104 11:47;;2;1;CUMBEBIN PARK;BYRON BAY;2481;;;20040326;20040708;372500;;R;RESIDENCE;1;;;0;AB155140;
C;150;1669114;7;20050104 11:47;1/SP15196;
D;150;1669114;7;20050104 11:47;P;;;;;;
D;150;1669114;7;20050104 11:47;V;;;;;;
B;150;1669663;8;20050104 11:47;;;201;FEDERAL WEST DR;FEDERAL;2480;6.575;H;20041001;20041101;825000;R;R;RESIDENCE;;RL;;0;AB170422;
C;150;1669663;8;20050104 11:47;4/255916;
D;150;1669663;8;20050104 11:47;P;;;;;;
D;150;1669663;8;20050104 11:47;P;;;;;;
D;150;1669663;8;20050104 11:47;V;;;;;;
B;150;1670893;9;20050104 11:47;;;5 A;HOTTENTOT CRES;MULLUMBIMBY;2482;873.2;M;20041126;20041210;450000;A;R;RESIDENCE;;HE;;0;AB170988;
C;150;1670893;9;20050104 11:47;49/882877;
D;150;1670893;9;20050104 11:47;P;;;;;;
D;150;1670893;9;20050104 11:47;V;;;;;;
D;150;1670893;9;20050104 11:47;V;;;;;;
B;150;1671278;10;20050104 11:47;;2;43;JULIAN ROCKS DR;BYRON BAY;2481;;;20041103;20041213;299000;;R;RESIDENCE;2;;;0;AB160480;
C;150;1671278;10;20050104 11:47;2/SP33967;
D;150;1671278;10;20050104 11:47;P;;;;;;
D;150;1671278;10;20050104 11:47;V;;;;;;
B;150;1671749;11;20050104 11:47;;;6;KOLORA WAY;OCEAN SHORES;2483;756.7;M;20041102;20041130;467000;A;R;RESIDENCE;;HN;;0;AB158746;
C;150;1671749;11;20050104 11:47;1883/262825;
D;150;1671749;11;20050104 11:47;P;;;;;;
D;150;1671749;11;20050104 11:47;V;;;;;;
D;150;1671749;11;20050104 11:47;V;;;;;;
B;150;1672155;12;20050104 11:47;;;159;LEFT BANK RD;MULLUMBIMBY;2482;37.46;H;20041103;20041130;1420000;R;3;FARM;;RP;;0;AB167806;
C;150;1672155;12;20050104 11:47;11/254491 12/592520;
D;150;1672155;12;20050104 11:47;P;;;;;;
D;150;1672155;12;20050104 11:47;P;;;;;;
D;150;1672155;12;20050104 11:47;V;;;;;;
B;150;1672426;13;20050104 11:47;;;;LISMORE RD;CLUNES;2480;20;H;20040910;20041129;458000;R;R;RESIDENCE;;RQ;;0;AB157841;
C;150;1672426;13;20050104 11:47;4/710167;
D;150;1672426;13;20050104 11:47;P;;;;;;
D;150;1672426;13;20050104 11:47;P;;;;;;
D;150;1672426;13;20050104 11:47;V;;;;;;
D;150;1672426;13;20050104 11:47;V;;;;;;
B;150;1673189;14;20050104 11:47;;;40;MATONG DR;OCEAN SHORES;2483;1151;M;20041012;20041119;290000;A;R;RESIDENCE;;HN;;0;AB169727;
C;150;1673189;14;20050104 11:47;894/241810;
D;150;1673189;14;20050104 11:47;P;;;;;;
D;150;1673189;14;20050104 11:47;P;;;;;;
D;150;1673189;14;20050104 11:47;V;;;;;;
B;150;1673474;15;20050104 11:47;;;19;MOUNTAIN VIEW RD;BILLINUDGEL;2483;7232;M;20041110;20041210;525000;R;R;RESIDENCE;;RA;;0;AB174420;
C;150;1673474;15;20050104 11:47;4/826071;
D;150;1673474;15;20050104 11:47;P;;;;;;
D;150;1673474;15;20050104 11:47;V;;;;;;
D;150;1673474;15;20050104 11:47;V;;;;;;
B;150;1673851;16;20050104 11:47;;;42;NAROOMA DR;OCEAN SHORES;2483;923.1;M;20041102;20041123;381000;A;R;RESIDENCE;;HR;;0;AB153362;
C;150;1673851;16;20050104 11:47;342/238455;
D;150;1673851;16;20050104 11:47;P;;;;;;
D;150;1673851;16;20050104 11:47;P;;;;;;
D;150;1673851;16;20050104 11:47;V;;;;;;
D;150;1673851;16;20050104 11:47;V;;;;;;
B;150;1674320;17;20050104 11:47;;;25;OODGEROO GDNS;BYRON BAY;2481;808.8;M;20040910;20041210;770000;A;R;RESIDENCE;;KN;;0;AB165776;
C;150;1674320;17;20050104 11:47;11/875827;
D;150;1674320;17;20050104 11:47;P;;;;;;
D;150;1674320;17;20050104 11:47;P;;;;;;
D;150;1674320;17;20050104 11:47;V;;;;;;
D;150;1674320;17;20050104 11:47;V;;;;;;
B;150;1674494;18;20050104 11:47;;;23;ORARA CT;BYRON BAY;2481;600.6;M;20041021;20041122;490000;A;R;RESIDENCE;;KP;;0;AB153062;
C;150;1674494;18;20050104 11:47;9/819457;
D;150;1674494;18;20050104 11:47;P;;;;;;
D;150;1674494;18;20050104 11:47;P;;;;;;
D;150;1674494;18;20050104 11:47;V;;;;;;
B;150;1674827;19;20050104 11:47;;;24;PALM VALLEY DR;WATEGOS BEACH;2481;663.9;M;20041118;20041209;2130000;A;R;RESIDENCE;;KW;;0;AB174813;
C;150;1674827;19;20050104 11:47;12/246308;
D;150;1674827;19;20050104 11:47;P;;;;;;
D;150;1674827;19;20050104 11:47;P;;;;;;
D;150;1674827;19;20050104 11:47;V;;;;;;
D;150;1674827;19;20050104 11:47;V;;;;;;
B;150;1676793;20;20050104 11:47;;;91;STATION ST;MULLUMBIMBY;2482;;;20041129;20041209;420000;A;R;RESIDENCE;;HD;;0;AB155983;
C;150;1676793;20;20050104 11:47;B/350750;
D;150;1676793;20;20050104 11:47;P;;;;;;
D;150;1676793;20;20050104 11:47;V;;;;;;
