A;172;20040202 11:53;PTHIRLWELL;
B;172;1801368;1;20040202 11:53;;;8;CASUARINA CL;COUTTS CROSSING;2460;799.5;M;20031205;20031219;84190;Z;V;VACANT LAND;;CF;;0;AA345646;
C;172;1801368;1;20040202 11:53;90//845082;
D;172;1801368;1;20040202 11:53;P;;;;;;
D;172;1801368;1;20040202 11:53;P;;;;;;
D;172;1801368;1;20040202 11:53;V;;;;;;
D;172;1801368;1;20040202 11:53;V;;;;;;
B;172;1801707;2;20040202 11:53;;;;OLD GLEN INNES RD;BAWDEN BRIDGE;2460;16.19;H;20031110;20031212;98000;R;V;VACANT LAND;;JK;;0;AA327719;
C;172;1801707;2;20040202 11:53;5//752816;
D;172;1801707;2;20040202 11:53;P;;;;;;
D;172;1801707;2;20040202 11:53;P;;;;;;
D;172;1801707;2;20040202 11:53;V;;;;;;
D;172;1801707;2;20040202 11:53;V;;;;;;
B;172;1801742;3;20040202 11:53;;;;COOMBADJHA RD HANGING ROCK ESTATE;COOMBADJHA;2460;504.43;H;20031023;20031218;475000;R;V;VACANT LAND;;JG;;0;AA349248;
C;172;1801742;3;20040202 11:53;1//242703 68, 69, 70, 71, 88, 99, 101//752370;
D;172;1801742;3;20040202 11:53;P;;;;;;
D;172;1801742;3;20040202 11:53;P;;;;;;
D;172;1801742;3;20040202 11:53;V;;;;;;
D;172;1801742;3;20040202 11:53;V;;;;;;
B;172;1801886;4;20040202 11:53;;;828;COOMBADJHA RD;JACKADGERY;2460;111.9;H;20031126;20031222;130000;P;V;VACANT LAND;;PA;;0;AA338752;
C;172;1801886;4;20040202 11:53;60//753524;
D;172;1801886;4;20040202 11:53;P;;;;;;
D;172;1801886;4;20040202 11:53;P;;;;;;
D;172;1801886;4;20040202 11:53;V;;;;;;
B;172;1802035;5;20040202 11:53;;;376;GLENS CREEK RD;NYMBOIDA;2460;48.94;H;20031222;20031223;25000;R;R;RESIDENCE;;SP;;25;AA339109;
C;172;1802035;5;20040202 11:53;451//635499;
D;172;1802035;5;20040202 11:53;P;;;;;;
D;172;1802035;5;20040202 11:53;P;;;;;;
D;172;1802035;5;20040202 11:53;P;;;;;;
D;172;1802035;5;20040202 11:53;P;;;;;;
D;172;1802035;5;20040202 11:53;P;;;;;;
D;172;1802035;5;20040202 11:53;V;;;;;;
D;172;1802035;5;20040202 11:53;V;;;;;;
D;172;1802035;5;20040202 11:53;V;;;;;;
D;172;1802035;5;20040202 11:53;V;;;;;;
