A;056;20040202 11:41;PTHIRLWELL;
B;056;519566;1;20040202 11:41;;;2;THIRD AVE;HENTY;2658;2984;M;20031016;20031205;170000;Z;R;RESIDENCE;;AH;;0;AA326550;
C;056;519566;1;20040202 11:41;23, 24, 25//12560;
D;056;519566;1;20040202 11:41;P;;;;;;
D;056;519566;1;20040202 11:41;P;;;;;;
D;056;519566;1;20040202 11:41;V;;;;;;
D;056;519566;1;20040202 11:41;V;;;;;;
B;056;519577;2;20040202 11:41;;;35;THIRD AVE;HENTY;2658;1657;M;20031119;20031218;93000;Z;R;RESIDENCE;;AH;;0;AA343178;
C;056;519577;2;20040202 11:41;1//514090;
D;056;519577;2;20040202 11:41;P;;;;;;
D;056;519577;2;20040202 11:41;V;;;;;;
B;056;519759;3;20040202 11:41;;;;PH MORVEN DP'S;CULCAIRN;2660;19.86;H;20030904;20040112;298000;R;R;RESIDENCE;;HB;;0;AA348399;
C;056;519759;3;20040202 11:41;8//253097;
D;056;519759;3;20040202 11:41;P;;;;;;
D;056;519759;3;20040202 11:41;P;;;;;;
D;056;519759;3;20040202 11:41;V;;;;;;
D;056;519759;3;20040202 11:41;V;;;;;;
B;056;519867;4;20040202 11:41;;;;RAILWAY LAND;HENTY;2658;603.7;M;20031202;20031222;47000;Z;3;SHOP;;AM;;0;AA303406;
C;056;519867;4;20040202 11:41;1//839946;
D;056;519867;4;20040202 11:41;P;;;;;;
D;056;519867;4;20040202 11:41;V;;;;;;
D;056;519867;4;20040202 11:41;V;;;;;;
B;056;520053;5;20040202 11:41;;;13;BLAIR ST;CULCAIRN;2660;1309;M;20031210;20040109;180000;Z;R;RESIDENCE;;AE;;0;AA347219;
C;056;520053;5;20040202 11:41;3//206290;
D;056;520053;5;20040202 11:41;P;;;;;;
D;056;520053;5;20040202 11:41;P;;;;;;
D;056;520053;5;20040202 11:41;V;;;;;;
D;056;520053;5;20040202 11:41;V;;;;;;
B;056;520478;6;20040202 11:41;;;2;THOMAS PL;CULCAIRN;2660;768;M;20031106;20031218;120000;Z;R;RESIDENCE;;AD;;0;AA308305;
C;056;520478;6;20040202 11:41;27//778349;
D;056;520478;6;20040202 11:41;P;;;;;;
D;056;520478;6;20040202 11:41;V;;;;;;
B;056;520489;7;20040202 11:41;;;;VICTORIA ST;CULCAIRN;2660;;;20031201;20031219;119000;Z;R;RESIDENCE;;AA;;0;AA303614;
C;056;520489;7;20040202 11:41;4/10/5523;
D;056;520489;7;20040202 11:41;P;;;;;;
D;056;520489;7;20040202 11:41;V;;;;;;
D;056;520489;7;20040202 11:41;V;;;;;;
B;056;520686;8;20040202 11:41;;;;PH THUGGA;CULCAIRN;2660;39.15;H;20020211;20020405;310000;R;3;FARM/RURAL;;HE;;0;8522191;
C;056;520686;8;20040202 11:41;PT 30, 31, PT 104//753762 . . WS 038981 Enclosure Permit 341204;
D;056;520686;8;20040202 11:41;P;;;;;;
D;056;520686;8;20040202 11:41;P;;;;;;
D;056;520686;8;20040202 11:41;V;;;;;;
D;056;520686;8;20040202 11:41;V;;;;;;
B;056;520977;9;20040202 11:41;;;5;EBENEZER CT;WALLA WALLA;2659;874.7;M;20031031;20031212;15500;Z;V;VACANT LAND;;AR;;0;AA339207;
C;056;520977;9;20040202 11:41;52//851613;
D;056;520977;9;20040202 11:41;P;;;;;;
D;056;520977;9;20040202 11:41;P;;;;;;
D;056;520977;9;20040202 11:41;V;;;;;;
B;056;521021;10;20040202 11:41;;;7;MARKET ST;WALLA WALLA;2659;1088;M;20030110;20030110;40000;Z;R;RESIDENCE;;AR;;0;9624102;
C;056;521021;10;20040202 11:41;4//5443;
D;056;521021;10;20040202 11:41;P;;;;;;
D;056;521021;10;20040202 11:41;V;;;;;;
B;056;521131;11;20040202 11:41;;;2;VICTORIA ST;WALLA WALLA;2659;1012;M;20031001;20031001;134000;Z;R;RESIDENCE;;AQ;;0;AA336583;
C;056;521131;11;20040202 11:41;10//13973;
D;056;521131;11;20040202 11:41;P;;;;;;
D;056;521131;11;20040202 11:41;V;;;;;;
B;056;521134;12;20040202 11:41;;;;VICTORIA ST;WALLA WALLA;2659;1018;M;20030807;20031118;78000;Z;R;RESIDENCE;;AQ;;0;AA355888;
C;056;521134;12;20040202 11:41;20//13623;
D;056;521134;12;20040202 11:41;P;;;;;;
D;056;521134;12;20040202 11:41;V;;;;;;
Z;61;12;12;35;
