A;008;20040202 11:39;PTHIRLWELL;
B;008;202687;1;20040202 11:39;;;11 A;ALLENWOOD CL;ELERMORE VALE;2287;1323;M;20030331;20030520;660000;A;R;RESIDENCE;;AJ;;0;AA63803;
C;008;202687;1;20040202 11:39;237//739442;
D;008;202687;1;20040202 11:39;P;;;;;;
D;008;202687;1;20040202 11:39;P;;;;;;
D;008;202687;1;20040202 11:39;P;;;;;;
D;008;202687;1;20040202 11:39;P;;;;;;
D;008;202687;1;20040202 11:39;V;;;;;;
B;008;202813;2;20040202 11:39;;;12;ALMA RD;NEW LAMBTON;2305;575.3;M;20031208;20040109;990000;B;V;VACANT LAND;;BH;;0;AA345892;
C;008;202813;2;20040202 11:39;1323//755247;
D;008;202813;2;20040202 11:39;P;;;;;;
D;008;202813;2;20040202 11:39;P;;;;;;
D;008;202813;2;20040202 11:39;P;;;;;;
D;008;202813;2;20040202 11:39;V;;;;;;
B;008;203235;3;20040202 11:39;;;19;ANDREW CL;NORTH LAMBTON;2299;550;M;20031029;20031203;447500;A;R;RESIDENCE;;JH;;0;AA307252;
C;008;203235;3;20040202 11:39;13//825947;
D;008;203235;3;20040202 11:39;P;;;;;;
D;008;203235;3;20040202 11:39;P;;;;;;
D;008;203235;3;20040202 11:39;V;;;;;;
B;008;203471;4;20040202 11:39;;;5;ANNA PL;WALLSEND;2287;585.7;M;20031224;20031224;235000;A;R;RESIDENCE;;AN;;0;AA312755;
C;008;203471;4;20040202 11:39;127//806709;
D;008;203471;4;20040202 11:39;P;;;;;;
D;008;203471;4;20040202 11:39;V;;;;;;
D;008;203471;4;20040202 11:39;V;;;;;;
B;008;203818;5;20040202 11:39;;;34;ARIES WAY;ELERMORE VALE;2287;575.8;M;20031027;20031215;344950;A;R;RESIDENCE;;AL;;0;AA324198;
C;008;203818;5;20040202 11:39;73//258370;
D;008;203818;5;20040202 11:39;P;;;;;;
D;008;203818;5;20040202 11:39;V;;;;;;
D;008;203818;5;20040202 11:39;V;;;;;;
B;008;204143;6;20040202 11:39;;;27;ASHFORD PDE;MEREWETHER HEIGHTS;2291;493.2;M;20031120;20040107;455000;A;R;RESIDENCE;;HM;;0;AA342832;
C;008;204143;6;20040202 11:39;16//211871;
D;008;204143;6;20040202 11:39;P;;;;;;
D;008;204143;6;20040202 11:39;V;;;;;;
B;008;204309;7;20040202 11:39;;;23;AVON ST;MAYFIELD;2304;518.5;M;20031122;20040102;225000;A;R;RESIDENCE;;JD;;0;AA358666;
C;008;204309;7;20040202 11:39;49/B/16844;
D;008;204309;7;20040202 11:39;P;;;;;;
D;008;204309;7;20040202 11:39;V;;;;;;
B;008;204408;8;20040202 11:39;;;13;AYRSHIRE CRES;SANDGATE;2304;2746;M;20030820;20031030;875000;I;3;FACTORY;;GB;;0;AA317029;
C;008;204408;8;20040202 11:39;47//246396;
D;008;204408;8;20040202 11:39;P;;;;;;
D;008;204408;8;20040202 11:39;V;;;;;;
B;008;205247;9;20040202 11:39;;;26;BASSWOOD CRES;FLETCHER;2287;641.1;M;20031022;20031126;428000;A;R;RESIDENCE;;AP;;0;AA358147;
C;008;205247;9;20040202 11:39;520//1004420;
D;008;205247;9;20040202 11:39;P;;;;;;
D;008;205247;9;20040202 11:39;P;;;;;;
D;008;205247;9;20040202 11:39;V;;;;;;
D;008;205247;9;20040202 11:39;V;;;;;;
B;008;205281;10;20040202 11:39;;;6;BEACH ST;NEWCASTLE EAST;2300;;;20031116;20040107;965000;A;R;RESIDENCE;;KC;;0;AA339793;
C;008;205281;10;20040202 11:39;1//9690;
D;008;205281;10;20040202 11:39;P;;;;;;
D;008;205281;10;20040202 11:39;V;;;;;;
D;008;205281;10;20040202 11:39;V;;;;;;
B;008;205395;11;20040202 11:39;;;169;BEAUMONT ST;HAMILTON;2303;;;20031208;20040120;450000;A;R;RESIDENCE;;FT;;0;AA349817;
C;008;205395;11;20040202 11:39;1//154300;
D;008;205395;11;20040202 11:39;P;;;;;;
D;008;205395;11;20040202 11:39;V;;;;;;
B;008;206651;12;20040202 11:39;;;42;BINDOWAN CL;MARYLAND;2287;822.2;M;20031201;20040109;510000;A;R;RESIDENCE;;AA;;0;AA347065;
C;008;206651;12;20040202 11:39;2061//707597;
D;008;206651;12;20040202 11:39;P;;;;;;
D;008;206651;12;20040202 11:39;V;;;;;;
D;008;206651;12;20040202 11:39;V;;;;;;
B;008;206821;13;20040202 11:39;;;34;BIRDWOOD ST;NEW LAMBTON;2305;442.6;M;20031124;20031219;367000;A;R;RESIDENCE;;FF;;0;AA311087;
C;008;206821;13;20040202 11:39;7//20217;
D;008;206821;13;20040202 11:39;P;;;;;;
D;008;206821;13;20040202 11:39;P;;;;;;
D;008;206821;13;20040202 11:39;P;;;;;;
D;008;206821;13;20040202 11:39;P;;;;;;
D;008;206821;13;20040202 11:39;V;;;;;;
D;008;206821;13;20040202 11:39;V;;;;;;
B;008;209425;14;20040202 11:39;;;79;BRYANT ST;ADAMSTOWN;2289;;;20031213;20040120;510000;A;R;RESIDENCE;;HB;;0;AA357222;
C;008;209425;14;20040202 11:39;6/8/60;
D;008;209425;14;20040202 11:39;P;;;;;;
D;008;209425;14;20040202 11:39;V;;;;;;
B;008;209540;15;20040202 11:39;;;7;BUCHANAN ST;HAMILTON;2303;205.3;M;20031118;20040105;350000;A;R;RESIDENCE;;FR;;0;AA328721;
C;008;209540;15;20040202 11:39;1//199022;
D;008;209540;15;20040202 11:39;P;;;;;;
D;008;209540;15;20040202 11:39;P;;;;;;
D;008;209540;15;20040202 11:39;P;;;;;;
D;008;209540;15;20040202 11:39;P;;;;;;
D;008;209540;15;20040202 11:39;V;;;;;;
B;008;210088;16;20040202 11:39;;;14;BYRON ST;BERESFIELD;2322;;;20031031;20031219;183000;A;R;RESIDENCE;;DA;;0;AA353516;
C;008;210088;16;20040202 11:39;93/A/12628;
D;008;210088;16;20040202 11:39;P;;;;;;
D;008;210088;16;20040202 11:39;V;;;;;;
B;008;210498;17;20040202 11:39;;;23;CAMERON ST;HAMILTON;2303;;;20031105;20031218;443750;A;R;RESIDENCE;;FS;;0;AA332340;
C;008;210498;17;20040202 11:39;A//159127;
D;008;210498;17;20040202 11:39;P;;;;;;
D;008;210498;17;20040202 11:39;V;;;;;;
B;008;211529;18;20040202 11:39;;;2;CHALMERS RD;WALLSEND;2287;252.9;M;20031124;20031219;225000;A;R;RESIDENCE;;AE;;0;AA337480;
C;008;211529;18;20040202 11:39;54C//360552;
D;008;211529;18;20040202 11:39;P;;;;;;
D;008;211529;18;20040202 11:39;V;;;;;;
B;008;211566;19;20040202 11:39;;;4;CHARLES ST;WALLSEND;2287;1076.5;M;20031203;20031203;450000;B;V;VACANT LAND;;BC;;0;AA321623;
C;008;211566;19;20040202 11:39;1//34721 1//194390;
D;008;211566;19;20040202 11:39;P;;;;;;
D;008;211566;19;20040202 11:39;V;;;;;;
B;008;211567;20;20040202 11:39;;;6;CHARLES ST;WALLSEND;2287;505.9;M;20031203;20031203;450000;B;V;VACANT LAND;;BC;;0;AA321623;
