A;222;20040202 11:58;PTHIRLWELL;
B;222;2463574;1;20040202 11:58;;;6;ACACIA CL;LITHGOW;2790;1191;M;20031121;20040108;310000;A;R;RESIDENCE;;AS;;0;AA323196;
C;222;2463574;1;20040202 11:58;51//832250;
D;222;2463574;1;20040202 11:58;P;;;;;;
D;222;2463574;1;20040202 11:58;P;;;;;;
D;222;2463574;1;20040202 11:58;V;;;;;;
B;222;2464056;2;20040202 11:58;;;21;BIRDWOOD ST;LITHGOW;2790;;;19991220;20000225;115000;A;R;RESIDENCE;;AA;;0;AA109551;
C;222;2464056;2;20040202 11:58;47//9239;
D;222;2464056;2;20040202 11:58;P;;;;;;
D;222;2464056;2;20040202 11:58;V;;;;;;
D;222;2464056;2;20040202 11:58;V;;;;;;
B;222;2464428;3;20040202 11:58;;;115;CHIFLEY RD;LITHGOW;2790;202.3;M;20031120;20031225;98000;A;R;RESIDENCE;;AF;;0;AA336993;
C;222;2464428;3;20040202 11:58;B//349560;
D;222;2464428;3;20040202 11:58;P;;;;;;
D;222;2464428;3;20040202 11:58;P;;;;;;
D;222;2464428;3;20040202 11:58;V;;;;;;
B;222;2464844;4;20040202 11:58;;;82;CUPRO ST;LITHGOW;2790;;;20031107;20031212;185000;A;R;RESIDENCE;;AA;;0;AA323792;
C;222;2464844;4;20040202 11:58;355//5255;
D;222;2464844;4;20040202 11:58;P;;;;;;
D;222;2464844;4;20040202 11:58;V;;;;;;
B;222;2465657;5;20040202 11:58;;;29;HAY ST;LITHGOW;2790;;;20031114;20031212;175000;A;R;RESIDENCE;;FP;;0;AA326730;
C;222;2465657;5;20040202 11:58;1//5994;
D;222;2465657;5;20040202 11:58;P;;;;;;
D;222;2465657;5;20040202 11:58;V;;;;;;
D;222;2465657;5;20040202 11:58;V;;;;;;
B;222;2466215;6;20040202 11:58;;;50;LANDA ST;LITHGOW;2790;575.4;M;20031118;20031119;78000;A;R;RESIDENCE;;AC;;0;AA311522;
C;222;2466215;6;20040202 11:58;36//237263;
D;222;2466215;6;20040202 11:58;P;;;;;;
D;222;2466215;6;20040202 11:58;V;;;;;;
B;222;2466332;7;20040202 11:58;;;52;LAURENCE ST;LITHGOW;2790;423.6;M;20031126;20040106;225000;A;R;RESIDENCE;;AA;;0;AA323321;
C;222;2466332;7;20040202 11:58;476//5255 A//356657;
D;222;2466332;7;20040202 11:58;P;;;;;;
D;222;2466332;7;20040202 11:58;P;;;;;;
D;222;2466332;7;20040202 11:58;V;;;;;;
B;222;2466448;8;20040202 11:58;;;56;LETT ST;LITHGOW;2790;309.8;M;20031212;20040121;159000;A;R;RESIDENCE;;AD;;0;AA357063;
C;222;2466448;8;20040202 11:58;B//370889;
D;222;2466448;8;20040202 11:58;P;;;;;;
D;222;2466448;8;20040202 11:58;P;;;;;;
D;222;2466448;8;20040202 11:58;V;;;;;;
B;222;2466568;9;20040202 11:58;;;40;MACAULEY ST;LITHGOW;2790;480;M;20031208;20031223;125000;A;R;RESIDENCE;;FP;;0;AA335651;
C;222;2466568;9;20040202 11:58;101//618311;
D;222;2466568;9;20040202 11:58;P;;;;;;
D;222;2466568;9;20040202 11:58;P;;;;;;
D;222;2466568;9;20040202 11:58;V;;;;;;
B;222;2466854;10;20040202 11:58;;;313;MAIN ST;LITHGOW;2790;246.6;M;20031203;20031219;158000;A;R;RESIDENCE;;AA;;0;AA320440;
C;222;2466854;10;20040202 11:58;2//327116;
D;222;2466854;10;20040202 11:58;P;;;;;;
D;222;2466854;10;20040202 11:58;V;;;;;;
B;222;2467116;11;20040202 11:58;;8;33;MORT ST;LITHGOW;2790;;;20031110;20031222;129500;;R;RESIDENCE;8;;;0;AA340431;
C;222;2467116;11;20040202 11:58;8//SP 57944;
D;222;2467116;11;20040202 11:58;P;;;;;;
D;222;2467116;11;20040202 11:58;V;;;;;;
B;222;2467831;12;20040202 11:58;;;67;RIFLE PDE;LITHGOW;2790;466;M;20031020;20031222;205000;A;R;RESIDENCE;;AA;;0;AA291178;
C;222;2467831;12;20040202 11:58;842//19335 20//251410;
D;222;2467831;12;20040202 11:58;P;;;;;;
D;222;2467831;12;20040202 11:58;P;;;;;;
D;222;2467831;12;20040202 11:58;P;;;;;;
D;222;2467831;12;20040202 11:58;P;;;;;;
D;222;2467831;12;20040202 11:58;V;;;;;;
B;222;2468495;13;20040202 11:58;;;7;VICTORIA AVE;LITHGOW;2790;;;20031128;20031224;147000;A;R;RESIDENCE;;FP;;0;AA346793;
C;222;2468495;13;20040202 11:58;16, 17//5476;
D;222;2468495;13;20040202 11:58;P;;;;;;
D;222;2468495;13;20040202 11:58;V;;;;;;
D;222;2468495;13;20040202 11:58;V;;;;;;
B;222;2468606;14;20040202 11:58;;;12;WILLES ST;LITHGOW;2790;303.5;M;20031203;20031224;149000;A;R;RESIDENCE;;AF;;0;AA353203;
C;222;2468606;14;20040202 11:58;B//393514;
D;222;2468606;14;20040202 11:58;P;;;;;;
D;222;2468606;14;20040202 11:58;V;;;;;;
B;222;2468643;15;20040202 11:58;;;;WOODLANDS DR;LITHGOW;2790;1526;M;20030911;20031113;95000;A;V;VACANT LAND;;AS;;0;AA336810;
C;222;2468643;15;20040202 11:58;81//883634;
D;222;2468643;15;20040202 11:58;P;;;;;;
D;222;2468643;15;20040202 11:58;P;;;;;;
D;222;2468643;15;20040202 11:58;V;;;;;;
B;222;2468915;16;20040202 11:58;HILL VIEW;;;RYDAL-HAMPTON RD;HAMPTON;2790;39.31;H;20031202;20031219;530000;R;R;RESIDENCE;;SD;;0;AA284119;
C;222;2468915;16;20040202 11:58;1//854609;
D;222;2468915;16;20040202 11:58;P;;;;;;
D;222;2468915;16;20040202 11:58;P;;;;;;
D;222;2468915;16;20040202 11:58;P;;;;;;
D;222;2468915;16;20040202 11:58;P;;;;;;
D;222;2468915;16;20040202 11:58;V;;;;;;
D;222;2468915;16;20040202 11:58;V;;;;;;
B;222;2469260;17;20040202 11:58;;;;NEWNES FOREST RD;CLARENCE;2790;1922;M;20031105;20031218;215000;R;R;RESIDENCE;;SA;;0;AA324563;
C;222;2469260;17;20040202 11:58;1//741138;
D;222;2469260;17;20040202 11:58;P;;;;;;
D;222;2469260;17;20040202 11:58;V;;;;;;
B;222;2469752;18;20040202 11:58;;;;CREEK ST;PORTLAND;2847;4477;M;20030925;20031106;173000;R;R;RESIDENCE;;PR;;0;AA274812;
C;222;2469752;18;20040202 11:58;237//755769;
D;222;2469752;18;20040202 11:58;P;;;;;;
D;222;2469752;18;20040202 11:58;P;;;;;;
D;222;2469752;18;20040202 11:58;V;;;;;;
B;222;2470092;19;20040202 11:58;;;22;PARK AVE;PORTLAND;2847;921.6;M;20031013;20031124;18000;Z;V;VACANT LAND;;PA;;0;AA331024;
C;222;2470092;19;20040202 11:58;33//842893;
D;222;2470092;19;20040202 11:58;P;;;;;;
D;222;2470092;19;20040202 11:58;V;;;;;;
B;222;2471441;20;20040202 11:58;;;;BONNY HILLS DR;LITTLE HARTLEY;2790;1.99;H;20031127;20031219;330000;R;R;RESIDENCE;;SH;;0;AA332620;
C;222;2471441;20;20040202 11:58;6//866162;
D;222;2471441;20;20040202 11:58;P;;;;;;
D;222;2471441;20;20040202 11:58;P;;;;;;
D;222;2471441;20;20040202 11:58;V;;;;;;
D;222;2471441;20;20040202 11:58;V;;;;;;
B;222;2471837;21;20040202 11:58;;;698;PEACH TREE RD;MEGALONG VALLEY;2785;40.52;H;20011031;20031223;338500;R;R;RESIDENCE;;SD;;0;AA284207;
C;222;2471837;21;20040202 11:58;9//871066;
D;222;2471837;21;20040202 11:58;P;;;;;;
D;222;2471837;21;20040202 11:58;P;;;;;;
D;222;2471837;21;20040202 11:58;V;;;;;;
B;222;2471906;22;20040202 11:58;;;120;BLACKMANS CREEK RD;HARTLEY;2790;11.27;H;20031103;20031210;310000;R;V;VACANT LAND;;SH;;0;AA278689;
C;222;2471906;22;20040202 11:58;15, 21//244414;
D;222;2471906;22;20040202 11:58;P;;;;;;
D;222;2471906;22;20040202 11:58;V;;;;;;
B;222;2472181;23;20040202 11:58;;;24;FOURTH ST;LITHGOW;2790;404.7;M;20031126;20031219;165000;A;R;RESIDENCE;;AL;;0;AA338979;
C;222;2472181;23;20040202 11:58;79//28254;
D;222;2472181;23;20040202 11:58;P;;;;;;
D;222;2472181;23;20040202 11:58;V;;;;;;
D;222;2472181;23;20040202 11:58;V;;;;;;
B;222;2472365;24;20040202 11:58;;;;DONALD RD;CLARENCE;2790;4.209;H;20031201;20040112;190000;R;V;VACANT LAND;;DC;;0;AA337389;
C;222;2472365;24;20040202 11:58;77//237413;
D;222;2472365;24;20040202 11:58;P;;;;;;
D;222;2472365;24;20040202 11:58;P;;;;;;
D;222;2472365;24;20040202 11:58;V;;;;;;
B;222;2472783;25;20040202 11:58;;;36;VIEW ST;LIDSDALE;2790;2.732;H;20031114;20031205;350000;R;R;RESIDENCE;;RL;;0;AA273212;
C;222;2472783;25;20040202 11:58;248//751651 SUBJ TO ML 564;
D;222;2472783;25;20040202 11:58;P;;;;;;
D;222;2472783;25;20040202 11:58;P;;;;;;
D;222;2472783;25;20040202 11:58;V;;;;;;
D;222;2472783;25;20040202 11:58;V;;;;;;
B;222;2473147;26;20040202 11:58;;;20;JUNCTION ST;WALLERAWANG;2845;695.6;M;20031008;20031128;112500;Z;R;RESIDENCE;;WA;;0;AA352619;
C;222;2473147;26;20040202 11:58;23//1124;
D;222;2473147;26;20040202 11:58;P;;;;;;
D;222;2473147;26;20040202 11:58;P;;;;;;
D;222;2473147;26;20040202 11:58;V;;;;;;
D;222;2473147;26;20040202 11:58;V;;;;;;
D;222;2473147;26;20040202 11:58;V;;;;;;
B;222;2841682;27;20040202 11:58;;;19;WINDARRA PL;MARRANGAROO;2790;2755;M;20031113;20031222;130000;A;V;VACANT LAND;;AM;;0;AA305300;
C;222;2841682;27;20040202 11:58;16//1029863;
D;222;2841682;27;20040202 11:58;P;;;;;;
D;222;2841682;27;20040202 11:58;P;;;;;;
D;222;2841682;27;20040202 11:58;V;;;;;;
D;222;2841682;27;20040202 11:58;V;;;;;;
B;222;2859025;28;20040202 11:58;;;58;COOERWULL RD;LITHGOW;2790;3.212;H;20031219;20040115;460000;R;R;RESIDENCE;;SA;;0;AA353453;
C;222;2859025;28;20040202 11:58;1//1033269;
D;222;2859025;28;20040202 11:58;P;;;;;;
D;222;2859025;28;20040202 11:58;V;;;;;;
D;222;2859025;28;20040202 11:58;V;;;;;;
B;222;2907182;29;20040202 11:58;;4;11;BEYNON ST;LITHGOW;2790;477.3;M;20031106;20031212;162500;A;R;RESIDENCE;;AD;;0;AA327327;
C;222;2907182;29;20040202 11:58;4//1040280;
D;222;2907182;29;20040202 11:58;P;;;;;;
D;222;2907182;29;20040202 11:58;P;;;;;;
D;222;2907182;29;20040202 11:58;V;;;;;;
D;222;2907182;29;20040202 11:58;V;;;;;;
B;222;2953991;30;20040202 11:58;;;;PIPERS FLAT RD;WALLERAWANG;2845;5312;M;20030922;20031217;182500;Z;R;RESIDENCE;;WA;;0;AA320274;
C;222;2953991;30;20040202 11:58;12//1047481;
D;222;2953991;30;20040202 11:58;P;;;;;;
