A;181;20040202 11:53;PTHIRLWELL;
B;181;1842652;1;20040202 11:53;;;;BORAH RD;BINGARA;2404;6576;M;20031112;20040105;140000;Z;R;RESIDENCE;;LB;;0;AA325822;
C;181;1842652;1;20040202 11:53;310//754819;
D;181;1842652;1;20040202 11:53;P;;;;;;
D;181;1842652;1;20040202 11:53;P;;;;;;
D;181;1842652;1;20040202 11:53;V;;;;;;
B;181;1842711;2;20040202 11:53;;;27;Bombelli St;Bingara;2404;2023;M;20031128;20031212;85000;Z;R;RESIDENCE;;MR;;0;AA311170;
C;181;1842711;2;20040202 11:53;14/41/758111;
D;181;1842711;2;20040202 11:53;P;;;;;;
D;181;1842711;2;20040202 11:53;V;;;;;;
B;181;1842761;3;20040202 11:53;;;79;CUNNINGHAM ST;BINGARA;2404;1012;M;20031124;20040105;82000;Z;R;RESIDENCE;;MR;;0;AA343533;
C;181;1842761;3;20040202 11:53;A//357955;
D;181;1842761;3;20040202 11:53;P;;;;;;
D;181;1842761;3;20040202 11:53;P;;;;;;
D;181;1842761;3;20040202 11:53;V;;;;;;
B;181;1842849;4;20040202 11:53;;;85;FINCH ST;BINGARA;2404;1018;M;20031127;20031219;95000;Z;R;RESIDENCE;;MR;;0;AA318675;
C;181;1842849;4;20040202 11:53;A//342773;
D;181;1842849;4;20040202 11:53;P;;;;;;
D;181;1842849;4;20040202 11:53;P;;;;;;
D;181;1842849;4;20040202 11:53;V;;;;;;
B;181;1843023;5;20040202 11:53;;;5;JUNCTION ST;BINGARA;2404;1057;M;20031101;20031120;50000;Z;R;RESIDENCE;;MR;;0;4414064;
C;181;1843023;5;20040202 11:53;PT 3A/31/758111;
D;181;1843023;5;20040202 11:53;P;;;;;;
D;181;1843023;5;20040202 11:53;P;;;;;;
D;181;1843023;5;20040202 11:53;V;;;;;;
B;181;1843237;6;20040202 11:53;;;11;OLD KEERA RD;BINGARA;2404;3465;M;20031126;20031214;35000;Z;V;VACANT LAND;;KR;;0;AA267579;
C;181;1843237;6;20040202 11:53;266//754819;
D;181;1843237;6;20040202 11:53;P;;;;;;
D;181;1843237;6;20040202 11:53;P;;;;;;
D;181;1843237;6;20040202 11:53;V;;;;;;
D;181;1843237;6;20040202 11:53;V;;;;;;
B;181;1843507;7;20040202 11:53;LAGOONA EAST;;;THORNLEIGH RD;BINGARA;2404;1364;H;20031013;20031223;650000;R;V;VACANT LAND;;GR;;0;AA306456;
C;181;1843507;7;20040202 11:53;35//754839 44//754848;
D;181;1843507;7;20040202 11:53;P;;;;;;
D;181;1843507;7;20040202 11:53;P;;;;;;
D;181;1843507;7;20040202 11:53;V;;;;;;
D;181;1843507;7;20040202 11:53;V;;;;;;
B;181;1843521;8;20040202 11:53;DURRAMUNGA;;;UPPER BINGARA RD;BINGARA;2404;306.6;H;20031001;20031212;165000;R;3;FARM;;GR;;0;AA313279;
C;181;1843521;8;20040202 11:53;103, PT 104//40594 22, 68, 70//754842 7, 36, 48, 49//754848 (PO 69/7 -;
C;181;1843521;8;20040202 11:53; Part former Upper Bingara Common) Permissive Occupancy 69/7 Special L;
C;181;1843521;8;20040202 11:53;ease 68/21;
D;181;1843521;8;20040202 11:53;P;;;;;;
D;181;1843521;8;20040202 11:53;P;;;;;;
D;181;1843521;8;20040202 11:53;V;;;;;;
B;181;1843549;9;20040202 11:53;KYARBRA;;;WEARNES RD;BINGARA;2404;509.5;H;20031010;20031212;125000;R;R;RESIDENCE;;EG;;0;AA318284;
C;181;1843549;9;20040202 11:53;14//754849;
D;181;1843549;9;20040202 11:53;P;;;;;;
D;181;1843549;9;20040202 11:53;P;;;;;;
D;181;1843549;9;20040202 11:53;V;;;;;;
B;181;3057815;10;20040202 11:53;OLIWEN;;;WHITLOW RD;BINGARA;2404;133.7;H;20031031;20031127;220000;;3;FARM;;;;0;AA296401;
C;181;3057815;10;20040202 11:53;323//704643 33, 93, 103//754851;
D;181;3057815;10;20040202 11:53;P;;;;;;
D;181;3057815;10;20040202 11:53;V;;;;;;
Z;54;10;12;30;
