A;708;20050107 11:42;MASMITH;
B;708;1924543;1;20050107 11:42;;;47;GLEBE ST;GLEBE;2037;;;20041013;20041203;575000;A;R;RESIDENCE;;EJ;;0;AB158922;
C;708;1924543;1;20050107 11:42;B/434909;
D;708;1924543;1;20050107 11:42;P;;;;;;
D;708;1924543;1;20050107 11:42;V;;;;;;
B;708;1925066;2;20050107 11:42;;;26 A;GLEBE POINT RD;GLEBE;2037;137.4;M;20040507;20041215;870000;B;3;COMMERCIAL;;CP;;0;AB163791;
C;708;1925066;2;20050107 11:42;27/245403;
D;708;1925066;2;20050107 11:42;P;;;;;;
D;708;1925066;2;20050107 11:42;V;;;;;;
B;708;1925067;3;20050107 11:42;;;26;GLEBE POINT RD;GLEBE;2037;212.1;M;20040507;20041215;980000;B;3;COMMERCIAL;;CP;;0;AB163842;
C;708;1925067;3;20050107 11:42;28/245403;
D;708;1925067;3;20050107 11:42;P;;;;;;
D;708;1925067;3;20050107 11:42;V;;;;;;
B;708;1925074;4;20050107 11:42;;;14;GLEBE POINT RD;GLEBE;2037;165.1;M;20041014;20041214;730000;B;R;RESIDENCE;;CP;;0;AB171473;
C;708;1925074;4;20050107 11:42;35/245403;
D;708;1925074;4;20050107 11:42;P;;;;;;
D;708;1925074;4;20050107 11:42;V;;;;;;
B;708;1926461;5;20050107 11:42;;50;77;HEREFORD ST;GLEBE;2037;;;20041008;20041119;395000;;R;RESIDENCE;50;;;0;AB162774;
C;708;1926461;5;20050107 11:42;50/SP10643;
D;708;1926461;5;20050107 11:42;P;;;;;;
D;708;1926461;5;20050107 11:42;V;;;;;;
B;708;1927471;6;20050107 11:42;;;11;JAROCIN AVE;GLEBE;2037;500.1;M;20041116;20041217;2050000;A;R;RESIDENCE;;EF;;0;AB175379;
C;708;1927471;6;20050107 11:42;2/808413;
D;708;1927471;6;20050107 11:42;P;;;;;;
D;708;1927471;6;20050107 11:42;P;;;;;;
D;708;1927471;6;20050107 11:42;V;;;;;;
B;708;2021430;7;20050107 11:42;;119;152;BULWARA RD;ULTIMO;2007;;;20041109;20041208;435000;;R;RESIDENCE;119;;;0;AB166566;
C;708;2021430;7;20050107 11:42;119/SP53188;
D;708;2021430;7;20050107 11:42;P;;;;;;
D;708;2021430;7;20050107 11:42;P;;;;;;
D;708;2021430;7;20050107 11:42;V;;;;;;
D;708;2021430;7;20050107 11:42;V;;;;;;
B;708;2022142;8;20050107 11:42;;81;1;BUNN ST;PYRMONT;2009;;;20040928;20041202;446260;;R;RESIDENCE;81;;;0;AB157110;
C;708;2022142;8;20050107 11:42;81/SP54229;
D;708;2022142;8;20050107 11:42;P;;;;;;
D;708;2022142;8;20050107 11:42;P;;;;;;
D;708;2022142;8;20050107 11:42;V;;;;;;
B;708;2024097;9;20050107 11:42;;13;209;CLARENCE ST;SYDNEY;2000;;;20041027;20041208;611933;;3;OFFICE;13;;;0;AB169147;
C;708;2024097;9;20050107 11:42;13/SP36957;
D;708;2024097;9;20050107 11:42;P;;;;;;
D;708;2024097;9;20050107 11:42;P;;;;;;
D;708;2024097;9;20050107 11:42;V;;;;;;
B;708;2024750;10;20050107 11:42;;209;8;COOPER ST;SURRY HILLS;2010;;;20041029;20041210;325000;;R;RESIDENCE;18;;;0;AB175240;
C;708;2024750;10;20050107 11:42;18/SP63860;
D;708;2024750;10;20050107 11:42;P;;;;;;
D;708;2024750;10;20050107 11:42;V;;;;;;
B;708;2024750;11;20050107 11:42;;209;8;COOPER ST;SURRY HILLS;2010;;;20041029;20041210;325000;;R;RESIDENCE;112;;;0;AB175240;
C;708;2024750;11;20050107 11:42;112/SP63860;
D;708;2024750;11;20050107 11:42;P;;;;;;
