A;055;20050104 11:39;MASMITH;
B;055;514858;1;20050104 11:39;;;242;CHURCH ST;COROWA;2646;1012;M;20041027;20041119;130000;A;R;RESIDENCE;;AS;;0;AB153568;
C;055;514858;1;20050104 11:39;81/718912;
D;055;514858;1;20050104 11:39;P;;;;;;
D;055;514858;1;20050104 11:39;P;;;;;;
D;055;514858;1;20050104 11:39;V;;;;;;
B;055;514975;2;20050104 11:39;;;16;EVELYN;COROWA;2646;674.5;M;20041130;20041210;211500;A;R;RESIDENCE;;AH;;0;AB176827;
C;055;514975;2;20050104 11:39;3/503637;
D;055;514975;2;20050104 11:39;P;;;;;;
D;055;514975;2;20050104 11:39;P;;;;;;
D;055;514975;2;20050104 11:39;V;;;;;;
D;055;514975;2;20050104 11:39;V;;;;;;
B;055;514987;3;20050104 11:39;;;223;FEDERATION AVE;COROWA;2646;1012;M;20041007;20041210;245000;A;R;RESIDENCE;;AC;;0;AB167939;
C;055;514987;3;20050104 11:39;1/799405;
D;055;514987;3;20050104 11:39;P;;;;;;
D;055;514987;3;20050104 11:39;P;;;;;;
D;055;514987;3;20050104 11:39;V;;;;;;
D;055;514987;3;20050104 11:39;V;;;;;;
B;055;515173;4;20050104 11:39;;;10;GRAY ST;COROWA;2646;1012;M;20040826;20041213;322500;A;R;RESIDENCE;;AC;;0;AB176296;
C;055;515173;4;20050104 11:39;1/741979;
D;055;515173;4;20050104 11:39;P;;;;;;
D;055;515173;4;20050104 11:39;P;;;;;;
D;055;515173;4;20050104 11:39;V;;;;;;
D;055;515173;4;20050104 11:39;V;;;;;;
B;055;515215;5;20050104 11:39;;;108;GUY ST;COROWA;2646;590.2;M;20041111;20041124;150000;A;R;RESIDENCE;;AJ;;0;AB169108;
C;055;515215;5;20050104 11:39;2/730776;
D;055;515215;5;20050104 11:39;P;;;;;;
D;055;515215;5;20050104 11:39;P;;;;;;
D;055;515215;5;20050104 11:39;V;;;;;;
B;055;515403;6;20050104 11:39;;;379;HONOUR AVE;COROWA;2646;1012;M;20030813;20030916;65000;R;R;RESIDENCE;;HC;;0;AB154250;
C;055;515403;6;20050104 11:39;1/711677;
D;055;515403;6;20050104 11:39;P;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
D;055;515403;6;20050104 11:39;V;;;;;;
B;055;515566;7;20050104 11:39;;5;93;HUME ST;COROWA;2646;;;20041018;20041206;120000;;R;RESIDENCE;5;;;0;AB151070;
C;055;515566;7;20050104 11:39;5/SP48701;
D;055;515566;7;20050104 11:39;P;;;;;;
D;055;515566;7;20050104 11:39;P;;;;;;
D;055;515566;7;20050104 11:39;V;;;;;;
B;055;515832;8;20050104 11:39;;;116;KATRINA CCT;COROWA;2646;695.4;M;20041014;20041214;55000;A;V;VACANT LAND;;AT;;0;AB173814;
C;055;515832;8;20050104 11:39;87/834068;
D;055;515832;8;20050104 11:39;P;;;;;;
D;055;515832;8;20050104 11:39;P;;;;;;
D;055;515832;8;20050104 11:39;V;;;;;;
D;055;515832;8;20050104 11:39;V;;;;;;
B;055;516447;9;20050104 11:39;;;111;SANGER ST;COROWA;2646;410.6;M;20041014;20041119;280000;B;R;RESIDENCE;;BA;;0;AB156971;
C;055;516447;9;20050104 11:39;1/996466;
D;055;516447;9;20050104 11:39;P;;;;;;
D;055;516447;9;20050104 11:39;V;;;;;;
D;055;516447;9;20050104 11:39;V;;;;;;
D;055;516447;9;20050104 11:39;V;;;;;;
D;055;516447;9;20050104 11:39;V;;;;;;
B;055;517080;10;20050104 11:39;;;;VILLAGE DAYSDALE;DAYSDALE;2646;4047;M;20041213;20041213;3000;A;V;VACANT LAND;;AD;;0;AB170200;
C;055;517080;10;20050104 11:39;1, 2/6/758341;
D;055;517080;10;20050104 11:39;P;;;;;;
D;055;517080;10;20050104 11:39;P;;;;;;
D;055;517080;10;20050104 11:39;V;;;;;;
B;055;517776;11;20050104 11:39;;;33;HUME ST;MULWALA;2647;1012;M;20041011;20041115;117500;A;R;RESIDENCE;;AY;;0;AB168490;
C;055;517776;11;20050104 11:39;23/580337;
D;055;517776;11;20050104 11:39;P;;;;;;
D;055;517776;11;20050104 11:39;P;;;;;;
D;055;517776;11;20050104 11:39;V;;;;;;
D;055;517776;11;20050104 11:39;V;;;;;;
D;055;517776;11;20050104 11:39;V;;;;;;
B;055;517945;12;20050104 11:39;;;41;LANG ST;MULWALA;2647;1834;M;20040705;20041103;650000;A;R;RESIDENCE;;AW;;0;AB149874;
C;055;517945;12;20050104 11:39;3/213224;
D;055;517945;12;20050104 11:39;P;;;;;;
D;055;517945;12;20050104 11:39;P;;;;;;
D;055;517945;12;20050104 11:39;V;;;;;;
D;055;517945;12;20050104 11:39;V;;;;;;
B;055;518104;13;20050104 11:39;;3;33;MELBOURNE ST;MULWALA;2647;;;20041026;20041118;190000;;R;RESIDENCE;3;;;0;AB165230;
C;055;518104;13;20050104 11:39;3/SP52362;
D;055;518104;13;20050104 11:39;P;;;;;;
D;055;518104;13;20050104 11:39;V;;;;;;
B;055;530620;14;20050104 11:39;;;12;LOWE ST;HOWLONG;2643;2023;M;20040316;20040514;165000;A;R;RESIDENCE;;UE;;0;AB154647;
C;055;530620;14;20050104 11:39;19/1/758528;
D;055;530620;14;20050104 11:39;P;;;;;;
D;055;530620;14;20050104 11:39;P;;;;;;
D;055;530620;14;20050104 11:39;V;;;;;;
B;055;2967399;15;20050104 11:39;;;56;TOWNSEND ST;HOWLONG;2643;2023;M;20041102;20041206;363000;A;R;RESIDENCE;;UE;;0;AB153245;
C;055;2967399;15;20050104 11:39;20/20/758528;
D;055;2967399;15;20050104 11:39;P;;;;;;
D;055;2967399;15;20050104 11:39;P;;;;;;
D;055;2967399;15;20050104 11:39;V;;;;;;
D;055;2967399;15;20050104 11:39;V;;;;;;
B;055;3119751;16;20050104 11:39;;;37;HAWKINS ST;HOWLONG;2643;1209;M;20040315;20041112;246000;A;3;;;UA;;0;AB151705;
C;055;3119751;16;20050104 11:39;2/1073045;
D;055;3119751;16;20050104 11:39;P;;;;;;
D;055;3119751;16;20050104 11:39;V;;;;;;
D;055;3119751;16;20050104 11:39;V;;;;;;
Z;96;16;16;62;
