A;160;20040202 11:52;PTHIRLWELL;
B;160;1762395;1;20040202 11:52;;;30;MARTINS PT RD;HARWOOD ISLAND;2465;1923;M;20031118;20031218;115000;R;R;RESIDENCE;;JL;;0;AA315400;
C;160;1762395;1;20040202 11:52;1//565575;
D;160;1762395;1;20040202 11:52;P;;;;;;
D;160;1762395;1;20040202 11:52;V;;;;;;
B;160;1762489;2;20040202 11:52;;;72;SOUTH BANK RD;HARWOOD ISLAND;2465;4013;M;20031107;20031209;327000;R;3;HOUSE;;JM;;0;AA317772;
C;160;1762489;2;20040202 11:52;10//831581;
D;160;1762489;2;20040202 11:52;P;;;;;;
D;160;1762489;2;20040202 11:52;P;;;;;;
D;160;1762489;2;20040202 11:52;V;;;;;;
D;160;1762489;2;20040202 11:52;V;;;;;;
D;160;1762489;2;20040202 11:52;V;;;;;;
B;160;1762595;3;20040202 11:52;;;;WOOLBIN ISLAND;WOOMBAH;2469;12.95;H;20031113;20031211;420000;R;3;FARM;;RC;;0;AA314375;
C;160;1762595;3;20040202 11:52;182//751373;
D;160;1762595;3;20040202 11:52;P;;;;;;
D;160;1762595;3;20040202 11:52;V;;;;;;
D;160;1762595;3;20040202 11:52;V;;;;;;
B;160;1763099;4;20040202 11:52;;;39;RICHMOND ST;LAWRENCE;2460;1012;M;20031121;20031217;194000;A;R;RESIDENCE;;VZ;;0;AA329077;
C;160;1763099;4;20040202 11:52;22/7/566;
D;160;1763099;4;20040202 11:52;P;;;;;;
D;160;1763099;4;20040202 11:52;V;;;;;;
D;160;1763099;4;20040202 11:52;V;;;;;;
B;160;1763278;5;20040202 11:53;;;15;BALLANDA CRES;ILUKA;2466;770.4;M;20031030;20031119;260000;A;R;RESIDENCE;;AB;;0;AA301362;
C;160;1763278;5;20040202 11:53;68//257425;
D;160;1763278;5;20040202 11:53;P;;;;;;
D;160;1763278;5;20040202 11:53;V;;;;;;
B;160;1763776;6;20040202 11:53;;1;14;LONG ST;ILUKA;2466;;;20031201;20031218;142000;;R;RESIDENCE;1;;;0;AA359039;
C;160;1763776;6;20040202 11:53;1//SP 33037;
D;160;1763776;6;20040202 11:53;P;;;;;;
D;160;1763776;6;20040202 11:53;V;;;;;;
D;160;1763776;6;20040202 11:53;V;;;;;;
B;160;1764054;7;20040202 11:53;;;34;RIVERVIEW ST;ILUKA;2466;887.3;M;20030219;20030306;228000;A;R;RESIDENCE;;AB;;0;AA331268;
